ds,sortby,pushed,language,repo_count,repo_data_count
2022-01-03,stars,004_1month,coq,30,30
2022-01-03,stars,004_1month,ada,27,27
2022-01-03,stars,004_1month,lean,9,9
2022-01-03,stars,004_1month,idris,8,8
2022-01-03,stars,004_1month,isabelle,8,8
2022-01-03,stars,004_1month,agda,5,5
2022-01-03,stars,004_1month,tla,5,5
2022-01-03,stars,013_3month,coq,54,54
2022-01-03,stars,013_3month,ada,50,50
2022-01-03,stars,013_3month,agda,20,20
2022-01-03,stars,013_3month,idris,15,15
2022-01-03,stars,013_3month,isabelle,15,15
2022-01-03,stars,013_3month,lean,15,15
2022-01-03,stars,013_3month,tla,7,7
2022-01-03,stars,026_6month,coq,77,77
2022-01-03,stars,026_6month,ada,75,75
2022-01-03,stars,026_6month,agda,31,31
2022-01-03,stars,026_6month,lean,25,25
2022-01-03,stars,026_6month,isabelle,22,22
2022-01-03,stars,026_6month,idris,21,21
2022-01-03,stars,026_6month,tla,12,12
2022-01-03,stars,052_1year,ada,127,127
2022-01-03,stars,052_1year,coq,125,125
2022-01-03,stars,052_1year,agda,42,42
2022-01-03,stars,052_1year,lean,39,39
2022-01-03,stars,052_1year,isabelle,37,37
2022-01-03,stars,052_1year,idris,31,31
2022-01-03,stars,052_1year,tla,21,21
2022-01-03,stars,156_3year,coq,322,322
2022-01-03,stars,156_3year,ada,253,253
2022-01-03,stars,156_3year,agda,104,104
2022-01-03,stars,156_3year,lean,69,69
2022-01-03,stars,156_3year,idris,64,64
2022-01-03,stars,156_3year,isabelle,64,64
2022-01-03,stars,156_3year,tla,48,48
2022-01-03,stars,alltime,coq,508,508
2022-01-03,stars,alltime,ada,439,439
2022-01-03,stars,alltime,agda,193,193
2022-01-03,stars,alltime,idris,141,141
2022-01-03,stars,alltime,isabelle,97,97
2022-01-03,stars,alltime,lean,75,75
2022-01-03,stars,alltime,tla,64,64
