ds,sortby,pushed,language,license_key,repo_count,repos_with_license,repos_with_issues,repos_with_downloads,repos_with_wiki,repos_with_projects,repos_with_pages,size_min,size_max,size_sum,size_avg,size_std,size_q10,size_q25,size_q50,size_q75,size_q90,days_since_create_min,days_since_create_max,days_since_create_avg,days_since_create_std,days_since_create_q10,days_since_create_q25,days_since_create_q50,days_since_create_q75,days_since_create_q90,days_since_push_min,days_since_push_max,days_since_push_avg,days_since_push_std,days_since_push_q10,days_since_push_q25,days_since_push_q50,days_since_push_q75,days_since_push_q90,stargazers_count_min,stargazers_count_max,stargazers_count_sum,stargazers_count_avg,stargazers_count_std,stargazers_count_q10,stargazers_count_q25,stargazers_count_q50,stargazers_count_q75,stargazers_count_q90,forks_count_min,forks_count_max,forks_count_sum,forks_count_avg,forks_count_std,forks_count_q10,forks_count_q25,forks_count_q50,forks_count_q75,forks_count_q90,open_issues_count_min,open_issues_count_max,open_issues_count_sum,open_issues_count_avg,open_issues_count_std,open_issues_count_q10,open_issues_count_q25,open_issues_count_q50,open_issues_count_q75,open_issues_count_q90,topics_count_min,topics_count_max,topics_count_avg,topics_count_std,topics_count_q10,topics_count_q25,topics_count_q50,topics_count_q75,topics_count_q90
2022-01-06,stars,004_1month,ada,,5,0.0,5.0,5.0,4.0,5.0,1.0,171.0,139049.0,147108.0,29421.6,61334.54682150998,408.20000000000005,764.0,801.0,6323.0,85958.6,17.0,1946.0,798.0,752.2217093384104,125.4,288.0,689.0,1050.0,1587.6000000000001,1.0,11.0,4.2,4.604345773288535,1.0,1.0,1.0,7.0,9.4,0.0,231.0,235.0,47.0,102.87370898339381,0.0,0.0,0.0,4.0,140.20000000000002,0.0,42.0,43.0,8.6,18.676188047886,0.0,0.0,0.0,1.0,25.600000000000005,0.0,40.0,43.0,8.6,17.60113632695344,0.0,0.0,0.0,3.0,25.200000000000003,0.0,3.0,0.6,1.3416407864998738,0.0,0.0,0.0,0.0,1.8000000000000003
2022-01-06,stars,004_1month,ada,agpl-3.0,1,1.0,1.0,1.0,0.0,1.0,0.0,23842.0,23842.0,23842.0,23842.0,,23842.0,23842.0,23842.0,23842.0,23842.0,1429.0,1429.0,1429.0,,1429.0,1429.0,1429.0,1429.0,1429.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,,72.0,72.0,72.0,72.0,72.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,165.0,165.0,165.0,165.0,,165.0,165.0,165.0,165.0,165.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
2022-01-06,stars,004_1month,ada,apache-2.0,5,5.0,5.0,5.0,5.0,5.0,0.0,257.0,11603.0,14954.0,2990.8,4837.79058041995,400.6,616.0,926.0,1552.0,7582.6,197.0,2546.0,1725.8,1048.1632506437154,548.6,1076.0,2264.0,2546.0,2546.0,4.0,18.0,7.6,5.856620185738528,4.4,5.0,5.0,6.0,13.200000000000001,1.0,17.0,47.0,9.4,7.569676347110224,1.4,2.0,11.0,16.0,16.6,0.0,2.0,4.0,0.8,0.8366600265340756,0.0,0.0,1.0,1.0,1.6,0.0,1.0,3.0,0.6,0.5477225575051661,0.0,0.0,1.0,1.0,1.0,0.0,7.0,4.2,3.03315017762062,0.8,2.0,6.0,6.0,6.6
2022-01-06,stars,004_1month,ada,gpl-3.0,5,5.0,5.0,5.0,5.0,5.0,1.0,90.0,62988.0,100635.0,20127.0,26249.589711079298,1884.8000000000002,4577.0,5324.0,27656.0,48855.200000000004,430.0,1815.0,1306.8,549.003369752864,734.0,1190.0,1396.0,1703.0,1770.2,1.0,20.0,5.6,8.080841540334768,1.4,2.0,2.0,3.0,13.200000000000001,0.0,136.0,281.0,56.2,68.9144397060587,3.2,8.0,10.0,127.0,132.4,0.0,39.0,63.0,12.6,17.429859437184227,0.0,0.0,2.0,22.0,32.2,0.0,134.0,175.0,35.0,56.236109396009965,0.4,1.0,17.0,23.0,89.60000000000001,0.0,6.0,2.2,3.03315017762062,0.0,0.0,0.0,5.0,5.6
2022-01-06,stars,004_1month,ada,isc,1,1.0,1.0,1.0,1.0,1.0,0.0,169758.0,169758.0,169758.0,169758.0,,169758.0,169758.0,169758.0,169758.0,169758.0,2257.0,2257.0,2257.0,,2257.0,2257.0,2257.0,2257.0,2257.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2022-01-06,stars,004_1month,ada,lgpl-2.1,1,1.0,1.0,1.0,1.0,1.0,0.0,3379.0,3379.0,3379.0,3379.0,,3379.0,3379.0,3379.0,3379.0,3379.0,2244.0,2244.0,2244.0,,2244.0,2244.0,2244.0,2244.0,2244.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2022-01-06,stars,004_1month,ada,mit,1,1.0,1.0,1.0,1.0,0.0,0.0,195.0,195.0,195.0,195.0,,195.0,195.0,195.0,195.0,195.0,48.0,48.0,48.0,,48.0,48.0,48.0,48.0,48.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
2022-01-06,stars,004_1month,ada,other,4,4.0,4.0,4.0,2.0,4.0,2.0,397.0,7496.0,14833.0,3708.25,3104.852156974091,922.3000000000001,1710.25,3470.0,5468.0,6684.8,590.0,2550.0,1229.75,901.1187028725276,631.4,693.5,889.5,1425.75,2100.3,1.0,20.0,6.75,8.920949127381757,1.3,1.75,3.0,8.0,15.200000000000003,2.0,53.0,104.0,26.0,20.896570691543307,8.600000000000001,18.5,24.5,32.0,44.60000000000001,1.0,9.0,19.0,4.75,3.3040379335998353,1.9000000000000001,3.25,4.5,6.0,7.800000000000001,0.0,4.0,7.0,1.75,2.06155281280883,0.0,0.0,1.5,3.25,3.7,0.0,7.0,3.0,3.559026084010437,0.0,0.0,2.5,5.5,6.4
2022-01-06,stars,004_1month,agda,,4,0.0,4.0,4.0,4.0,4.0,0.0,122.0,4186.0,7900.0,1975.0,1733.340897419393,456.20000000000005,957.5,1796.0,2813.5,3637.0000000000005,6.0,553.0,202.5,253.45939845795158,12.3,21.75,125.5,306.25,454.30000000000007,1.0,21.0,10.0,10.519822558706334,1.0,1.0,9.0,18.0,19.8,0.0,6.0,7.0,1.75,2.872281323269014,0.0,0.0,0.5,2.25,4.500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.5,0.0,0.0,0.0,0.25,0.7000000000000002,0.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,2.8000000000000007
2022-01-06,stars,004_1month,agda,gpl-3.0,1,1.0,1.0,1.0,1.0,1.0,0.0,8300.0,8300.0,8300.0,8300.0,,8300.0,8300.0,8300.0,8300.0,8300.0,1431.0,1431.0,1431.0,,1431.0,1431.0,1431.0,1431.0,1431.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,85.0,85.0,85.0,85.0,,85.0,85.0,85.0,85.0,85.0,15.0,15.0,15.0,15.0,,15.0,15.0,15.0,15.0,15.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,11.0,11.0,11.0,,11.0,11.0,11.0,11.0,11.0
