ds,sortby,pushed,language,repo_count,repo_data_count
2022-11-03,stars,004_1month,coq,29,29
2022-11-03,stars,004_1month,ada,25,25
2022-11-03,stars,004_1month,sml,18,18
2022-11-03,stars,004_1month,agda,10,10
2022-11-03,stars,004_1month,lean,10,10
2022-11-03,stars,004_1month,idris,7,7
2022-11-03,stars,004_1month,isabelle,4,4
2022-11-03,stars,004_1month,tla,1,1
2022-11-03,stars,013_3month,coq,61,61
2022-11-03,stars,013_3month,ada,55,55
2022-11-03,stars,013_3month,sml,38,38
2022-11-03,stars,013_3month,agda,25,25
2022-11-03,stars,013_3month,lean,22,22
2022-11-03,stars,013_3month,idris,13,13
2022-11-03,stars,013_3month,isabelle,13,13
2022-11-03,stars,013_3month,tla,6,6
2022-11-03,stars,026_6month,coq,88,88
2022-11-03,stars,026_6month,ada,86,86
2022-11-03,stars,026_6month,sml,63,63
2022-11-03,stars,026_6month,agda,35,35
2022-11-03,stars,026_6month,lean,32,32
2022-11-03,stars,026_6month,idris,20,20
2022-11-03,stars,026_6month,isabelle,17,17
2022-11-03,stars,026_6month,tla,14,14
2022-11-03,stars,052_1year,ada,128,128
2022-11-03,stars,052_1year,coq,123,123
2022-11-03,stars,052_1year,sml,107,107
2022-11-03,stars,052_1year,agda,59,59
2022-11-03,stars,052_1year,lean,52,52
2022-11-03,stars,052_1year,isabelle,31,31
2022-11-03,stars,052_1year,idris,28,28
2022-11-03,stars,052_1year,tla,23,23
2022-11-03,stars,156_3year,coq,306,306
2022-11-03,stars,156_3year,ada,261,261
2022-11-03,stars,156_3year,sml,244,244
2022-11-03,stars,156_3year,agda,114,114
2022-11-03,stars,156_3year,lean,97,97
2022-11-03,stars,156_3year,isabelle,60,60
2022-11-03,stars,156_3year,idris,56,56
2022-11-03,stars,156_3year,tla,50,50
2022-11-03,stars,alltime,coq,549,549
2022-11-03,stars,alltime,ada,498,498
2022-11-03,stars,alltime,sml,470,470
2022-11-03,stars,alltime,agda,223,223
2022-11-03,stars,alltime,idris,152,152
2022-11-03,stars,alltime,lean,111,111
2022-11-03,stars,alltime,isabelle,103,103
2022-11-03,stars,alltime,tla,75,75
