ds,sortby,pushed,language,repo_count,repo_data_count
2022-11-17,stars,004_1month,coq,29,29
2022-11-17,stars,004_1month,ada,24,24
2022-11-17,stars,004_1month,sml,19,19
2022-11-17,stars,004_1month,lean,11,11
2022-11-17,stars,004_1month,agda,10,10
2022-11-17,stars,004_1month,idris,8,8
2022-11-17,stars,004_1month,isabelle,8,8
2022-11-17,stars,004_1month,tla,1,1
2022-11-17,stars,013_3month,coq,60,60
2022-11-17,stars,013_3month,ada,53,53
2022-11-17,stars,013_3month,sml,38,38
2022-11-17,stars,013_3month,agda,24,24
2022-11-17,stars,013_3month,lean,22,22
2022-11-17,stars,013_3month,idris,15,15
2022-11-17,stars,013_3month,isabelle,12,12
2022-11-17,stars,013_3month,tla,6,6
2022-11-17,stars,026_6month,coq,86,86
2022-11-17,stars,026_6month,ada,84,84
2022-11-17,stars,026_6month,sml,62,62
2022-11-17,stars,026_6month,agda,35,35
2022-11-17,stars,026_6month,lean,33,33
2022-11-17,stars,026_6month,idris,21,21
2022-11-17,stars,026_6month,isabelle,17,17
2022-11-17,stars,026_6month,tla,14,14
2022-11-17,stars,052_1year,coq,125,125
2022-11-17,stars,052_1year,ada,124,124
2022-11-17,stars,052_1year,sml,105,105
2022-11-17,stars,052_1year,agda,56,56
2022-11-17,stars,052_1year,lean,54,54
2022-11-17,stars,052_1year,isabelle,30,30
2022-11-17,stars,052_1year,idris,29,29
2022-11-17,stars,052_1year,tla,23,23
2022-11-17,stars,156_3year,coq,307,307
2022-11-17,stars,156_3year,ada,259,259
2022-11-17,stars,156_3year,sml,245,245
2022-11-17,stars,156_3year,agda,114,114
2022-11-17,stars,156_3year,lean,99,99
2022-11-17,stars,156_3year,isabelle,61,61
2022-11-17,stars,156_3year,idris,55,55
2022-11-17,stars,156_3year,tla,50,50
2022-11-17,stars,alltime,coq,553,553
2022-11-17,stars,alltime,ada,496,496
2022-11-17,stars,alltime,sml,474,474
2022-11-17,stars,alltime,agda,223,223
2022-11-17,stars,alltime,idris,153,153
2022-11-17,stars,alltime,lean,114,114
2022-11-17,stars,alltime,isabelle,104,104
2022-11-17,stars,alltime,tla,75,75
