ds,language,license_key,topic,repo_count
2022-12-08,ada,apache-2.0,ada,2
2022-12-08,coq,mit,coq,2
2022-12-08,elixir,,elixir,6
2022-12-08,elixir,,phoenix,3
2022-12-08,elixir,,advent-of-code,2
2022-12-08,elixir,,advent-of-code-2020,2
2022-12-08,elixir,,advent-of-code-2021,2
2022-12-08,elixir,,hacktoberfest,2
2022-12-08,elixir,agpl-3.0,elixir,4
2022-12-08,elixir,agpl-3.0,phoenix,3
2022-12-08,elixir,agpl-3.0,activitypub,2
2022-12-08,elixir,agpl-3.0,tailwindcss,2
2022-12-08,elixir,apache-2.0,elixir,9
2022-12-08,elixir,apache-2.0,ecto,2
2022-12-08,elixir,apache-2.0,membrane,2
2022-12-08,elixir,apache-2.0,phoenix,2
2022-12-08,elixir,gpl-2.0,elixir,3
2022-12-08,elixir,gpl-2.0,phoenix,2
2022-12-08,elixir,gpl-3.0,elixir,3
2022-12-08,elixir,mit,elixir,23
2022-12-08,elixir,mit,phoenix,5
2022-12-08,elixir,mit,ecto,3
2022-12-08,elixir,mit,hacktoberfest,3
2022-12-08,elixir,mit,phoenix-framework,3
2022-12-08,elixir,mit,phoenix-liveview,3
2022-12-08,elixir,mit,code-analysis,2
2022-12-08,elixir,mit,elixir-lang,2
2022-12-08,elixir,mit,pagination,2
2022-12-08,erlang,apache-2.0,erlang,4
2022-12-08,erlang,apache-2.0,elixir,2
2022-12-08,erlang,other,erlang,5
2022-12-08,erlang,other,messaging,3
2022-12-08,erlang,other,broker,2
2022-12-08,erlang,other,chat,2
2022-12-08,erlang,other,iot,2
2022-12-08,erlang,other,jabber,2
2022-12-08,erlang,other,mqtt,2
2022-12-08,erlang,other,pubsub,2
2022-12-08,erlang,other,xmpp,2
2022-12-08,go,,golang,5
2022-12-08,go,agpl-3.0,golang,10
2022-12-08,go,agpl-3.0,go,9
2022-12-08,go,agpl-3.0,hacktoberfest,5
2022-12-08,go,agpl-3.0,kubernetes,3
2022-12-08,go,agpl-3.0,security,3
2022-12-08,go,agpl-3.0,aws,2
2022-12-08,go,agpl-3.0,blockchain,2
2022-12-08,go,agpl-3.0,cloud,2
2022-12-08,go,agpl-3.0,docker,2
2022-12-08,go,agpl-3.0,google-cloud-storage,2
2022-12-08,go,agpl-3.0,hacktoberfest2022,2
2022-12-08,go,agpl-3.0,load-generator,2
2022-12-08,go,agpl-3.0,load-testing,2
2022-12-08,go,agpl-3.0,monitoring,2
2022-12-08,go,agpl-3.0,prometheus,2
2022-12-08,go,agpl-3.0,proxy,2
2022-12-08,go,agpl-3.0,react,2
2022-12-08,go,agpl-3.0,s3,2
2022-12-08,go,agpl-3.0,shadowsocks,2
2022-12-08,go,agpl-3.0,storage,2
2022-12-08,go,agpl-3.0,v2ray,2
2022-12-08,go,agpl-3.0,webdav,2
2022-12-08,go,apache-2.0,kubernetes,136
2022-12-08,go,apache-2.0,golang,125
2022-12-08,go,apache-2.0,go,93
2022-12-08,go,apache-2.0,hacktoberfest,72
2022-12-08,go,apache-2.0,docker,40
2022-12-08,go,apache-2.0,containers,33
2022-12-08,go,apache-2.0,cloud-native,29
2022-12-08,go,apache-2.0,k8s,26
2022-12-08,go,apache-2.0,observability,24
2022-12-08,go,apache-2.0,prometheus,23
2022-12-08,go,apache-2.0,security,21
2022-12-08,go,apache-2.0,devops,20
2022-12-08,go,apache-2.0,database,17
2022-12-08,go,apache-2.0,metrics,17
2022-12-08,go,apache-2.0,monitoring,17
2022-12-08,go,apache-2.0,operator,16
2022-12-08,go,apache-2.0,microservice,15
2022-12-08,go,apache-2.0,grpc,14
2022-12-08,go,apache-2.0,microservices,13
2022-12-08,go,apache-2.0,aws,12
2022-12-08,go,apache-2.0,blockchain,12
2022-12-08,go,apache-2.0,cloud,12
2022-12-08,go,apache-2.0,cncf,12
2022-12-08,go,apache-2.0,gitops,12
2022-12-08,go,apache-2.0,helm,12
2022-12-08,go,apache-2.0,cli,11
2022-12-08,go,apache-2.0,networking,10
2022-12-08,go,apache-2.0,authorization,9
2022-12-08,go,apache-2.0,openshift,9
2022-12-08,go,apache-2.0,container,8
2022-12-08,go,apache-2.0,distributed-systems,8
2022-12-08,go,apache-2.0,gcp,8
2022-12-08,go,apache-2.0,kubernetes-operator,8
2022-12-08,go,apache-2.0,postgresql,8
2022-12-08,go,apache-2.0,serverless,8
2022-12-08,go,apache-2.0,service-mesh,8
2022-12-08,go,apache-2.0,sql,8
2022-12-08,go,apache-2.0,api,7
2022-12-08,go,apache-2.0,azure,7
2022-12-08,go,apache-2.0,iot,7
2022-12-08,go,apache-2.0,mongodb,7
2022-12-08,go,apache-2.0,oci,7
2022-12-08,go,apache-2.0,openapi,7
2022-12-08,go,apache-2.0,performance,7
2022-12-08,go,apache-2.0,reverse-proxy,7
2022-12-08,go,apache-2.0,time-series,7
2022-12-08,go,apache-2.0,devops-tools,6
2022-12-08,go,apache-2.0,golang-library,6
2022-12-08,go,apache-2.0,http,6
2022-12-08,go,apache-2.0,istio,6
2022-12-08,go,apache-2.0,linux,6
2022-12-08,go,apache-2.0,machine-learning,6
2022-12-08,go,apache-2.0,messaging,6
2022-12-08,go,apache-2.0,mysql,6
2022-12-08,go,apache-2.0,proxy,6
2022-12-08,go,apache-2.0,s3,6
2022-12-08,go,apache-2.0,testing,6
2022-12-08,go,apache-2.0,cni,5
2022-12-08,go,apache-2.0,continuous-delivery,5
2022-12-08,go,apache-2.0,controller,5
2022-12-08,go,apache-2.0,crd,5
2022-12-08,go,apache-2.0,dataops,5
2022-12-08,go,apache-2.0,developer-tools,5
2022-12-08,go,apache-2.0,devsecops,5
2022-12-08,go,apache-2.0,ebpf,5
2022-12-08,go,apache-2.0,kubernetes-cluster,5
2022-12-08,go,apache-2.0,oauth2,5
2022-12-08,go,apache-2.0,oidc,5
2022-12-08,go,apache-2.0,openid-connect,5
2022-12-08,go,apache-2.0,opentelemetry,5
2022-12-08,go,apache-2.0,prometheus-exporter,5
2022-12-08,go,apache-2.0,protobuf,5
2022-12-08,go,apache-2.0,react,5
2022-12-08,go,apache-2.0,registry,5
2022-12-08,go,apache-2.0,security-tools,5
2022-12-08,go,apache-2.0,terraform,5
2022-12-08,go,apache-2.0,tsdb,5
2022-12-08,go,apache-2.0,alerting,4
2022-12-08,go,apache-2.0,authentication,4
2022-12-08,go,apache-2.0,backup,4
2022-12-08,go,apache-2.0,banking,4
2022-12-08,go,apache-2.0,cloud-computing,4
2022-12-08,go,apache-2.0,cloudnative,4
2022-12-08,go,apache-2.0,cluster,4
2022-12-08,go,apache-2.0,cluster-api,4
2022-12-08,go,apache-2.0,container-image,4
2022-12-08,go,apache-2.0,control-plane,4
2022-12-08,go,apache-2.0,data,4
2022-12-08,go,apache-2.0,declarative,4
2022-12-08,go,apache-2.0,dns,4
2022-12-08,go,apache-2.0,docker-image,4
2022-12-08,go,apache-2.0,edge,4
2022-12-08,go,apache-2.0,edge-computing,4
2022-12-08,go,apache-2.0,event-driven,4
2022-12-08,go,apache-2.0,gateway,4
2022-12-08,go,apache-2.0,graphite,4
2022-12-08,go,apache-2.0,helm-chart,4
2022-12-08,go,apache-2.0,iac,4
2022-12-08,go,apache-2.0,influxdb,4
2022-12-08,go,apache-2.0,infrastructure,4
2022-12-08,go,apache-2.0,infrastructure-as-code,4
2022-12-08,go,apache-2.0,k8s-sig-storage,4
2022-12-08,go,apache-2.0,kafka,4
2022-12-08,go,apache-2.0,kubernetes-deployment,4
2022-12-08,go,apache-2.0,kubernetes-networking,4
2022-12-08,go,apache-2.0,library,4
2022-12-08,go,apache-2.0,nginx,4
2022-12-08,go,apache-2.0,oauth,4
2022-12-08,go,apache-2.0,object-storage,4
2022-12-08,go,apache-2.0,operations,4
2022-12-08,go,apache-2.0,orchestration,4
2022-12-08,go,apache-2.0,pubsub,4
2022-12-08,go,apache-2.0,realtime,4
2022-12-08,go,apache-2.0,redis,4
2022-12-08,go,apache-2.0,sbom,4
2022-12-08,go,apache-2.0,sdk,4
2022-12-08,go,apache-2.0,server,4
2022-12-08,go,apache-2.0,servicemesh,4
2022-12-08,go,apache-2.0,sso,4
2022-12-08,go,apache-2.0,static-analysis,4
2022-12-08,go,apache-2.0,swagger,4
2022-12-08,go,apache-2.0,tls,4
2022-12-08,go,apache-2.0,virtualization,4
2022-12-08,go,apache-2.0,workflow,4
2022-12-08,go,apache-2.0,ab-testing,3
2022-12-08,go,apache-2.0,analytics,3
2022-12-08,go,apache-2.0,android,3
2022-12-08,go,apache-2.0,api-gateway,3
2022-12-08,go,apache-2.0,apis,3
2022-12-08,go,apache-2.0,automation,3
2022-12-08,go,apache-2.0,ci,3
2022-12-08,go,apache-2.0,ci-cd,3
2022-12-08,go,apache-2.0,cobra,3
2022-12-08,go,apache-2.0,compliance,3
2022-12-08,go,apache-2.0,configuration-management,3
2022-12-08,go,apache-2.0,consensus,3
2022-12-08,go,apache-2.0,deep-learning,3
2022-12-08,go,apache-2.0,distributed,3
2022-12-08,go,apache-2.0,dns-over-https,3
2022-12-08,go,apache-2.0,docker-compose,3
2022-12-08,go,apache-2.0,dockerfile,3
2022-12-08,go,apache-2.0,encryption,3
2022-12-08,go,apache-2.0,envoy,3
2022-12-08,go,apache-2.0,ethereum,3
2022-12-08,go,apache-2.0,faas,3
2022-12-08,go,apache-2.0,fabric,3
2022-12-08,go,apache-2.0,fairwinds-official,3
2022-12-08,go,apache-2.0,flyte,3
2022-12-08,go,apache-2.0,framework,3
2022-12-08,go,apache-2.0,game-server,3
2022-12-08,go,apache-2.0,google-cloud,3
2022-12-08,go,apache-2.0,hybrid-cloud,3
2022-12-08,go,apache-2.0,hyperledger,3
2022-12-08,go,apache-2.0,ipfs,3
