ds,sortby,pushed,language,repo_count,repo_data_count
2022-12-22,stars,001_1week,go,2225,1000
2022-12-22,stars,001_1week,rust,1460,1000
2022-12-22,stars,001_1week,elixir,127,127
2022-12-22,stars,001_1week,haskell,109,109
2022-12-22,stars,001_1week,ocaml,51,51
2022-12-22,stars,001_1week,erlang,22,22
2022-12-22,stars,001_1week,ada,12,12
2022-12-22,stars,001_1week,coq,11,11
2022-12-22,stars,001_1week,lean,6,6
2022-12-22,stars,001_1week,sml,4,4
2022-12-22,stars,001_1week,agda,3,3
2022-12-22,stars,001_1week,idris,2,2
2022-12-22,stars,001_1week,isabelle,1,1
2022-12-22,stars,001_1week,tla,1,1
