ds,language,license_key,topic,repo_count
2022-12-22,ada,apache-2.0,ada,4
2022-12-22,coq,mit,coq,3
2022-12-22,coq,mit,docker-coq-action,2
2022-12-22,elixir,,elixir,6
2022-12-22,elixir,,elixir-lang,2
2022-12-22,elixir,agpl-3.0,elixir,4
2022-12-22,elixir,agpl-3.0,phoenix,3
2022-12-22,elixir,agpl-3.0,activitypub,2
2022-12-22,elixir,agpl-3.0,decentralized,2
2022-12-22,elixir,agpl-3.0,tailwindcss,2
2022-12-22,elixir,apache-2.0,elixir,9
2022-12-22,elixir,apache-2.0,phoenix,3
2022-12-22,elixir,apache-2.0,phoenix-framework,2
2022-12-22,elixir,gpl-3.0,elixir,3
2022-12-22,elixir,gpl-3.0,phoenix,2
2022-12-22,elixir,mit,elixir,20
2022-12-22,elixir,mit,elixir-lang,6
2022-12-22,elixir,mit,elixir-library,3
2022-12-22,elixir,mit,elixir-phoenix,3
2022-12-22,elixir,mit,hacktoberfest,3
2022-12-22,elixir,mit,ecto,2
2022-12-22,elixir,mit,elixir-examples,2
2022-12-22,elixir,mit,phoenix-live-view,2
2022-12-22,elixir,mit,phoenix-liveview,2
2022-12-22,erlang,apache-2.0,elixir,3
2022-12-22,erlang,apache-2.0,erlang,2
2022-12-22,erlang,mit,elixir,2
2022-12-22,erlang,mit,erlang,2
2022-12-22,erlang,other,erlang,5
2022-12-22,erlang,other,messaging,3
2022-12-22,erlang,other,broker,2
2022-12-22,erlang,other,chat,2
2022-12-22,erlang,other,iot,2
2022-12-22,erlang,other,jabber,2
2022-12-22,erlang,other,mqtt,2
2022-12-22,erlang,other,pubsub,2
2022-12-22,erlang,other,xmpp,2
2022-12-22,go,,golang,5
2022-12-22,go,,kubernetes,4
2022-12-22,go,,go,3
2022-12-22,go,,api,2
2022-12-22,go,,rest-api,2
2022-12-22,go,,security,2
2022-12-22,go,agpl-3.0,golang,12
2022-12-22,go,agpl-3.0,go,9
2022-12-22,go,agpl-3.0,hacktoberfest,5
2022-12-22,go,agpl-3.0,security,3
2022-12-22,go,agpl-3.0,aws,2
2022-12-22,go,agpl-3.0,blockchain,2
2022-12-22,go,agpl-3.0,cloud,2
2022-12-22,go,agpl-3.0,containers,2
2022-12-22,go,agpl-3.0,devops,2
2022-12-22,go,agpl-3.0,docker,2
2022-12-22,go,agpl-3.0,hacktoberfest2022,2
2022-12-22,go,agpl-3.0,kubernetes,2
2022-12-22,go,agpl-3.0,load-generator,2
2022-12-22,go,agpl-3.0,load-testing,2
2022-12-22,go,agpl-3.0,monitoring,2
2022-12-22,go,agpl-3.0,prometheus,2
2022-12-22,go,agpl-3.0,s3,2
2022-12-22,go,agpl-3.0,webdav,2
2022-12-22,go,apache-2.0,kubernetes,127
2022-12-22,go,apache-2.0,golang,109
