ds,sortby,pushed,language,repo_count,repo_data_count
2022-12-15,stars,001_1week,go,2476,1000
2022-12-15,stars,001_1week,rust,1486,1000
2022-12-15,stars,001_1week,elixir,133,133
2022-12-15,stars,001_1week,haskell,108,108
2022-12-15,stars,001_1week,ocaml,54,54
2022-12-15,stars,001_1week,erlang,23,23
2022-12-15,stars,001_1week,coq,14,14
2022-12-15,stars,001_1week,ada,13,13
2022-12-15,stars,001_1week,lean,9,9
2022-12-15,stars,001_1week,sml,6,6
2022-12-15,stars,001_1week,agda,3,3
2022-12-15,stars,001_1week,idris,2,2
2022-12-15,stars,001_1week,isabelle,2,2
2022-12-15,stars,001_1week,tla,1,1
