ds,sortby,pushed,language,repo_count,repo_data_count
2022-12-01,stars,001_1week,go,2296,1000
2022-12-01,stars,001_1week,rust,1464,1000
2022-12-01,stars,001_1week,elixir,142,142
2022-12-01,stars,001_1week,haskell,128,128
2022-12-01,stars,001_1week,ocaml,45,45
2022-12-01,stars,001_1week,ada,18,18
2022-12-01,stars,001_1week,erlang,18,18
2022-12-01,stars,001_1week,coq,12,12
2022-12-01,stars,001_1week,lean,8,8
2022-12-01,stars,001_1week,sml,6,6
2022-12-01,stars,001_1week,agda,4,4
2022-12-01,stars,001_1week,idris,3,3
2022-12-01,stars,001_1week,isabelle,1,1
2022-12-01,stars,001_1week,tla,1,1
