ds,sortby,pushed,language,repo_count,repo_data_count
2022-12-15,,001_1week,python,13643,0
2022-12-15,,001_1week,java,7116,0
2022-12-15,,001_1week,c++,4606,0
2022-12-15,,001_1week,c,2518,0
2022-12-15,,001_1week,go,2474,0
2022-12-15,,001_1week,rust,1486,0
2022-12-15,,001_1week,r,1230,0
2022-12-15,,001_1week,terraform,431,0
2022-12-15,,001_1week,scala,278,0
2022-12-15,,001_1week,assembly,144,0
2022-12-15,,001_1week,elixir,132,0
2022-12-15,,001_1week,haskell,108,0
2022-12-15,,001_1week,fortran,66,0
2022-12-15,,001_1week,ocaml,54,0
2022-12-15,,001_1week,verilog,50,0
2022-12-15,,001_1week,erlang,23,0
2022-12-15,,001_1week,coq,14,0
2022-12-15,,001_1week,ada,13,0
2022-12-15,,001_1week,lean,9,0
2022-12-15,,001_1week,sml,6,0
2022-12-15,,001_1week,agda,3,0
2022-12-15,,001_1week,idris,2,0
2022-12-15,,001_1week,isabelle,2,0
2022-12-15,,001_1week,tla,1,0
2022-12-15,,004_1month,python,38787,0
2022-12-15,,004_1month,java,20380,0
2022-12-15,,004_1month,c++,12088,0
2022-12-15,,004_1month,c,6526,0
2022-12-15,,004_1month,go,5488,0
2022-12-15,,004_1month,r,3684,0
2022-12-15,,004_1month,rust,3374,0
2022-12-15,,004_1month,terraform,969,0
2022-12-15,,004_1month,scala,661,0
2022-12-15,,004_1month,elixir,382,0
2022-12-15,,004_1month,assembly,355,0
2022-12-15,,004_1month,haskell,312,0
2022-12-15,,004_1month,fortran,186,0
2022-12-15,,004_1month,verilog,160,0
2022-12-15,,004_1month,ocaml,125,0
2022-12-15,,004_1month,erlang,61,0
2022-12-15,,004_1month,ada,30,0
2022-12-15,,004_1month,coq,28,0
2022-12-15,,004_1month,lean,16,0
2022-12-15,,004_1month,sml,16,0
2022-12-15,,004_1month,agda,9,0
2022-12-15,,004_1month,idris,4,0
2022-12-15,,004_1month,isabelle,4,0
2022-12-15,,004_1month,tla,4,0
2022-12-15,,013_3month,python,90225,0
2022-12-15,,013_3month,java,50667,0
2022-12-15,,013_3month,c++,27817,0
2022-12-15,,013_3month,c,15637,0
2022-12-15,,013_3month,go,11002,0
2022-12-15,,013_3month,r,8873,0
2022-12-15,,013_3month,rust,6792,0
2022-12-15,,013_3month,terraform,2188,0
2022-12-15,,013_3month,scala,1126,0
2022-12-15,,013_3month,assembly,859,0
2022-12-15,,013_3month,elixir,737,0
2022-12-15,,013_3month,haskell,625,0
2022-12-15,,013_3month,fortran,408,0
2022-12-15,,013_3month,verilog,403,0
2022-12-15,,013_3month,ocaml,254,0
2022-12-15,,013_3month,erlang,125,0
2022-12-15,,013_3month,coq,63,0
2022-12-15,,013_3month,ada,51,0
2022-12-15,,013_3month,sml,35,0
2022-12-15,,013_3month,lean,27,0
2022-12-15,,013_3month,agda,22,0
2022-12-15,,013_3month,idris,14,0
2022-12-15,,013_3month,isabelle,12,0
2022-12-15,,013_3month,tla,5,0
2022-12-15,,026_6month,python,153109,0
2022-12-15,,026_6month,java,86922,0
2022-12-15,,026_6month,c++,46196,0
2022-12-15,,026_6month,c,25887,0
2022-12-15,,026_6month,go,16808,0
2022-12-15,,026_6month,r,14479,0
2022-12-15,,026_6month,rust,10265,0
2022-12-15,,026_6month,terraform,3491,0
2022-12-15,,026_6month,scala,1656,0
2022-12-15,,026_6month,assembly,1425,0
2022-12-15,,026_6month,elixir,1129,0
2022-12-15,,026_6month,haskell,1055,0
2022-12-15,,026_6month,verilog,762,0
2022-12-15,,026_6month,fortran,628,0
2022-12-15,,026_6month,ocaml,391,0
2022-12-15,,026_6month,erlang,166,0
2022-12-15,,026_6month,coq,92,0
2022-12-15,,026_6month,ada,87,0
2022-12-15,,026_6month,sml,58,0
2022-12-15,,026_6month,lean,38,0
2022-12-15,,026_6month,agda,35,0
2022-12-15,,026_6month,idris,19,0
2022-12-15,,026_6month,isabelle,18,0
2022-12-15,,026_6month,tla,13,0
2022-12-15,,052_1year,java,157730,0
2022-12-15,,052_1year,python,156869,0
2022-12-15,,052_1year,c++,78306,0
2022-12-15,,052_1year,c,44144,0
2022-12-15,,052_1year,go,26505,0
2022-12-15,,052_1year,r,24427,0
2022-12-15,,052_1year,rust,15318,0
2022-12-15,,052_1year,terraform,5748,0
2022-12-15,,052_1year,scala,2714,0
2022-12-15,,052_1year,assembly,2595,0
2022-12-15,,052_1year,elixir,2119,0
2022-12-15,,052_1year,haskell,1793,0
2022-12-15,,052_1year,verilog,1321,0
2022-12-15,,052_1year,fortran,1014,0
2022-12-15,,052_1year,ocaml,623,0
2022-12-15,,052_1year,erlang,250,0
2022-12-15,,052_1year,ada,127,0
2022-12-15,,052_1year,coq,127,0
2022-12-15,,052_1year,sml,99,0
2022-12-15,,052_1year,lean,60,0
2022-12-15,,052_1year,agda,57,0
2022-12-15,,052_1year,isabelle,31,0
2022-12-15,,052_1year,idris,27,0
2022-12-15,,052_1year,tla,22,0
2022-12-15,,156_3year,java,428516,0
2022-12-15,,156_3year,python,348308,0
2022-12-15,,156_3year,c++,178480,0
2022-12-15,,156_3year,c,99367,0
2022-12-15,,156_3year,r,60404,0
2022-12-15,,156_3year,go,52109,0
2022-12-15,,156_3year,rust,25226,0
2022-12-15,,156_3year,terraform,11402,0
2022-12-15,,156_3year,scala,6583,0
2022-12-15,,156_3year,assembly,6103,0
2022-12-15,,156_3year,elixir,4098,0
2022-12-15,,156_3year,haskell,4069,0
2022-12-15,,156_3year,verilog,3044,0
2022-12-15,,156_3year,fortran,2051,0
2022-12-15,,156_3year,ocaml,1187,0
2022-12-15,,156_3year,erlang,579,0
2022-12-15,,156_3year,coq,295,0
2022-12-15,,156_3year,ada,258,0
2022-12-15,,156_3year,sml,237,0
2022-12-15,,156_3year,agda,115,0
2022-12-15,,156_3year,lean,106,0
2022-12-15,,156_3year,isabelle,62,0
2022-12-15,,156_3year,idris,54,0
2022-12-15,,156_3year,tla,48,0
2022-12-15,,alltime,java,1036661,0
2022-12-15,,alltime,python,853781,0
2022-12-15,,alltime,c++,319974,0
2022-12-15,,alltime,c,201926,0
2022-12-15,,alltime,r,128269,0
2022-12-15,,alltime,go,81893,0
2022-12-15,,alltime,rust,31169,0
2022-12-15,,alltime,scala,18850,0
2022-12-15,,alltime,terraform,14245,0
2022-12-15,,alltime,haskell,10752,0
2022-12-15,,alltime,assembly,10435,0
2022-12-15,,alltime,elixir,8026,0
2022-12-15,,alltime,verilog,4928,0
2022-12-15,,alltime,fortran,3634,0
2022-12-15,,alltime,ocaml,2501,0
2022-12-15,,alltime,erlang,2315,0
2022-12-15,,alltime,coq,558,0
2022-12-15,,alltime,ada,500,0
2022-12-15,,alltime,sml,475,0
2022-12-15,,alltime,agda,226,0
2022-12-15,,alltime,idris,153,0
2022-12-15,,alltime,lean,121,0
2022-12-15,,alltime,isabelle,106,0
2022-12-15,,alltime,tla,77,0
