ds,language,license_key,topic,repo_count
2022-04-28,coq,,coq,2
2022-04-28,elixir,,elixir,10
2022-04-28,elixir,,hacktoberfest,3
2022-04-28,elixir,,api,2
2022-04-28,elixir,,bot,2
2022-04-28,elixir,,phoenix,2
2022-04-28,elixir,,telegram,2
2022-04-28,elixir,agpl-3.0,elixir,4
2022-04-28,elixir,agpl-3.0,phoenix,4
2022-04-28,elixir,agpl-3.0,activitypub,2
2022-04-28,elixir,agpl-3.0,decentralized,2
2022-04-28,elixir,agpl-3.0,tailwindcss,2
2022-04-28,elixir,apache-2.0,elixir,9
2022-04-28,elixir,apache-2.0,ecto,2
2022-04-28,elixir,apache-2.0,nerves,2
2022-04-28,elixir,apache-2.0,phoenix,2
2022-04-28,elixir,gpl-3.0,elixir,2
2022-04-28,elixir,mit,elixir,9
2022-04-28,elixir,mit,phoenix,4
2022-04-28,elixir,other,elixir,2
2022-04-28,erlang,apache-2.0,erlang,3
2022-04-28,erlang,gpl-2.0,chat,2
2022-04-28,erlang,gpl-2.0,erlang,2
2022-04-28,erlang,gpl-2.0,jabber,2
2022-04-28,erlang,gpl-2.0,messaging,2
2022-04-28,erlang,gpl-2.0,xmpp,2
2022-04-28,erlang,other,erlang,2
2022-04-28,go,,golang,6
2022-04-28,go,,aws,2
2022-04-28,go,,dns,2
2022-04-28,go,,go,2
2022-04-28,go,agpl-3.0,golang,8
2022-04-28,go,agpl-3.0,go,4
2022-04-28,go,agpl-3.0,hacktoberfest,3
2022-04-28,go,agpl-3.0,security,3
2022-04-28,go,agpl-3.0,blockchain,2
2022-04-28,go,agpl-3.0,bot,2
2022-04-28,go,agpl-3.0,discord,2
2022-04-28,go,agpl-3.0,discordapp,2
2022-04-28,go,agpl-3.0,docker,2
2022-04-28,go,agpl-3.0,google-cloud-storage,2
2022-04-28,go,agpl-3.0,kubernetes,2
2022-04-28,go,agpl-3.0,linux,2
2022-04-28,go,agpl-3.0,macos,2
2022-04-28,go,agpl-3.0,monitoring,2
2022-04-28,go,agpl-3.0,pmm,2
2022-04-28,go,agpl-3.0,prometheus,2
2022-04-28,go,agpl-3.0,react,2
2022-04-28,go,agpl-3.0,s3,2
