ds,sortby,pushed,language,repo_count,repo_data_count
2022-04-21,stars,001_1week,go,1941,1000
2022-04-21,stars,001_1week,rust,1047,1000
2022-04-21,stars,001_1week,haskell,128,128
2022-04-21,stars,001_1week,elixir,105,105
2022-04-21,stars,001_1week,ocaml,45,45
2022-04-21,stars,001_1week,ada,23,23
2022-04-21,stars,001_1week,erlang,19,19
2022-04-21,stars,001_1week,coq,11,11
2022-04-21,stars,001_1week,agda,6,6
2022-04-21,stars,001_1week,lean,6,6
2022-04-21,stars,001_1week,sml,6,6
2022-04-21,stars,001_1week,idris,3,3
2022-04-21,stars,001_1week,tla,3,3
2022-04-21,stars,001_1week,isabelle,2,2
