ds,created,language,user_count
2022-08-11,004_1month,python,314
2022-08-11,004_1month,java,137
2022-08-11,004_1month,c++,97
2022-08-11,004_1month,c,39
2022-08-11,004_1month,go,26
2022-08-11,004_1month,rust,22
2022-08-11,004_1month,r,17
2022-08-11,004_1month,terraform,6
2022-08-11,004_1month,assembly,3
2022-08-11,004_1month,elixir,1
2022-08-11,004_1month,haskell,1
2022-08-11,004_1month,fortran,1
2022-08-11,004_1month,scala,1
2022-08-11,004_1month,verilog,1
2022-08-11,004_1month,ada,0
2022-08-11,004_1month,agda,0
2022-08-11,004_1month,coq,0
2022-08-11,004_1month,idris,0
2022-08-11,004_1month,isabelle,0
2022-08-11,004_1month,lean,0
2022-08-11,004_1month,sml,0
2022-08-11,004_1month,tla,0
2022-08-11,004_1month,erlang,0
2022-08-11,004_1month,ocaml,0
2022-08-11,013_3month,python,1579
2022-08-11,013_3month,java,692
2022-08-11,013_3month,c++,388
2022-08-11,013_3month,c,211
2022-08-11,013_3month,go,126
2022-08-11,013_3month,r,87
2022-08-11,013_3month,rust,67
2022-08-11,013_3month,terraform,27
2022-08-11,013_3month,assembly,13
2022-08-11,013_3month,haskell,5
2022-08-11,013_3month,scala,3
2022-08-11,013_3month,verilog,3
2022-08-11,013_3month,elixir,2
2022-08-11,013_3month,fortran,1
2022-08-11,013_3month,ada,0
2022-08-11,013_3month,agda,0
2022-08-11,013_3month,coq,0
2022-08-11,013_3month,idris,0
2022-08-11,013_3month,isabelle,0
2022-08-11,013_3month,lean,0
2022-08-11,013_3month,sml,0
2022-08-11,013_3month,tla,0
2022-08-11,013_3month,erlang,0
2022-08-11,013_3month,ocaml,0
2022-08-11,052_1year,python,10682
2022-08-11,052_1year,java,4833
2022-08-11,052_1year,c++,2545
2022-08-11,052_1year,c,1652
2022-08-11,052_1year,r,726
2022-08-11,052_1year,go,700
2022-08-11,052_1year,rust,335
2022-08-11,052_1year,terraform,123
2022-08-11,052_1year,assembly,74
2022-08-11,052_1year,verilog,38
2022-08-11,052_1year,scala,33
2022-08-11,052_1year,erlang,26
2022-08-11,052_1year,haskell,26
2022-08-11,052_1year,elixir,24
2022-08-11,052_1year,fortran,24
2022-08-11,052_1year,ocaml,4
2022-08-11,052_1year,coq,2
2022-08-11,052_1year,lean,2
2022-08-11,052_1year,isabelle,1
2022-08-11,052_1year,sml,1
2022-08-11,052_1year,ada,0
2022-08-11,052_1year,agda,0
2022-08-11,052_1year,idris,0
2022-08-11,052_1year,tla,0
2022-08-11,261_5year,python,75269
2022-08-11,261_5year,java,46141
2022-08-11,261_5year,c++,23017
2022-08-11,261_5year,c,13695
2022-08-11,261_5year,r,8079
2022-08-11,261_5year,go,3527
2022-08-11,261_5year,rust,1090
2022-08-11,261_5year,assembly,656
2022-08-11,261_5year,terraform,604
2022-08-11,261_5year,scala,483
2022-08-11,261_5year,fortran,343
2022-08-11,261_5year,verilog,310
2022-08-11,261_5year,haskell,214
2022-08-11,261_5year,elixir,171
2022-08-11,261_5year,ocaml,83
2022-08-11,261_5year,erlang,68
2022-08-11,261_5year,coq,30
2022-08-11,261_5year,sml,28
2022-08-11,261_5year,ada,14
2022-08-11,261_5year,lean,11
2022-08-11,261_5year,agda,6
2022-08-11,261_5year,isabelle,3
2022-08-11,261_5year,idris,2
2022-08-11,261_5year,tla,2
2022-08-11,alltime,java,3709526
2022-08-11,alltime,python,3326365
2022-08-11,alltime,c++,1204103
2022-08-11,alltime,c,850231
2022-08-11,alltime,r,304002
2022-08-11,alltime,go,262919
2022-08-11,alltime,scala,52928
2022-08-11,alltime,rust,43134
2022-08-11,alltime,terraform,40636
2022-08-11,alltime,assembly,24782
2022-08-11,alltime,haskell,16277
2022-08-11,alltime,verilog,13773
2022-08-11,alltime,fortran,13708
2022-08-11,alltime,elixir,7967
2022-08-11,alltime,erlang,7638
2022-08-11,alltime,ocaml,5106
2022-08-11,alltime,sml,3265
2022-08-11,alltime,coq,1075
2022-08-11,alltime,ada,876
2022-08-11,alltime,lean,334
2022-08-11,alltime,agda,235
2022-08-11,alltime,isabelle,145
2022-08-11,alltime,idris,103
2022-08-11,alltime,tla,70
