ds,created,language,user_count
2022-08-18,004_1month,python,316
2022-08-18,004_1month,java,144
2022-08-18,004_1month,c++,86
2022-08-18,004_1month,c,40
2022-08-18,004_1month,go,30
2022-08-18,004_1month,rust,21
2022-08-18,004_1month,r,19
2022-08-18,004_1month,terraform,4
2022-08-18,004_1month,elixir,1
2022-08-18,004_1month,haskell,1
2022-08-18,004_1month,assembly,1
2022-08-18,004_1month,fortran,1
2022-08-18,004_1month,scala,1
2022-08-18,004_1month,verilog,1
2022-08-18,004_1month,ada,0
2022-08-18,004_1month,agda,0
2022-08-18,004_1month,coq,0
2022-08-18,004_1month,idris,0
2022-08-18,004_1month,isabelle,0
2022-08-18,004_1month,lean,0
2022-08-18,004_1month,sml,0
2022-08-18,004_1month,tla,0
2022-08-18,004_1month,erlang,0
2022-08-18,004_1month,ocaml,0
2022-08-18,013_3month,python,1570
2022-08-18,013_3month,java,704
2022-08-18,013_3month,c++,394
2022-08-18,013_3month,c,201
2022-08-18,013_3month,go,128
2022-08-18,013_3month,r,84
2022-08-18,013_3month,rust,70
2022-08-18,013_3month,terraform,24
2022-08-18,013_3month,assembly,11
2022-08-18,013_3month,haskell,5
2022-08-18,013_3month,elixir,3
2022-08-18,013_3month,scala,3
2022-08-18,013_3month,verilog,3
2022-08-18,013_3month,lean,1
2022-08-18,013_3month,fortran,1
2022-08-18,013_3month,ada,0
2022-08-18,013_3month,agda,0
2022-08-18,013_3month,coq,0
2022-08-18,013_3month,idris,0
2022-08-18,013_3month,isabelle,0
2022-08-18,013_3month,sml,0
2022-08-18,013_3month,tla,0
2022-08-18,013_3month,erlang,0
2022-08-18,013_3month,ocaml,0
2022-08-18,052_1year,python,10686
2022-08-18,052_1year,java,4875
2022-08-18,052_1year,c++,2538
2022-08-18,052_1year,c,1630
2022-08-18,052_1year,r,729
2022-08-18,052_1year,go,699
2022-08-18,052_1year,rust,336
2022-08-18,052_1year,terraform,124
2022-08-18,052_1year,assembly,72
2022-08-18,052_1year,verilog,37
2022-08-18,052_1year,scala,33
2022-08-18,052_1year,erlang,27
2022-08-18,052_1year,haskell,26
2022-08-18,052_1year,fortran,25
2022-08-18,052_1year,elixir,24
2022-08-18,052_1year,ocaml,4
2022-08-18,052_1year,lean,3
2022-08-18,052_1year,coq,2
2022-08-18,052_1year,isabelle,1
2022-08-18,052_1year,sml,1
2022-08-18,052_1year,ada,0
2022-08-18,052_1year,agda,0
2022-08-18,052_1year,idris,0
2022-08-18,052_1year,tla,0
2022-08-18,261_5year,python,75454
2022-08-18,261_5year,java,46133
2022-08-18,261_5year,c++,23025
2022-08-18,261_5year,c,13711
2022-08-18,261_5year,r,8073
2022-08-18,261_5year,go,3540
2022-08-18,261_5year,rust,1102
2022-08-18,261_5year,assembly,652
2022-08-18,261_5year,terraform,606
2022-08-18,261_5year,scala,481
2022-08-18,261_5year,fortran,344
2022-08-18,261_5year,verilog,310
2022-08-18,261_5year,haskell,209
2022-08-18,261_5year,elixir,173
2022-08-18,261_5year,ocaml,84
2022-08-18,261_5year,erlang,69
2022-08-18,261_5year,coq,30
2022-08-18,261_5year,sml,28
2022-08-18,261_5year,ada,14
2022-08-18,261_5year,lean,12
2022-08-18,261_5year,agda,6
2022-08-18,261_5year,isabelle,3
2022-08-18,261_5year,idris,2
2022-08-18,261_5year,tla,2
2022-08-18,alltime,java,3717812
2022-08-18,alltime,python,3338996
2022-08-18,alltime,c++,1206894
2022-08-18,alltime,c,852158
2022-08-18,alltime,r,304490
2022-08-18,alltime,go,263963
2022-08-18,alltime,scala,52989
2022-08-18,alltime,rust,43722
2022-08-18,alltime,terraform,41002
2022-08-18,alltime,assembly,24838
2022-08-18,alltime,haskell,16299
2022-08-18,alltime,verilog,13842
2022-08-18,alltime,fortran,13740
2022-08-18,alltime,elixir,7991
2022-08-18,alltime,erlang,7649
2022-08-18,alltime,ocaml,5114
2022-08-18,alltime,sml,3267
2022-08-18,alltime,coq,1076
2022-08-18,alltime,ada,878
2022-08-18,alltime,lean,336
2022-08-18,alltime,agda,236
2022-08-18,alltime,isabelle,145
2022-08-18,alltime,idris,103
2022-08-18,alltime,tla,70
