ds,sortby,pushed,language,repo_count,repo_data_count
2022-06-02,stars,004_1month,ada,33,33
2022-06-02,stars,004_1month,coq,32,32
2022-06-02,stars,004_1month,sml,17,17
2022-06-02,stars,004_1month,lean,13,13
2022-06-02,stars,004_1month,isabelle,8,8
2022-06-02,stars,004_1month,agda,6,6
2022-06-02,stars,004_1month,idris,5,5
2022-06-02,stars,004_1month,tla,3,3
2022-06-02,stars,013_3month,ada,58,58
2022-06-02,stars,013_3month,coq,53,53
2022-06-02,stars,013_3month,sml,27,27
2022-06-02,stars,013_3month,lean,22,22
2022-06-02,stars,013_3month,agda,20,20
2022-06-02,stars,013_3month,isabelle,17,17
2022-06-02,stars,013_3month,idris,14,14
2022-06-02,stars,013_3month,tla,7,7
2022-06-02,stars,026_6month,coq,87,87
2022-06-02,stars,026_6month,ada,85,85
2022-06-02,stars,026_6month,sml,58,58
2022-06-02,stars,026_6month,lean,34,34
2022-06-02,stars,026_6month,agda,32,32
2022-06-02,stars,026_6month,isabelle,25,25
2022-06-02,stars,026_6month,idris,18,18
2022-06-02,stars,026_6month,tla,12,12
2022-06-02,stars,052_1year,ada,122,122
2022-06-02,stars,052_1year,coq,117,117
2022-06-02,stars,052_1year,sml,98,98
2022-06-02,stars,052_1year,lean,50,50
2022-06-02,stars,052_1year,agda,49,49
2022-06-02,stars,052_1year,isabelle,34,34
2022-06-02,stars,052_1year,idris,27,27
2022-06-02,stars,052_1year,tla,18,18
2022-06-02,stars,156_3year,coq,323,323
2022-06-02,stars,156_3year,ada,258,258
2022-06-02,stars,156_3year,sml,236,236
2022-06-02,stars,156_3year,agda,110,110
2022-06-02,stars,156_3year,lean,84,84
2022-06-02,stars,156_3year,isabelle,63,63
2022-06-02,stars,156_3year,idris,54,54
2022-06-02,stars,156_3year,tla,47,47
2022-06-02,stars,alltime,coq,529,529
2022-06-02,stars,alltime,ada,470,470
2022-06-02,stars,alltime,sml,444,444
2022-06-02,stars,alltime,agda,206,206
2022-06-02,stars,alltime,idris,145,145
2022-06-02,stars,alltime,isabelle,101,101
2022-06-02,stars,alltime,lean,96,96
2022-06-02,stars,alltime,tla,67,67
