ds,sortby,pushed,language,repo_count,repo_data_count
2022-10-20,stars,004_1month,coq,33,33
2022-10-20,stars,004_1month,ada,26,26
2022-10-20,stars,004_1month,sml,15,15
2022-10-20,stars,004_1month,agda,9,9
2022-10-20,stars,004_1month,lean,8,8
2022-10-20,stars,004_1month,idris,6,6
2022-10-20,stars,004_1month,isabelle,6,6
2022-10-20,stars,004_1month,tla,3,3
2022-10-20,stars,013_3month,coq,59,59
2022-10-20,stars,013_3month,ada,56,56
2022-10-20,stars,013_3month,sml,33,33
2022-10-20,stars,013_3month,agda,23,23
2022-10-20,stars,013_3month,lean,19,19
2022-10-20,stars,013_3month,isabelle,12,12
2022-10-20,stars,013_3month,idris,11,11
2022-10-20,stars,013_3month,tla,7,7
2022-10-20,stars,026_6month,coq,86,86
2022-10-20,stars,026_6month,ada,85,85
2022-10-20,stars,026_6month,sml,60,60
2022-10-20,stars,026_6month,agda,36,36
2022-10-20,stars,026_6month,lean,32,32
2022-10-20,stars,026_6month,idris,22,22
2022-10-20,stars,026_6month,isabelle,17,17
2022-10-20,stars,026_6month,tla,14,14
2022-10-20,stars,052_1year,ada,127,127
2022-10-20,stars,052_1year,coq,120,120
2022-10-20,stars,052_1year,sml,104,104
2022-10-20,stars,052_1year,agda,58,58
2022-10-20,stars,052_1year,lean,49,49
2022-10-20,stars,052_1year,isabelle,31,31
2022-10-20,stars,052_1year,idris,27,27
2022-10-20,stars,052_1year,tla,23,23
2022-10-20,stars,156_3year,coq,307,307
2022-10-20,stars,156_3year,ada,262,262
2022-10-20,stars,156_3year,sml,241,241
2022-10-20,stars,156_3year,agda,112,112
2022-10-20,stars,156_3year,lean,95,95
2022-10-20,stars,156_3year,isabelle,60,60
2022-10-20,stars,156_3year,idris,54,54
2022-10-20,stars,156_3year,tla,51,51
2022-10-20,stars,alltime,coq,546,546
2022-10-20,stars,alltime,ada,494,494
2022-10-20,stars,alltime,sml,468,468
2022-10-20,stars,alltime,agda,221,221
2022-10-20,stars,alltime,idris,150,150
2022-10-20,stars,alltime,lean,108,108
2022-10-20,stars,alltime,isabelle,103,103
2022-10-20,stars,alltime,tla,75,75
