ds,created,language,user_count
2022-06-09,004_1month,python,349
2022-06-09,004_1month,java,124
2022-06-09,004_1month,c++,72
2022-06-09,004_1month,c,57
2022-06-09,004_1month,go,28
2022-06-09,004_1month,r,20
2022-06-09,004_1month,rust,12
2022-06-09,004_1month,assembly,5
2022-06-09,004_1month,haskell,2
2022-06-09,004_1month,terraform,2
2022-06-09,004_1month,elixir,1
2022-06-09,004_1month,verilog,1
2022-06-09,004_1month,ada,0
2022-06-09,004_1month,agda,0
2022-06-09,004_1month,coq,0
2022-06-09,004_1month,idris,0
2022-06-09,004_1month,isabelle,0
2022-06-09,004_1month,lean,0
2022-06-09,004_1month,sml,0
2022-06-09,004_1month,tla,0
2022-06-09,004_1month,erlang,0
2022-06-09,004_1month,ocaml,0
2022-06-09,004_1month,fortran,0
2022-06-09,004_1month,scala,0
2022-06-09,013_3month,python,1604
2022-06-09,013_3month,java,710
2022-06-09,013_3month,c++,382
2022-06-09,013_3month,c,275
2022-06-09,013_3month,go,137
2022-06-09,013_3month,r,109
2022-06-09,013_3month,rust,58
2022-06-09,013_3month,terraform,16
2022-06-09,013_3month,assembly,13
2022-06-09,013_3month,verilog,10
2022-06-09,013_3month,elixir,6
2022-06-09,013_3month,scala,6
2022-06-09,013_3month,fortran,4
2022-06-09,013_3month,haskell,3
2022-06-09,013_3month,lean,1
2022-06-09,013_3month,tla,1
2022-06-09,013_3month,ada,0
2022-06-09,013_3month,agda,0
2022-06-09,013_3month,coq,0
2022-06-09,013_3month,idris,0
2022-06-09,013_3month,isabelle,0
2022-06-09,013_3month,sml,0
2022-06-09,013_3month,erlang,0
2022-06-09,013_3month,ocaml,0
2022-06-09,052_1year,python,10211
2022-06-09,052_1year,java,4646
2022-06-09,052_1year,c++,2485
2022-06-09,052_1year,c,1649
2022-06-09,052_1year,r,711
2022-06-09,052_1year,go,664
2022-06-09,052_1year,rust,291
2022-06-09,052_1year,terraform,109
2022-06-09,052_1year,assembly,75
2022-06-09,052_1year,verilog,36
2022-06-09,052_1year,elixir,31
2022-06-09,052_1year,fortran,28
2022-06-09,052_1year,scala,26
2022-06-09,052_1year,haskell,24
2022-06-09,052_1year,erlang,23
2022-06-09,052_1year,ocaml,6
2022-06-09,052_1year,lean,5
2022-06-09,052_1year,coq,3
2022-06-09,052_1year,sml,2
2022-06-09,052_1year,agda,1
2022-06-09,052_1year,isabelle,1
2022-06-09,052_1year,tla,1
2022-06-09,052_1year,ada,0
2022-06-09,052_1year,idris,0
2022-06-09,261_5year,python,73230
2022-06-09,261_5year,java,46081
2022-06-09,261_5year,c++,22792
2022-06-09,261_5year,c,13586
2022-06-09,261_5year,r,8111
2022-06-09,261_5year,go,3443
2022-06-09,261_5year,rust,1000
2022-06-09,261_5year,assembly,648
2022-06-09,261_5year,terraform,557
2022-06-09,261_5year,scala,486
2022-06-09,261_5year,fortran,347
2022-06-09,261_5year,verilog,311
2022-06-09,261_5year,haskell,214
2022-06-09,261_5year,elixir,176
2022-06-09,261_5year,ocaml,84
2022-06-09,261_5year,erlang,65
2022-06-09,261_5year,coq,29
2022-06-09,261_5year,sml,28
2022-06-09,261_5year,ada,14
2022-06-09,261_5year,lean,11
2022-06-09,261_5year,agda,7
2022-06-09,261_5year,idris,3
2022-06-09,261_5year,isabelle,3
2022-06-09,261_5year,tla,2
2022-06-09,alltime,java,3630406
2022-06-09,alltime,python,3207375
2022-06-09,alltime,c++,1175895
2022-06-09,alltime,c,831489
2022-06-09,alltime,r,299341
2022-06-09,alltime,go,253023
2022-06-09,alltime,scala,49676
2022-06-09,alltime,rust,38729
2022-06-09,alltime,terraform,37296
2022-06-09,alltime,assembly,24228
2022-06-09,alltime,haskell,16072
2022-06-09,alltime,fortran,13395
2022-06-09,alltime,verilog,13304
2022-06-09,alltime,elixir,7782
2022-06-09,alltime,erlang,7559
2022-06-09,alltime,ocaml,5034
2022-06-09,alltime,sml,3248
2022-06-09,alltime,coq,1054
2022-06-09,alltime,ada,869
2022-06-09,alltime,lean,324
2022-06-09,alltime,agda,235
2022-06-09,alltime,isabelle,144
2022-06-09,alltime,idris,101
2022-06-09,alltime,tla,69
