ds,created,language,user_count
2022-06-30,004_1month,python,345
2022-06-30,004_1month,java,123
2022-06-30,004_1month,c++,69
2022-06-30,004_1month,c,45
2022-06-30,004_1month,go,32
2022-06-30,004_1month,rust,16
2022-06-30,004_1month,r,15
2022-06-30,004_1month,terraform,7
2022-06-30,004_1month,assembly,5
2022-06-30,004_1month,haskell,2
2022-06-30,004_1month,ada,0
2022-06-30,004_1month,agda,0
2022-06-30,004_1month,coq,0
2022-06-30,004_1month,idris,0
2022-06-30,004_1month,isabelle,0
2022-06-30,004_1month,lean,0
2022-06-30,004_1month,sml,0
2022-06-30,004_1month,tla,0
2022-06-30,004_1month,elixir,0
2022-06-30,004_1month,erlang,0
2022-06-30,004_1month,ocaml,0
2022-06-30,004_1month,fortran,0
2022-06-30,004_1month,scala,0
2022-06-30,004_1month,verilog,0
2022-06-30,013_3month,python,1636
2022-06-30,013_3month,java,653
2022-06-30,013_3month,c++,348
2022-06-30,013_3month,c,266
2022-06-30,013_3month,go,143
2022-06-30,013_3month,r,94
2022-06-30,013_3month,rust,59
2022-06-30,013_3month,terraform,21
2022-06-30,013_3month,assembly,12
2022-06-30,013_3month,scala,6
2022-06-30,013_3month,verilog,6
2022-06-30,013_3month,haskell,5
2022-06-30,013_3month,elixir,3
2022-06-30,013_3month,fortran,2
2022-06-30,013_3month,lean,1
2022-06-30,013_3month,ada,0
2022-06-30,013_3month,agda,0
2022-06-30,013_3month,coq,0
2022-06-30,013_3month,idris,0
2022-06-30,013_3month,isabelle,0
2022-06-30,013_3month,sml,0
2022-06-30,013_3month,tla,0
2022-06-30,013_3month,erlang,0
2022-06-30,013_3month,ocaml,0
2022-06-30,052_1year,python,10448
2022-06-30,052_1year,java,4674
2022-06-30,052_1year,c++,2472
2022-06-30,052_1year,c,1647
2022-06-30,052_1year,r,710
2022-06-30,052_1year,go,679
2022-06-30,052_1year,rust,308
2022-06-30,052_1year,terraform,114
2022-06-30,052_1year,assembly,73
2022-06-30,052_1year,verilog,35
2022-06-30,052_1year,scala,30
2022-06-30,052_1year,elixir,28
2022-06-30,052_1year,haskell,26
2022-06-30,052_1year,fortran,26
2022-06-30,052_1year,erlang,23
2022-06-30,052_1year,ocaml,6
2022-06-30,052_1year,lean,5
2022-06-30,052_1year,coq,2
2022-06-30,052_1year,sml,2
2022-06-30,052_1year,agda,1
2022-06-30,052_1year,isabelle,1
2022-06-30,052_1year,tla,1
2022-06-30,052_1year,ada,0
2022-06-30,052_1year,idris,0
2022-06-30,261_5year,python,73996
2022-06-30,261_5year,java,46052
2022-06-30,261_5year,c++,22855
2022-06-30,261_5year,c,13645
2022-06-30,261_5year,r,8102
2022-06-30,261_5year,go,3469
2022-06-30,261_5year,rust,1027
2022-06-30,261_5year,assembly,645
2022-06-30,261_5year,terraform,574
2022-06-30,261_5year,scala,488
2022-06-30,261_5year,fortran,340
2022-06-30,261_5year,verilog,307
2022-06-30,261_5year,haskell,216
2022-06-30,261_5year,elixir,175
2022-06-30,261_5year,ocaml,84
2022-06-30,261_5year,erlang,65
2022-06-30,261_5year,coq,29
2022-06-30,261_5year,sml,28
2022-06-30,261_5year,ada,14
2022-06-30,261_5year,lean,11
2022-06-30,261_5year,agda,7
2022-06-30,261_5year,idris,3
2022-06-30,261_5year,isabelle,3
2022-06-30,261_5year,tla,2
2022-06-30,alltime,java,3657594
2022-06-30,alltime,python,3247744
2022-06-30,alltime,c++,1185458
2022-06-30,alltime,c,838186
2022-06-30,alltime,r,300849
2022-06-30,alltime,go,256504
2022-06-30,alltime,scala,52361
2022-06-30,alltime,rust,39767
2022-06-30,alltime,terraform,38420
2022-06-30,alltime,assembly,24458
2022-06-30,alltime,haskell,16148
2022-06-30,alltime,fortran,13502
2022-06-30,alltime,verilog,13436
2022-06-30,alltime,elixir,7837
2022-06-30,alltime,erlang,7588
2022-06-30,alltime,ocaml,5062
2022-06-30,alltime,sml,3254
2022-06-30,alltime,coq,1059
2022-06-30,alltime,ada,871
2022-06-30,alltime,lean,326
2022-06-30,alltime,agda,236
2022-06-30,alltime,isabelle,144
2022-06-30,alltime,idris,103
2022-06-30,alltime,tla,69
