ds,created,language,user_count
2022-06-16,004_1month,python,374
2022-06-16,004_1month,java,124
2022-06-16,004_1month,c++,72
2022-06-16,004_1month,c,51
2022-06-16,004_1month,go,28
2022-06-16,004_1month,r,18
2022-06-16,004_1month,rust,11
2022-06-16,004_1month,assembly,3
2022-06-16,004_1month,haskell,2
2022-06-16,004_1month,elixir,1
2022-06-16,004_1month,terraform,1
2022-06-16,004_1month,verilog,1
2022-06-16,004_1month,ada,0
2022-06-16,004_1month,agda,0
2022-06-16,004_1month,coq,0
2022-06-16,004_1month,idris,0
2022-06-16,004_1month,isabelle,0
2022-06-16,004_1month,lean,0
2022-06-16,004_1month,sml,0
2022-06-16,004_1month,tla,0
2022-06-16,004_1month,erlang,0
2022-06-16,004_1month,ocaml,0
2022-06-16,004_1month,fortran,0
2022-06-16,004_1month,scala,0
2022-06-16,013_3month,python,1641
2022-06-16,013_3month,java,689
2022-06-16,013_3month,c++,359
2022-06-16,013_3month,c,279
2022-06-16,013_3month,go,140
2022-06-16,013_3month,r,103
2022-06-16,013_3month,rust,57
2022-06-16,013_3month,terraform,16
2022-06-16,013_3month,assembly,12
2022-06-16,013_3month,verilog,8
2022-06-16,013_3month,scala,6
2022-06-16,013_3month,elixir,5
2022-06-16,013_3month,haskell,3
2022-06-16,013_3month,fortran,2
2022-06-16,013_3month,lean,1
2022-06-16,013_3month,tla,1
2022-06-16,013_3month,ada,0
2022-06-16,013_3month,agda,0
2022-06-16,013_3month,coq,0
2022-06-16,013_3month,idris,0
2022-06-16,013_3month,isabelle,0
2022-06-16,013_3month,sml,0
2022-06-16,013_3month,erlang,0
2022-06-16,013_3month,ocaml,0
2022-06-16,052_1year,python,10309
2022-06-16,052_1year,java,4661
2022-06-16,052_1year,c++,2457
2022-06-16,052_1year,c,1652
2022-06-16,052_1year,r,708
2022-06-16,052_1year,go,663
2022-06-16,052_1year,rust,294
2022-06-16,052_1year,terraform,105
2022-06-16,052_1year,assembly,73
2022-06-16,052_1year,verilog,37
2022-06-16,052_1year,elixir,28
2022-06-16,052_1year,fortran,28
2022-06-16,052_1year,scala,27
2022-06-16,052_1year,haskell,25
2022-06-16,052_1year,erlang,23
2022-06-16,052_1year,ocaml,6
2022-06-16,052_1year,lean,5
2022-06-16,052_1year,coq,3
2022-06-16,052_1year,sml,2
2022-06-16,052_1year,agda,1
2022-06-16,052_1year,isabelle,1
2022-06-16,052_1year,tla,1
2022-06-16,052_1year,ada,0
2022-06-16,052_1year,idris,0
2022-06-16,261_5year,python,73555
2022-06-16,261_5year,java,46059
2022-06-16,261_5year,c++,22794
2022-06-16,261_5year,c,13611
2022-06-16,261_5year,r,8101
2022-06-16,261_5year,go,3452
2022-06-16,261_5year,rust,1007
2022-06-16,261_5year,assembly,646
2022-06-16,261_5year,terraform,562
2022-06-16,261_5year,scala,487
2022-06-16,261_5year,fortran,345
2022-06-16,261_5year,verilog,311
2022-06-16,261_5year,haskell,214
2022-06-16,261_5year,elixir,175
2022-06-16,261_5year,ocaml,84
2022-06-16,261_5year,erlang,65
2022-06-16,261_5year,coq,29
2022-06-16,261_5year,sml,28
2022-06-16,261_5year,ada,14
2022-06-16,261_5year,lean,11
2022-06-16,261_5year,agda,7
2022-06-16,261_5year,idris,3
2022-06-16,261_5year,isabelle,3
2022-06-16,261_5year,tla,2
2022-06-16,alltime,java,3639528
2022-06-16,alltime,python,3221197
2022-06-16,alltime,c++,1179061
2022-06-16,alltime,c,833782
2022-06-16,alltime,r,299830
2022-06-16,alltime,go,254262
2022-06-16,alltime,scala,52219
2022-06-16,alltime,rust,38990
2022-06-16,alltime,terraform,37628
2022-06-16,alltime,assembly,24299
2022-06-16,alltime,haskell,16100
2022-06-16,alltime,fortran,13423
2022-06-16,alltime,verilog,13344
2022-06-16,alltime,elixir,7800
2022-06-16,alltime,erlang,7572
2022-06-16,alltime,ocaml,5041
2022-06-16,alltime,sml,3250
2022-06-16,alltime,coq,1055
2022-06-16,alltime,ada,870
2022-06-16,alltime,lean,324
2022-06-16,alltime,agda,235
2022-06-16,alltime,isabelle,144
2022-06-16,alltime,idris,102
2022-06-16,alltime,tla,69
