ds,created,language,user_count
2022-04-07,004_1month,python,341
2022-04-07,004_1month,java,175
2022-04-07,004_1month,c++,107
2022-04-07,004_1month,c,63
2022-04-07,004_1month,go,27
2022-04-07,004_1month,r,20
2022-04-07,004_1month,rust,10
2022-04-07,004_1month,terraform,5
2022-04-07,004_1month,verilog,4
2022-04-07,004_1month,fortran,2
2022-04-07,004_1month,tla,1
2022-04-07,004_1month,assembly,1
2022-04-07,004_1month,ada,0
2022-04-07,004_1month,agda,0
2022-04-07,004_1month,coq,0
2022-04-07,004_1month,idris,0
2022-04-07,004_1month,isabelle,0
2022-04-07,004_1month,lean,0
2022-04-07,004_1month,sml,0
2022-04-07,004_1month,elixir,0
2022-04-07,004_1month,erlang,0
2022-04-07,004_1month,haskell,0
2022-04-07,004_1month,ocaml,0
2022-04-07,004_1month,scala,0
2022-04-07,013_3month,python,1768
2022-04-07,013_3month,java,821
2022-04-07,013_3month,c++,441
2022-04-07,013_3month,c,251
2022-04-07,013_3month,go,131
2022-04-07,013_3month,r,113
2022-04-07,013_3month,rust,46
2022-04-07,013_3month,terraform,11
2022-04-07,013_3month,assembly,10
2022-04-07,013_3month,verilog,7
2022-04-07,013_3month,scala,5
2022-04-07,013_3month,elixir,4
2022-04-07,013_3month,fortran,4
2022-04-07,013_3month,haskell,2
2022-04-07,013_3month,ocaml,2
2022-04-07,013_3month,agda,1
2022-04-07,013_3month,coq,1
2022-04-07,013_3month,tla,1
2022-04-07,013_3month,erlang,1
2022-04-07,013_3month,ada,0
2022-04-07,013_3month,idris,0
2022-04-07,013_3month,isabelle,0
2022-04-07,013_3month,lean,0
2022-04-07,013_3month,sml,0
2022-04-07,052_1year,python,10118
2022-04-07,052_1year,java,4565
2022-04-07,052_1year,c++,2504
2022-04-07,052_1year,c,1535
2022-04-07,052_1year,r,715
2022-04-07,052_1year,go,573
2022-04-07,052_1year,rust,264
2022-04-07,052_1year,terraform,114
2022-04-07,052_1year,assembly,72
2022-04-07,052_1year,elixir,31
2022-04-07,052_1year,fortran,30
2022-04-07,052_1year,verilog,30
2022-04-07,052_1year,scala,27
2022-04-07,052_1year,haskell,24
2022-04-07,052_1year,erlang,21
2022-04-07,052_1year,ocaml,7
2022-04-07,052_1year,lean,4
2022-04-07,052_1year,coq,3
2022-04-07,052_1year,sml,2
2022-04-07,052_1year,ada,1
2022-04-07,052_1year,agda,1
2022-04-07,052_1year,isabelle,1
2022-04-07,052_1year,tla,1
2022-04-07,052_1year,idris,0
2022-04-07,261_5year,python,71427
2022-04-07,261_5year,java,46267
2022-04-07,261_5year,c++,22570
2022-04-07,261_5year,c,13409
2022-04-07,261_5year,r,8160
2022-04-07,261_5year,go,3298
2022-04-07,261_5year,rust,910
2022-04-07,261_5year,assembly,635
2022-04-07,261_5year,terraform,544
2022-04-07,261_5year,scala,498
2022-04-07,261_5year,fortran,349
2022-04-07,261_5year,verilog,303
2022-04-07,261_5year,haskell,210
2022-04-07,261_5year,elixir,176
2022-04-07,261_5year,ocaml,86
2022-04-07,261_5year,erlang,67
2022-04-07,261_5year,sml,30
2022-04-07,261_5year,coq,29
2022-04-07,261_5year,ada,13
2022-04-07,261_5year,agda,9
2022-04-07,261_5year,lean,9
2022-04-07,261_5year,idris,3
2022-04-07,261_5year,isabelle,3
2022-04-07,261_5year,tla,3
2022-04-07,alltime,java,3543290
2022-04-07,alltime,python,3078181
2022-04-07,alltime,c++,1142552
2022-04-07,alltime,c,809116
2022-04-07,alltime,r,294137
2022-04-07,alltime,go,242126
2022-04-07,alltime,scala,51458
2022-04-07,alltime,rust,36250
2022-04-07,alltime,terraform,34138
2022-04-07,alltime,assembly,23480
2022-04-07,alltime,haskell,15771
2022-04-07,alltime,fortran,13070
2022-04-07,alltime,verilog,12777
2022-04-07,alltime,elixir,7608
2022-04-07,alltime,erlang,7467
2022-04-07,alltime,ocaml,4953
2022-04-07,alltime,sml,3208
2022-04-07,alltime,coq,1038
2022-04-07,alltime,ada,855
2022-04-07,alltime,lean,307
2022-04-07,alltime,agda,230
2022-04-07,alltime,isabelle,144
2022-04-07,alltime,idris,100
2022-04-07,alltime,tla,68
