ds,created,language,user_count
2022-10-20,004_1month,python,371
2022-10-20,004_1month,java,170
2022-10-20,004_1month,c++,117
2022-10-20,004_1month,c,60
2022-10-20,004_1month,r,19
2022-10-20,004_1month,go,17
2022-10-20,004_1month,rust,12
2022-10-20,004_1month,assembly,4
2022-10-20,004_1month,haskell,2
2022-10-20,004_1month,terraform,2
2022-10-20,004_1month,tla,1
2022-10-20,004_1month,elixir,1
2022-10-20,004_1month,fortran,1
2022-10-20,004_1month,ada,0
2022-10-20,004_1month,agda,0
2022-10-20,004_1month,coq,0
2022-10-20,004_1month,idris,0
2022-10-20,004_1month,isabelle,0
2022-10-20,004_1month,lean,0
2022-10-20,004_1month,sml,0
2022-10-20,004_1month,erlang,0
2022-10-20,004_1month,ocaml,0
2022-10-20,004_1month,scala,0
2022-10-20,004_1month,verilog,0
2022-10-20,013_3month,python,1758
2022-10-20,013_3month,java,852
2022-10-20,013_3month,c++,473
2022-10-20,013_3month,c,279
2022-10-20,013_3month,go,108
2022-10-20,013_3month,r,97
2022-10-20,013_3month,rust,55
2022-10-20,013_3month,terraform,17
2022-10-20,013_3month,assembly,9
2022-10-20,013_3month,verilog,7
2022-10-20,013_3month,haskell,6
2022-10-20,013_3month,fortran,5
2022-10-20,013_3month,elixir,4
2022-10-20,013_3month,scala,2
2022-10-20,013_3month,tla,1
2022-10-20,013_3month,erlang,1
2022-10-20,013_3month,ada,0
2022-10-20,013_3month,agda,0
2022-10-20,013_3month,coq,0
2022-10-20,013_3month,idris,0
2022-10-20,013_3month,isabelle,0
2022-10-20,013_3month,lean,0
2022-10-20,013_3month,sml,0
2022-10-20,013_3month,ocaml,0
2022-10-20,052_1year,python,10761
2022-10-20,052_1year,java,4979
2022-10-20,052_1year,c++,2576
2022-10-20,052_1year,c,1681
2022-10-20,052_1year,r,724
2022-10-20,052_1year,go,718
2022-10-20,052_1year,rust,323
2022-10-20,052_1year,terraform,122
2022-10-20,052_1year,assembly,68
2022-10-20,052_1year,verilog,43
2022-10-20,052_1year,haskell,31
2022-10-20,052_1year,scala,30
2022-10-20,052_1year,fortran,23
2022-10-20,052_1year,elixir,22
2022-10-20,052_1year,erlang,22
2022-10-20,052_1year,ocaml,4
2022-10-20,052_1year,coq,3
2022-10-20,052_1year,lean,2
2022-10-20,052_1year,ada,1
2022-10-20,052_1year,isabelle,1
2022-10-20,052_1year,tla,1
2022-10-20,052_1year,agda,0
2022-10-20,052_1year,idris,0
2022-10-20,052_1year,sml,0
2022-10-20,261_5year,python,77352
2022-10-20,261_5year,java,45856
2022-10-20,261_5year,c++,23233
2022-10-20,261_5year,c,13855
2022-10-20,261_5year,r,7984
2022-10-20,261_5year,go,3634
2022-10-20,261_5year,rust,1157
2022-10-20,261_5year,assembly,660
2022-10-20,261_5year,terraform,649
2022-10-20,261_5year,scala,463
2022-10-20,261_5year,fortran,332
2022-10-20,261_5year,verilog,312
2022-10-20,261_5year,haskell,214
2022-10-20,261_5year,elixir,173
2022-10-20,261_5year,ocaml,72
2022-10-20,261_5year,erlang,65
2022-10-20,261_5year,coq,31
2022-10-20,261_5year,sml,29
2022-10-20,261_5year,ada,14
2022-10-20,261_5year,lean,10
2022-10-20,261_5year,agda,5
2022-10-20,261_5year,isabelle,3
2022-10-20,261_5year,idris,2
2022-10-20,261_5year,tla,2
2022-10-20,alltime,java,3813132
2022-10-20,alltime,python,3490262
2022-10-20,alltime,c++,1244696
2022-10-20,alltime,c,876040
2022-10-20,alltime,r,310372
2022-10-20,alltime,go,274094
2022-10-20,alltime,scala,53709
2022-10-20,alltime,rust,46139
2022-10-20,alltime,terraform,44380
2022-10-20,alltime,assembly,25541
2022-10-20,alltime,haskell,16551
2022-10-20,alltime,verilog,14424
2022-10-20,alltime,fortran,14089
2022-10-20,alltime,elixir,8190
2022-10-20,alltime,erlang,7724
2022-10-20,alltime,ocaml,5228
2022-10-20,alltime,sml,3288
2022-10-20,alltime,coq,1091
2022-10-20,alltime,ada,893
2022-10-20,alltime,lean,361
2022-10-20,alltime,agda,239
2022-10-20,alltime,isabelle,151
2022-10-20,alltime,idris,105
2022-10-20,alltime,tla,74
