ds,sortby,pushed,language,repo_count,repo_data_count
2022-08-11,,001_1week,python,12654,0
2022-08-11,,001_1week,java,6401,0
2022-08-11,,001_1week,c++,4434,0
2022-08-11,,001_1week,go,2301,0
2022-08-11,,001_1week,c,2234,0
2022-08-11,,001_1week,rust,1250,0
2022-08-11,,001_1week,r,1184,0
2022-08-11,,001_1week,terraform,303,0
2022-08-11,,001_1week,scala,224,0
2022-08-11,,001_1week,haskell,138,0
2022-08-11,,001_1week,elixir,135,0
2022-08-11,,001_1week,assembly,108,0
2022-08-11,,001_1week,fortran,62,0
2022-08-11,,001_1week,verilog,62,0
2022-08-11,,001_1week,ocaml,47,0
2022-08-11,,001_1week,erlang,19,0
2022-08-11,,001_1week,ada,13,0
2022-08-11,,001_1week,coq,11,0
2022-08-11,,001_1week,lean,5,0
2022-08-11,,001_1week,isabelle,4,0
2022-08-11,,001_1week,sml,4,0
2022-08-11,,001_1week,agda,2,0
2022-08-11,,001_1week,idris,2,0
2022-08-11,,001_1week,tla,1,0
2022-08-11,,004_1month,python,36135,0
2022-08-11,,004_1month,java,18723,0
2022-08-11,,004_1month,c++,11716,0
2022-08-11,,004_1month,c,6062,0
2022-08-11,,004_1month,go,5360,0
2022-08-11,,004_1month,r,3438,0
2022-08-11,,004_1month,rust,3121,0
2022-08-11,,004_1month,terraform,883,0
2022-08-11,,004_1month,scala,611,0
2022-08-11,,004_1month,elixir,350,0
2022-08-11,,004_1month,assembly,313,0
2022-08-11,,004_1month,haskell,309,0
2022-08-11,,004_1month,fortran,177,0
2022-08-11,,004_1month,verilog,172,0
2022-08-11,,004_1month,ocaml,112,0
2022-08-11,,004_1month,erlang,46,0
2022-08-11,,004_1month,ada,35,0
2022-08-11,,004_1month,coq,28,0
2022-08-11,,004_1month,isabelle,10,0
2022-08-11,,004_1month,lean,8,0
2022-08-11,,004_1month,sml,8,0
2022-08-11,,004_1month,agda,5,0
2022-08-11,,004_1month,idris,4,0
2022-08-11,,004_1month,tla,3,0
2022-08-11,,013_3month,python,89516,0
2022-08-11,,013_3month,java,49254,0
2022-08-11,,013_3month,c++,27290,0
2022-08-11,,013_3month,c,14819,0
2022-08-11,,013_3month,go,10674,0
2022-08-11,,013_3month,r,8578,0
2022-08-11,,013_3month,rust,6315,0
2022-08-11,,013_3month,terraform,2078,0
2022-08-11,,013_3month,scala,1110,0
2022-08-11,,013_3month,assembly,841,0
2022-08-11,,013_3month,haskell,694,0
2022-08-11,,013_3month,elixir,670,0
2022-08-11,,013_3month,verilog,414,0
2022-08-11,,013_3month,fortran,398,0
2022-08-11,,013_3month,ocaml,259,0
2022-08-11,,013_3month,erlang,107,0
2022-08-11,,013_3month,ada,61,0
2022-08-11,,013_3month,coq,61,0
2022-08-11,,013_3month,sml,38,0
2022-08-11,,013_3month,lean,19,0
2022-08-11,,013_3month,agda,17,0
2022-08-11,,013_3month,isabelle,12,0
2022-08-11,,013_3month,idris,11,0
2022-08-11,,013_3month,tla,11,0
2022-08-11,,026_6month,python,143971,0
2022-08-11,,026_6month,java,88901,0
2022-08-11,,026_6month,c++,45712,0
2022-08-11,,026_6month,c,25177,0
2022-08-11,,026_6month,go,16853,0
2022-08-11,,026_6month,r,14859,0
2022-08-11,,026_6month,rust,9438,0
2022-08-11,,026_6month,terraform,3507,0
2022-08-11,,026_6month,scala,1774,0
2022-08-11,,026_6month,assembly,1474,0
2022-08-11,,026_6month,elixir,1441,0
2022-08-11,,026_6month,haskell,1171,0
2022-08-11,,026_6month,verilog,684,0
2022-08-11,,026_6month,fortran,654,0
2022-08-11,,026_6month,ocaml,409,0
2022-08-11,,026_6month,erlang,152,0
2022-08-11,,026_6month,ada,85,0
2022-08-11,,026_6month,coq,83,0
2022-08-11,,026_6month,sml,56,0
2022-08-11,,026_6month,lean,30,0
2022-08-11,,026_6month,agda,29,0
2022-08-11,,026_6month,isabelle,20,0
2022-08-11,,026_6month,idris,17,0
2022-08-11,,026_6month,tla,15,0
2022-08-11,,052_1year,python,195635,0
2022-08-11,,052_1year,java,151135,0
2022-08-11,,052_1year,c++,75993,0
2022-08-11,,052_1year,c,40115,0
2022-08-11,,052_1year,go,25697,0
2022-08-11,,052_1year,r,24261,0
2022-08-11,,052_1year,rust,13450,0
2022-08-11,,052_1year,terraform,5354,0
2022-08-11,,052_1year,scala,2935,0
2022-08-11,,052_1year,assembly,2481,0
2022-08-11,,052_1year,elixir,2158,0
2022-08-11,,052_1year,haskell,1891,0
2022-08-11,,052_1year,verilog,1219,0
2022-08-11,,052_1year,fortran,1004,0
2022-08-11,,052_1year,ocaml,604,0
2022-08-11,,052_1year,erlang,243,0
2022-08-11,,052_1year,ada,123,0
2022-08-11,,052_1year,coq,122,0
2022-08-11,,052_1year,sml,97,0
2022-08-11,,052_1year,agda,50,0
2022-08-11,,052_1year,lean,48,0
2022-08-11,,052_1year,isabelle,31,0
2022-08-11,,052_1year,idris,24,0
2022-08-11,,052_1year,tla,22,0
2022-08-11,,156_3year,python,471728,0
2022-08-11,,156_3year,java,404987,0
2022-08-11,,156_3year,c++,173147,0
2022-08-11,,156_3year,c,96251,0
2022-08-11,,156_3year,r,59547,0
2022-08-11,,156_3year,go,50125,0
2022-08-11,,156_3year,rust,22414,0
2022-08-11,,156_3year,terraform,10538,0
2022-08-11,,156_3year,scala,6763,0
2022-08-11,,156_3year,assembly,5958,0
2022-08-11,,156_3year,haskell,4186,0
2022-08-11,,156_3year,elixir,4094,0
2022-08-11,,156_3year,verilog,2851,0
2022-08-11,,156_3year,fortran,2023,0
2022-08-11,,156_3year,ocaml,1174,0
2022-08-11,,156_3year,erlang,581,0
2022-08-11,,156_3year,coq,312,0
2022-08-11,,156_3year,ada,261,0
2022-08-11,,156_3year,sml,239,0
2022-08-11,,156_3year,agda,111,0
2022-08-11,,156_3year,lean,88,0
2022-08-11,,156_3year,isabelle,61,0
2022-08-11,,156_3year,idris,51,0
2022-08-11,,156_3year,tla,51,0
2022-08-11,,alltime,java,1007108,0
2022-08-11,,alltime,python,835865,0
2022-08-11,,alltime,c++,301862,0
2022-08-11,,alltime,c,191548,0
2022-08-11,,alltime,r,123568,0
2022-08-11,,alltime,go,76923,0
2022-08-11,,alltime,rust,27516,0
2022-08-11,,alltime,scala,18502,0
2022-08-11,,alltime,terraform,12799,0
2022-08-11,,alltime,haskell,10532,0
2022-08-11,,alltime,assembly,9827,0
2022-08-11,,alltime,elixir,7743,0
2022-08-11,,alltime,verilog,4531,0
2022-08-11,,alltime,fortran,3481,0
2022-08-11,,alltime,ocaml,2428,0
2022-08-11,,alltime,erlang,2276,0
2022-08-11,,alltime,coq,537,0
2022-08-11,,alltime,ada,483,0
2022-08-11,,alltime,sml,458,0
2022-08-11,,alltime,agda,212,0
2022-08-11,,alltime,idris,145,0
2022-08-11,,alltime,isabelle,101,0
2022-08-11,,alltime,lean,100,0
2022-08-11,,alltime,tla,73,0
