ds,created,language,user_count
2022-07-28,004_1month,python,313
2022-07-28,004_1month,java,152
2022-07-28,004_1month,c++,112
2022-07-28,004_1month,c,49
2022-07-28,004_1month,go,19
2022-07-28,004_1month,rust,16
2022-07-28,004_1month,r,11
2022-07-28,004_1month,terraform,5
2022-07-28,004_1month,assembly,2
2022-07-28,004_1month,scala,2
2022-07-28,004_1month,haskell,1
2022-07-28,004_1month,ada,0
2022-07-28,004_1month,agda,0
2022-07-28,004_1month,coq,0
2022-07-28,004_1month,idris,0
2022-07-28,004_1month,isabelle,0
2022-07-28,004_1month,lean,0
2022-07-28,004_1month,sml,0
2022-07-28,004_1month,tla,0
2022-07-28,004_1month,elixir,0
2022-07-28,004_1month,erlang,0
2022-07-28,004_1month,ocaml,0
2022-07-28,004_1month,fortran,0
2022-07-28,004_1month,verilog,0
2022-07-28,013_3month,python,1619
2022-07-28,013_3month,java,696
2022-07-28,013_3month,c++,391
2022-07-28,013_3month,c,223
2022-07-28,013_3month,go,122
2022-07-28,013_3month,r,83
2022-07-28,013_3month,rust,62
2022-07-28,013_3month,terraform,25
2022-07-28,013_3month,assembly,13
2022-07-28,013_3month,haskell,6
2022-07-28,013_3month,elixir,3
2022-07-28,013_3month,verilog,3
2022-07-28,013_3month,scala,2
2022-07-28,013_3month,ada,0
2022-07-28,013_3month,agda,0
2022-07-28,013_3month,coq,0
2022-07-28,013_3month,idris,0
2022-07-28,013_3month,isabelle,0
2022-07-28,013_3month,lean,0
2022-07-28,013_3month,sml,0
2022-07-28,013_3month,tla,0
2022-07-28,013_3month,erlang,0
2022-07-28,013_3month,ocaml,0
2022-07-28,013_3month,fortran,0
2022-07-28,052_1year,python,10677
2022-07-28,052_1year,java,4791
2022-07-28,052_1year,c++,2554
2022-07-28,052_1year,c,1655
2022-07-28,052_1year,r,723
2022-07-28,052_1year,go,685
2022-07-28,052_1year,rust,317
2022-07-28,052_1year,terraform,119
2022-07-28,052_1year,assembly,75
2022-07-28,052_1year,verilog,37
2022-07-28,052_1year,scala,32
2022-07-28,052_1year,erlang,27
2022-07-28,052_1year,haskell,26
2022-07-28,052_1year,fortran,25
2022-07-28,052_1year,elixir,24
2022-07-28,052_1year,lean,4
2022-07-28,052_1year,ocaml,4
2022-07-28,052_1year,coq,2
2022-07-28,052_1year,isabelle,1
2022-07-28,052_1year,sml,1
2022-07-28,052_1year,ada,0
2022-07-28,052_1year,agda,0
2022-07-28,052_1year,idris,0
2022-07-28,052_1year,tla,0
2022-07-28,261_5year,python,74810
2022-07-28,261_5year,java,46112
2022-07-28,261_5year,c++,23009
2022-07-28,261_5year,c,13690
2022-07-28,261_5year,r,8075
2022-07-28,261_5year,go,3488
2022-07-28,261_5year,rust,1054
2022-07-28,261_5year,assembly,655
2022-07-28,261_5year,terraform,592
2022-07-28,261_5year,scala,483
2022-07-28,261_5year,fortran,344
2022-07-28,261_5year,verilog,306
2022-07-28,261_5year,haskell,215
2022-07-28,261_5year,elixir,173
2022-07-28,261_5year,ocaml,84
2022-07-28,261_5year,erlang,68
2022-07-28,261_5year,coq,30
2022-07-28,261_5year,sml,28
2022-07-28,261_5year,ada,14
2022-07-28,261_5year,lean,11
2022-07-28,261_5year,agda,6
2022-07-28,261_5year,isabelle,3
2022-07-28,261_5year,idris,2
2022-07-28,261_5year,tla,2
2022-07-28,alltime,java,3692877
2022-07-28,alltime,python,3300941
2022-07-28,alltime,c++,1198287
2022-07-28,alltime,c,846411
2022-07-28,alltime,r,302974
2022-07-28,alltime,go,260691
2022-07-28,alltime,scala,52791
2022-07-28,alltime,rust,41320
2022-07-28,alltime,terraform,39832
2022-07-28,alltime,assembly,24662
2022-07-28,alltime,haskell,16229
2022-07-28,alltime,verilog,13659
2022-07-28,alltime,fortran,13652
2022-07-28,alltime,elixir,7915
2022-07-28,alltime,erlang,7629
2022-07-28,alltime,ocaml,5088
2022-07-28,alltime,sml,3263
2022-07-28,alltime,coq,1074
2022-07-28,alltime,ada,875
2022-07-28,alltime,lean,332
2022-07-28,alltime,agda,235
2022-07-28,alltime,isabelle,145
2022-07-28,alltime,idris,103
2022-07-28,alltime,tla,70
