ds,created,language,user_count
2022-07-07,004_1month,python,303
2022-07-07,004_1month,java,135
2022-07-07,004_1month,c++,73
2022-07-07,004_1month,c,41
2022-07-07,004_1month,go,22
2022-07-07,004_1month,rust,16
2022-07-07,004_1month,r,14
2022-07-07,004_1month,terraform,6
2022-07-07,004_1month,assembly,2
2022-07-07,004_1month,haskell,1
2022-07-07,004_1month,scala,1
2022-07-07,004_1month,verilog,1
2022-07-07,004_1month,ada,0
2022-07-07,004_1month,agda,0
2022-07-07,004_1month,coq,0
2022-07-07,004_1month,idris,0
2022-07-07,004_1month,isabelle,0
2022-07-07,004_1month,lean,0
2022-07-07,004_1month,sml,0
2022-07-07,004_1month,tla,0
2022-07-07,004_1month,elixir,0
2022-07-07,004_1month,erlang,0
2022-07-07,004_1month,ocaml,0
2022-07-07,004_1month,fortran,0
2022-07-07,013_3month,python,1594
2022-07-07,013_3month,java,651
2022-07-07,013_3month,c++,362
2022-07-07,013_3month,c,246
2022-07-07,013_3month,go,133
2022-07-07,013_3month,r,93
2022-07-07,013_3month,rust,62
2022-07-07,013_3month,terraform,20
2022-07-07,013_3month,assembly,12
2022-07-07,013_3month,verilog,6
2022-07-07,013_3month,haskell,5
2022-07-07,013_3month,scala,4
2022-07-07,013_3month,elixir,3
2022-07-07,013_3month,lean,1
2022-07-07,013_3month,fortran,1
2022-07-07,013_3month,ada,0
2022-07-07,013_3month,agda,0
2022-07-07,013_3month,coq,0
2022-07-07,013_3month,idris,0
2022-07-07,013_3month,isabelle,0
2022-07-07,013_3month,sml,0
2022-07-07,013_3month,tla,0
2022-07-07,013_3month,erlang,0
2022-07-07,013_3month,ocaml,0
2022-07-07,052_1year,python,10475
2022-07-07,052_1year,java,4687
2022-07-07,052_1year,c++,2494
2022-07-07,052_1year,c,1638
2022-07-07,052_1year,r,715
2022-07-07,052_1year,go,678
2022-07-07,052_1year,rust,308
2022-07-07,052_1year,terraform,114
2022-07-07,052_1year,assembly,73
2022-07-07,052_1year,verilog,37
2022-07-07,052_1year,scala,30
2022-07-07,052_1year,elixir,27
2022-07-07,052_1year,erlang,27
2022-07-07,052_1year,haskell,26
2022-07-07,052_1year,fortran,25
2022-07-07,052_1year,lean,5
2022-07-07,052_1year,ocaml,5
2022-07-07,052_1year,coq,2
2022-07-07,052_1year,sml,2
2022-07-07,052_1year,agda,1
2022-07-07,052_1year,isabelle,1
2022-07-07,052_1year,tla,1
2022-07-07,052_1year,ada,0
2022-07-07,052_1year,idris,0
2022-07-07,261_5year,python,74156
2022-07-07,261_5year,java,46072
2022-07-07,261_5year,c++,22906
2022-07-07,261_5year,c,13645
2022-07-07,261_5year,r,8098
2022-07-07,261_5year,go,3465
2022-07-07,261_5year,rust,1032
2022-07-07,261_5year,assembly,647
2022-07-07,261_5year,terraform,580
2022-07-07,261_5year,scala,487
2022-07-07,261_5year,fortran,341
2022-07-07,261_5year,verilog,309
2022-07-07,261_5year,haskell,216
2022-07-07,261_5year,elixir,173
2022-07-07,261_5year,ocaml,85
2022-07-07,261_5year,erlang,69
2022-07-07,261_5year,coq,30
2022-07-07,261_5year,sml,28
2022-07-07,261_5year,ada,14
2022-07-07,261_5year,lean,11
2022-07-07,261_5year,agda,7
2022-07-07,261_5year,idris,3
2022-07-07,261_5year,isabelle,3
2022-07-07,261_5year,tla,2
2022-07-07,alltime,java,3666126
2022-07-07,alltime,python,3260531
2022-07-07,alltime,c++,1188563
2022-07-07,alltime,c,840224
2022-07-07,alltime,r,301336
2022-07-07,alltime,go,257513
2022-07-07,alltime,scala,52450
2022-07-07,alltime,rust,40070
2022-07-07,alltime,terraform,38755
2022-07-07,alltime,assembly,24511
2022-07-07,alltime,haskell,16177
2022-07-07,alltime,fortran,13534
2022-07-07,alltime,verilog,13488
2022-07-07,alltime,elixir,7850
2022-07-07,alltime,erlang,7599
2022-07-07,alltime,ocaml,5070
2022-07-07,alltime,sml,3256
2022-07-07,alltime,coq,1060
2022-07-07,alltime,ada,873
2022-07-07,alltime,lean,327
2022-07-07,alltime,agda,236
2022-07-07,alltime,isabelle,144
2022-07-07,alltime,idris,103
2022-07-07,alltime,tla,70
