ds,created,language,user_count
2022-07-14,004_1month,python,302
2022-07-14,004_1month,java,153
2022-07-14,004_1month,c++,82
2022-07-14,004_1month,c,39
2022-07-14,004_1month,go,21
2022-07-14,004_1month,rust,17
2022-07-14,004_1month,r,13
2022-07-14,004_1month,terraform,6
2022-07-14,004_1month,haskell,2
2022-07-14,004_1month,assembly,2
2022-07-14,004_1month,scala,2
2022-07-14,004_1month,ada,0
2022-07-14,004_1month,agda,0
2022-07-14,004_1month,coq,0
2022-07-14,004_1month,idris,0
2022-07-14,004_1month,isabelle,0
2022-07-14,004_1month,lean,0
2022-07-14,004_1month,sml,0
2022-07-14,004_1month,tla,0
2022-07-14,004_1month,elixir,0
2022-07-14,004_1month,erlang,0
2022-07-14,004_1month,ocaml,0
2022-07-14,004_1month,fortran,0
2022-07-14,004_1month,verilog,0
2022-07-14,013_3month,python,1590
2022-07-14,013_3month,java,644
2022-07-14,013_3month,c++,359
2022-07-14,013_3month,c,234
2022-07-14,013_3month,go,119
2022-07-14,013_3month,r,89
2022-07-14,013_3month,rust,65
2022-07-14,013_3month,terraform,20
2022-07-14,013_3month,assembly,11
2022-07-14,013_3month,haskell,6
2022-07-14,013_3month,scala,5
2022-07-14,013_3month,verilog,5
2022-07-14,013_3month,elixir,3
2022-07-14,013_3month,fortran,1
2022-07-14,013_3month,ada,0
2022-07-14,013_3month,agda,0
2022-07-14,013_3month,coq,0
2022-07-14,013_3month,idris,0
2022-07-14,013_3month,isabelle,0
2022-07-14,013_3month,lean,0
2022-07-14,013_3month,sml,0
2022-07-14,013_3month,tla,0
2022-07-14,013_3month,erlang,0
2022-07-14,013_3month,ocaml,0
2022-07-14,052_1year,python,10538
2022-07-14,052_1year,java,4698
2022-07-14,052_1year,c++,2504
2022-07-14,052_1year,c,1640
2022-07-14,052_1year,r,721
2022-07-14,052_1year,go,675
2022-07-14,052_1year,rust,311
2022-07-14,052_1year,terraform,115
2022-07-14,052_1year,assembly,73
2022-07-14,052_1year,verilog,36
2022-07-14,052_1year,scala,32
2022-07-14,052_1year,elixir,28
2022-07-14,052_1year,erlang,27
2022-07-14,052_1year,haskell,25
2022-07-14,052_1year,fortran,25
2022-07-14,052_1year,lean,5
2022-07-14,052_1year,ocaml,5
2022-07-14,052_1year,coq,2
2022-07-14,052_1year,sml,2
2022-07-14,052_1year,agda,1
2022-07-14,052_1year,isabelle,1
2022-07-14,052_1year,tla,1
2022-07-14,052_1year,ada,0
2022-07-14,052_1year,idris,0
2022-07-14,261_5year,python,74404
2022-07-14,261_5year,java,46081
2022-07-14,261_5year,c++,22945
2022-07-14,261_5year,c,13639
2022-07-14,261_5year,r,8091
2022-07-14,261_5year,go,3469
2022-07-14,261_5year,rust,1042
2022-07-14,261_5year,assembly,654
2022-07-14,261_5year,terraform,581
2022-07-14,261_5year,scala,485
2022-07-14,261_5year,fortran,341
2022-07-14,261_5year,verilog,306
2022-07-14,261_5year,haskell,217
2022-07-14,261_5year,elixir,175
2022-07-14,261_5year,ocaml,85
2022-07-14,261_5year,erlang,69
2022-07-14,261_5year,coq,30
2022-07-14,261_5year,sml,28
2022-07-14,261_5year,ada,14
2022-07-14,261_5year,lean,11
2022-07-14,261_5year,agda,7
2022-07-14,261_5year,idris,3
2022-07-14,261_5year,isabelle,3
2022-07-14,261_5year,tla,3
2022-07-14,alltime,java,3674868
2022-07-14,alltime,python,3273785
2022-07-14,alltime,c++,1191725
2022-07-14,alltime,c,842244
2022-07-14,alltime,r,301832
2022-07-14,alltime,go,258636
2022-07-14,alltime,scala,52585
2022-07-14,alltime,rust,40422
2022-07-14,alltime,terraform,39080
2022-07-14,alltime,assembly,24554
2022-07-14,alltime,haskell,16199
2022-07-14,alltime,fortran,13569
2022-07-14,alltime,verilog,13539
2022-07-14,alltime,elixir,7875
2022-07-14,alltime,erlang,7612
2022-07-14,alltime,ocaml,5079
2022-07-14,alltime,sml,3256
2022-07-14,alltime,coq,1066
2022-07-14,alltime,ada,874
2022-07-14,alltime,lean,330
2022-07-14,alltime,agda,236
2022-07-14,alltime,isabelle,144
2022-07-14,alltime,idris,104
2022-07-14,alltime,tla,70
