ds,sortby,pushed,language,repo_count,repo_data_count
2022-01-04,stars,001_1week,go,1735,1000
2022-01-04,stars,001_1week,rust,1020,1000
2022-01-04,stars,001_1week,elixir,127,127
2022-01-04,stars,001_1week,haskell,124,124
2022-01-04,stars,001_1week,ocaml,35,35
2022-01-04,stars,001_1week,erlang,25,25
2022-01-04,stars,001_1week,ada,16,16
2022-01-04,stars,001_1week,coq,7,7
2022-01-04,stars,001_1week,idris,4,4
2022-01-04,stars,001_1week,agda,3,3
2022-01-04,stars,001_1week,isabelle,2,2
2022-01-04,stars,001_1week,lean,2,2
2022-01-04,stars,001_1week,tla,2,2
