ds,language,license_key,topic,repo_count
2022-01-27,coq,mit,coq,3
2022-01-27,coq,mit,docker-coq-action,2
2022-01-27,elixir,,elixir,15
2022-01-27,elixir,,phoenix,6
2022-01-27,elixir,,hacktoberfest,3
2022-01-27,elixir,,typescript,2
2022-01-27,elixir,agpl-3.0,elixir,3
2022-01-27,elixir,agpl-3.0,activitypub,2
2022-01-27,elixir,agpl-3.0,decentralized,2
2022-01-27,elixir,agpl-3.0,phoenix,2
2022-01-27,elixir,agpl-3.0,tailwindcss,2
2022-01-27,elixir,apache-2.0,elixir,14
2022-01-27,elixir,apache-2.0,elixir-lang,3
2022-01-27,elixir,apache-2.0,phoenix,3
2022-01-27,elixir,apache-2.0,elixir-phoenix,2
2022-01-27,elixir,apache-2.0,membrane,2
2022-01-27,elixir,apache-2.0,nerves,2
2022-01-27,elixir,apache-2.0,otp,2
2022-01-27,elixir,apache-2.0,webassembly,2
2022-01-27,elixir,gpl-3.0,elixir,3
2022-01-27,elixir,mit,elixir,33
2022-01-27,elixir,mit,elixir-lang,7
2022-01-27,elixir,mit,ecto,4
2022-01-27,elixir,mit,json,3
2022-01-27,elixir,mit,phoenix,3
2022-01-27,elixir,mit,phoenix-framework,3
2022-01-27,elixir,mit,code-generator,2
2022-01-27,elixir,mit,cryptocurrency,2
2022-01-27,elixir,mit,data-science,2
2022-01-27,elixir,mit,elixir-library,2
2022-01-27,elixir,mit,elixir-phoenix,2
2022-01-27,elixir,mit,elm,2
2022-01-27,elixir,mit,elm-lang,2
2022-01-27,elixir,mit,hacktoberfest,2
2022-01-27,elixir,mit,hex,2
2022-01-27,elixir,mit,http,2
2022-01-27,elixir,mit,property-based-testing,2
2022-01-27,elixir,mit,trading,2
2022-01-27,elixir,other,elixir,2
2022-01-27,erlang,apache-2.0,erlang,2
2022-01-27,erlang,gpl-2.0,chat,2
2022-01-27,erlang,gpl-2.0,erlang,2
2022-01-27,erlang,gpl-2.0,jabber,2
2022-01-27,erlang,gpl-2.0,messaging,2
2022-01-27,erlang,gpl-2.0,xmpp,2
2022-01-27,erlang,mit,elixir,2
2022-01-27,erlang,mit,erlang,2
2022-01-27,go,,golang,8
2022-01-27,go,,go,4
2022-01-27,go,,kubernetes,3
2022-01-27,go,,hacktoberfest,2
2022-01-27,go,,security,2
2022-01-27,go,agpl-3.0,golang,10
2022-01-27,go,agpl-3.0,go,4
2022-01-27,go,agpl-3.0,hacktoberfest,3
2022-01-27,go,agpl-3.0,monitoring,3
2022-01-27,go,agpl-3.0,react,3
2022-01-27,go,agpl-3.0,self-hosted,3
2022-01-27,go,agpl-3.0,blockchain,2
2022-01-27,go,agpl-3.0,google-cloud-storage,2
2022-01-27,go,agpl-3.0,kubernetes,2
2022-01-27,go,agpl-3.0,linux,2
2022-01-27,go,agpl-3.0,prometheus,2
2022-01-27,go,agpl-3.0,s3,2
2022-01-27,go,agpl-3.0,smtp,2
