ds,sortby,pushed,language,repo_count,repo_data_count
2022-06-09,,001_1week,python,12325,0
2022-06-09,,001_1week,java,6914,0
2022-06-09,,001_1week,c++,4349,0
2022-06-09,,001_1week,c,2174,0
2022-06-09,,001_1week,go,2163,0
2022-06-09,,001_1week,rust,1357,0
2022-06-09,,001_1week,r,1200,0
2022-06-09,,001_1week,terraform,286,0
2022-06-09,,001_1week,scala,240,0
2022-06-09,,001_1week,elixir,120,0
2022-06-09,,001_1week,assembly,118,0
2022-06-09,,001_1week,haskell,112,0
2022-06-09,,001_1week,fortran,72,0
2022-06-09,,001_1week,ocaml,51,0
2022-06-09,,001_1week,verilog,51,0
2022-06-09,,001_1week,erlang,26,0
2022-06-09,,001_1week,ada,23,0
2022-06-09,,001_1week,coq,13,0
2022-06-09,,001_1week,agda,7,0
2022-06-09,,001_1week,sml,7,0
2022-06-09,,001_1week,isabelle,5,0
2022-06-09,,001_1week,lean,5,0
2022-06-09,,001_1week,tla,2,0
2022-06-09,,001_1week,idris,0,0
2022-06-09,,004_1month,python,36154,0
2022-06-09,,004_1month,java,20536,0
2022-06-09,,004_1month,c++,11609,0
2022-06-09,,004_1month,c,6206,0
2022-06-09,,004_1month,go,5076,0
2022-06-09,,004_1month,r,3715,0
2022-06-09,,004_1month,rust,2962,0
2022-06-09,,004_1month,terraform,858,0
2022-06-09,,004_1month,scala,603,0
2022-06-09,,004_1month,assembly,358,0
2022-06-09,,004_1month,elixir,318,0
2022-06-09,,004_1month,haskell,294,0
2022-06-09,,004_1month,fortran,178,0
2022-06-09,,004_1month,verilog,144,0
2022-06-09,,004_1month,ocaml,113,0
2022-06-09,,004_1month,erlang,59,0
2022-06-09,,004_1month,ada,34,0
2022-06-09,,004_1month,coq,29,0
2022-06-09,,004_1month,sml,19,0
2022-06-09,,004_1month,lean,11,0
2022-06-09,,004_1month,isabelle,9,0
2022-06-09,,004_1month,agda,8,0
2022-06-09,,004_1month,idris,6,0
2022-06-09,,004_1month,tla,3,0
2022-06-09,,013_3month,python,86771,0
2022-06-09,,013_3month,java,50662,0
2022-06-09,,013_3month,c++,26766,0
2022-06-09,,013_3month,c,14704,0
2022-06-09,,013_3month,go,10440,0
2022-06-09,,013_3month,r,9150,0
2022-06-09,,013_3month,rust,5734,0
2022-06-09,,013_3month,terraform,2045,0
2022-06-09,,013_3month,scala,1125,0
2022-06-09,,013_3month,assembly,851,0
2022-06-09,,013_3month,haskell,712,0
2022-06-09,,013_3month,elixir,669,0
2022-06-09,,013_3month,fortran,409,0
2022-06-09,,013_3month,verilog,359,0
2022-06-09,,013_3month,ocaml,219,0
2022-06-09,,013_3month,erlang,97,0
2022-06-09,,013_3month,ada,57,0
2022-06-09,,013_3month,coq,56,0
2022-06-09,,013_3month,sml,28,0
2022-06-09,,013_3month,agda,21,0
2022-06-09,,013_3month,lean,20,0
2022-06-09,,013_3month,isabelle,17,0
2022-06-09,,013_3month,idris,14,0
2022-06-09,,013_3month,tla,8,0
2022-06-09,,026_6month,python,154690,0
2022-06-09,,026_6month,java,95027,0
2022-06-09,,026_6month,c++,45753,0
2022-06-09,,026_6month,c,25655,0
2022-06-09,,026_6month,go,16565,0
2022-06-09,,026_6month,r,15044,0
2022-06-09,,026_6month,rust,8964,0
2022-06-09,,026_6month,terraform,3286,0
2022-06-09,,026_6month,scala,1928,0
2022-06-09,,026_6month,elixir,1544,0
2022-06-09,,026_6month,assembly,1504,0
2022-06-09,,026_6month,haskell,1229,0
2022-06-09,,026_6month,verilog,685,0
2022-06-09,,026_6month,fortran,672,0
2022-06-09,,026_6month,ocaml,426,0
2022-06-09,,026_6month,erlang,157,0
2022-06-09,,026_6month,coq,86,0
2022-06-09,,026_6month,ada,83,0
2022-06-09,,026_6month,sml,59,0
2022-06-09,,026_6month,lean,34,0
2022-06-09,,026_6month,agda,33,0
2022-06-09,,026_6month,isabelle,24,0
2022-06-09,,026_6month,idris,17,0
2022-06-09,,026_6month,tla,13,0
2022-06-09,,052_1year,python,207250,0
2022-06-09,,052_1year,java,158066,0
2022-06-09,,052_1year,c++,74893,0
2022-06-09,,052_1year,c,42107,0
2022-06-09,,052_1year,go,24975,0
2022-06-09,,052_1year,r,24182,0
2022-06-09,,052_1year,rust,12589,0
2022-06-09,,052_1year,terraform,5075,0
2022-06-09,,052_1year,scala,2964,0
2022-06-09,,052_1year,assembly,2440,0
2022-06-09,,052_1year,elixir,2187,0
2022-06-09,,052_1year,haskell,1865,0
2022-06-09,,052_1year,verilog,1198,0
2022-06-09,,052_1year,fortran,1018,0
2022-06-09,,052_1year,ocaml,602,0
2022-06-09,,052_1year,erlang,251,0
2022-06-09,,052_1year,ada,122,0
2022-06-09,,052_1year,coq,117,0
2022-06-09,,052_1year,sml,100,0
2022-06-09,,052_1year,agda,51,0
2022-06-09,,052_1year,lean,49,0
2022-06-09,,052_1year,isabelle,34,0
2022-06-09,,052_1year,idris,27,0
2022-06-09,,052_1year,tla,19,0
2022-06-09,,156_3year,python,524347,0
2022-06-09,,156_3year,java,433100,0
2022-06-09,,156_3year,c++,169802,0
2022-06-09,,156_3year,c,94623,0
2022-06-09,,156_3year,r,59140,0
2022-06-09,,156_3year,go,48930,0
2022-06-09,,156_3year,rust,21174,0
2022-06-09,,156_3year,terraform,10025,0
2022-06-09,,156_3year,scala,6896,0
2022-06-09,,156_3year,assembly,5792,0
2022-06-09,,156_3year,haskell,4208,0
2022-06-09,,156_3year,elixir,4051,0
2022-06-09,,156_3year,verilog,2722,0
2022-06-09,,156_3year,fortran,2006,0
2022-06-09,,156_3year,ocaml,1146,0
2022-06-09,,156_3year,erlang,606,0
2022-06-09,,156_3year,coq,320,0
2022-06-09,,156_3year,ada,258,0
2022-06-09,,156_3year,sml,237,0
2022-06-09,,156_3year,agda,112,0
2022-06-09,,156_3year,lean,84,0
2022-06-09,,156_3year,isabelle,62,0
2022-06-09,,156_3year,idris,54,0
2022-06-09,,156_3year,tla,48,0
2022-06-09,,alltime,java,913219,0
2022-06-09,,alltime,python,814347,0
2022-06-09,,alltime,c++,292740,0
2022-06-09,,alltime,c,186788,0
2022-06-09,,alltime,r,121281,0
2022-06-09,,alltime,go,74263,0
2022-06-09,,alltime,rust,25888,0
2022-06-09,,alltime,scala,18329,0
2022-06-09,,alltime,terraform,12025,0
2022-06-09,,alltime,haskell,10390,0
2022-06-09,,alltime,assembly,9513,0
2022-06-09,,alltime,elixir,7600,0
2022-06-09,,alltime,verilog,4333,0
2022-06-09,,alltime,fortran,3404,0
