ds,sortby,pushed,language,repo_count,repo_data_count
2022-09-01,stars,001_1week,go,2281,1000
2022-09-01,stars,001_1week,rust,1290,1000
2022-09-01,stars,001_1week,elixir,123,123
2022-09-01,stars,001_1week,haskell,117,117
2022-09-01,stars,001_1week,ocaml,47,47
2022-09-01,stars,001_1week,erlang,18,18
2022-09-01,stars,001_1week,coq,15,15
2022-09-01,stars,001_1week,ada,11,11
2022-09-01,stars,001_1week,sml,7,7
2022-09-01,stars,001_1week,idris,4,4
2022-09-01,stars,001_1week,lean,4,4
2022-09-01,stars,001_1week,agda,3,3
2022-09-01,stars,001_1week,tla,3,3
2022-09-01,stars,001_1week,isabelle,1,1
