ds,sortby,pushed,language,repo_count,repo_data_count
2022-09-08,stars,001_1week,go,2274,1000
2022-09-08,stars,001_1week,rust,1317,1000
2022-09-08,stars,001_1week,elixir,162,162
2022-09-08,stars,001_1week,haskell,122,122
2022-09-08,stars,001_1week,ocaml,52,52
2022-09-08,stars,001_1week,erlang,18,18
2022-09-08,stars,001_1week,ada,15,15
2022-09-08,stars,001_1week,coq,11,11
2022-09-08,stars,001_1week,sml,8,8
2022-09-08,stars,001_1week,isabelle,5,5
2022-09-08,stars,001_1week,agda,4,4
2022-09-08,stars,001_1week,idris,4,4
2022-09-08,stars,001_1week,lean,3,3
2022-09-08,stars,001_1week,tla,0,0
