ds,created,language,user_count
2022-02-17,004_1month,python,341
2022-02-17,004_1month,java,160
2022-02-17,004_1month,c++,98
2022-02-17,004_1month,c,52
2022-02-17,004_1month,r,28
2022-02-17,004_1month,go,27
2022-02-17,004_1month,rust,10
2022-02-17,004_1month,terraform,3
2022-02-17,004_1month,verilog,3
2022-02-17,004_1month,elixir,2
2022-02-17,004_1month,assembly,2
2022-02-17,004_1month,scala,2
2022-02-17,004_1month,erlang,1
2022-02-17,004_1month,haskell,1
2022-02-17,004_1month,fortran,1
2022-02-17,004_1month,ada,0
2022-02-17,004_1month,agda,0
2022-02-17,004_1month,coq,0
2022-02-17,004_1month,idris,0
2022-02-17,004_1month,isabelle,0
2022-02-17,004_1month,lean,0
2022-02-17,004_1month,sml,0
2022-02-17,004_1month,tla,0
2022-02-17,004_1month,ocaml,0
2022-02-17,013_3month,python,1528
2022-02-17,013_3month,java,660
2022-02-17,013_3month,c++,361
2022-02-17,013_3month,c,230
2022-02-17,013_3month,go,129
2022-02-17,013_3month,r,114
2022-02-17,013_3month,rust,64
2022-02-17,013_3month,terraform,13
2022-02-17,013_3month,assembly,9
2022-02-17,013_3month,verilog,6
2022-02-17,013_3month,erlang,5
2022-02-17,013_3month,haskell,5
2022-02-17,013_3month,fortran,5
2022-02-17,013_3month,scala,4
2022-02-17,013_3month,elixir,3
2022-02-17,013_3month,coq,1
2022-02-17,013_3month,isabelle,1
2022-02-17,013_3month,lean,1
2022-02-17,013_3month,ocaml,1
2022-02-17,013_3month,ada,0
2022-02-17,013_3month,agda,0
2022-02-17,013_3month,idris,0
2022-02-17,013_3month,sml,0
2022-02-17,013_3month,tla,0
2022-02-17,052_1year,python,10058
2022-02-17,052_1year,java,4556
2022-02-17,052_1year,c++,2472
2022-02-17,052_1year,c,1527
2022-02-17,052_1year,r,742
2022-02-17,052_1year,go,540
2022-02-17,052_1year,rust,259
2022-02-17,052_1year,terraform,103
2022-02-17,052_1year,assembly,75
2022-02-17,052_1year,fortran,36
2022-02-17,052_1year,verilog,36
2022-02-17,052_1year,elixir,29
2022-02-17,052_1year,haskell,29
2022-02-17,052_1year,scala,28
2022-02-17,052_1year,erlang,21
2022-02-17,052_1year,ocaml,6
2022-02-17,052_1year,lean,3
2022-02-17,052_1year,coq,2
2022-02-17,052_1year,sml,2
2022-02-17,052_1year,ada,1
2022-02-17,052_1year,isabelle,1
2022-02-17,052_1year,agda,0
2022-02-17,052_1year,idris,0
2022-02-17,052_1year,tla,0
2022-02-17,261_5year,python,69859
2022-02-17,261_5year,java,46624
2022-02-17,261_5year,c++,22489
2022-02-17,261_5year,c,13307
2022-02-17,261_5year,r,8189
2022-02-17,261_5year,go,3223
2022-02-17,261_5year,rust,880
2022-02-17,261_5year,assembly,630
2022-02-17,261_5year,scala,524
2022-02-17,261_5year,terraform,515
2022-02-17,261_5year,fortran,358
2022-02-17,261_5year,verilog,306
2022-02-17,261_5year,haskell,220
2022-02-17,261_5year,elixir,179
2022-02-17,261_5year,ocaml,86
2022-02-17,261_5year,erlang,70
2022-02-17,261_5year,coq,30
2022-02-17,261_5year,sml,30
2022-02-17,261_5year,ada,14
2022-02-17,261_5year,agda,8
2022-02-17,261_5year,lean,8
2022-02-17,261_5year,idris,3
2022-02-17,261_5year,isabelle,3
2022-02-17,261_5year,tla,2
2022-02-17,alltime,java,3468627
2022-02-17,alltime,python,2966077
2022-02-17,alltime,c++,1111938
2022-02-17,alltime,c,788522
2022-02-17,alltime,r,289223
2022-02-17,alltime,go,232121
2022-02-17,alltime,scala,50855
2022-02-17,alltime,rust,34357
2022-02-17,alltime,terraform,31399
2022-02-17,alltime,assembly,22815
2022-02-17,alltime,haskell,15544
2022-02-17,alltime,fortran,12776
2022-02-17,alltime,verilog,12294
2022-02-17,alltime,elixir,7463
2022-02-17,alltime,erlang,7370
2022-02-17,alltime,ocaml,4856
2022-02-17,alltime,sml,3179
2022-02-17,alltime,coq,1024
2022-02-17,alltime,ada,845
2022-02-17,alltime,lean,298
2022-02-17,alltime,agda,220
2022-02-17,alltime,isabelle,139
2022-02-17,alltime,idris,98
2022-02-17,alltime,tla,67
