ds,sortby,pushed,language,repo_count,repo_data_count
2022-11-10,,001_1week,python,13413,0
2022-11-10,,001_1week,java,7101,0
2022-11-10,,001_1week,c++,4856,0
2022-11-10,,001_1week,c,2497,0
2022-11-10,,001_1week,go,2421,0
2022-11-10,,001_1week,rust,1462,0
2022-11-10,,001_1week,r,1341,0
2022-11-10,,001_1week,terraform,340,0
2022-11-10,,001_1week,scala,327,0
2022-11-10,,001_1week,assembly,139,0
2022-11-10,,001_1week,elixir,128,0
2022-11-10,,001_1week,haskell,114,0
2022-11-10,,001_1week,fortran,83,0
2022-11-10,,001_1week,verilog,54,0
2022-11-10,,001_1week,ocaml,51,0
2022-11-10,,001_1week,erlang,21,0
2022-11-10,,001_1week,ada,14,0
2022-11-10,,001_1week,coq,9,0
2022-11-10,,001_1week,sml,7,0
2022-11-10,,001_1week,agda,4,0
2022-11-10,,001_1week,idris,3,0
2022-11-10,,001_1week,isabelle,3,0
2022-11-10,,001_1week,lean,3,0
2022-11-10,,001_1week,tla,0,0
2022-11-10,,004_1month,python,36844,0
2022-11-10,,004_1month,java,20318,0
2022-11-10,,004_1month,c++,12430,0
2022-11-10,,004_1month,c,6726,0
2022-11-10,,004_1month,go,5533,0
2022-11-10,,004_1month,r,3749,0
2022-11-10,,004_1month,rust,3344,0
2022-11-10,,004_1month,terraform,960,0
2022-11-10,,004_1month,scala,661,0
2022-11-10,,004_1month,elixir,353,0
2022-11-10,,004_1month,assembly,344,0
2022-11-10,,004_1month,haskell,258,0
2022-11-10,,004_1month,fortran,190,0
2022-11-10,,004_1month,verilog,139,0
2022-11-10,,004_1month,ocaml,124,0
2022-11-10,,004_1month,erlang,51,0
2022-11-10,,004_1month,coq,27,0
2022-11-10,,004_1month,ada,24,0
2022-11-10,,004_1month,sml,19,0
2022-11-10,,004_1month,agda,10,0
2022-11-10,,004_1month,lean,10,0
2022-11-10,,004_1month,idris,9,0
2022-11-10,,004_1month,isabelle,4,0
2022-11-10,,004_1month,tla,1,0
2022-11-10,,013_3month,python,87844,0
2022-11-10,,013_3month,java,49954,0
2022-11-10,,013_3month,c++,27820,0
2022-11-10,,013_3month,c,15721,0
2022-11-10,,013_3month,go,10927,0
2022-11-10,,013_3month,r,8886,0
2022-11-10,,013_3month,rust,6590,0
2022-11-10,,013_3month,terraform,2078,0
2022-11-10,,013_3month,scala,1148,0
2022-11-10,,013_3month,assembly,807,0
2022-11-10,,013_3month,elixir,713,0
2022-11-10,,013_3month,haskell,642,0
2022-11-10,,013_3month,verilog,453,0
2022-11-10,,013_3month,fortran,396,0
2022-11-10,,013_3month,ocaml,257,0
2022-11-10,,013_3month,erlang,105,0
2022-11-10,,013_3month,coq,61,0
2022-11-10,,013_3month,ada,53,0
2022-11-10,,013_3month,sml,39,0
2022-11-10,,013_3month,agda,25,0
2022-11-10,,013_3month,lean,22,0
2022-11-10,,013_3month,idris,15,0
2022-11-10,,013_3month,isabelle,11,0
2022-11-10,,013_3month,tla,6,0
2022-11-10,,026_6month,python,152884,0
2022-11-10,,026_6month,java,87712,0
2022-11-10,,026_6month,c++,46390,0
2022-11-10,,026_6month,c,26014,0
2022-11-10,,026_6month,go,16773,0
2022-11-10,,026_6month,r,14485,0
2022-11-10,,026_6month,rust,10075,0
2022-11-10,,026_6month,terraform,3450,0
2022-11-10,,026_6month,scala,1659,0
2022-11-10,,026_6month,assembly,1447,0
2022-11-10,,026_6month,elixir,1093,0
2022-11-10,,026_6month,haskell,1076,0
2022-11-10,,026_6month,verilog,781,0
2022-11-10,,026_6month,fortran,631,0
2022-11-10,,026_6month,ocaml,386,0
2022-11-10,,026_6month,erlang,169,0
2022-11-10,,026_6month,coq,87,0
2022-11-10,,026_6month,ada,84,0
2022-11-10,,026_6month,sml,64,0
2022-11-10,,026_6month,agda,35,0
2022-11-10,,026_6month,lean,32,0
2022-11-10,,026_6month,idris,21,0
2022-11-10,,026_6month,isabelle,16,0
2022-11-10,,026_6month,tla,14,0
2022-11-10,,052_1year,python,217241,0
2022-11-10,,052_1year,java,150430,0
2022-11-10,,052_1year,c++,78195,0
2022-11-10,,052_1year,c,44076,0
2022-11-10,,052_1year,go,26313,0
2022-11-10,,052_1year,r,24470,0
