ds,sortby,pushed,language,repo_count,repo_data_count
2022-02-17,stars,004_1month,coq,36,36
2022-02-17,stars,004_1month,ada,35,35
2022-02-17,stars,004_1month,sml,13,13
2022-02-17,stars,004_1month,lean,11,11
2022-02-17,stars,004_1month,agda,10,10
2022-02-17,stars,004_1month,isabelle,9,9
2022-02-17,stars,004_1month,idris,4,4
2022-02-17,stars,004_1month,tla,3,3
2022-02-17,stars,013_3month,coq,63,63
2022-02-17,stars,013_3month,ada,59,59
2022-02-17,stars,013_3month,sml,34,34
2022-02-17,stars,013_3month,agda,21,21
2022-02-17,stars,013_3month,lean,18,18
2022-02-17,stars,013_3month,isabelle,15,15
2022-02-17,stars,013_3month,idris,13,13
2022-02-17,stars,013_3month,tla,7,7
2022-02-17,stars,026_6month,coq,90,90
2022-02-17,stars,026_6month,ada,77,77
2022-02-17,stars,026_6month,sml,54,54
2022-02-17,stars,026_6month,agda,32,32
2022-02-17,stars,026_6month,lean,28,28
2022-02-17,stars,026_6month,isabelle,24,24
2022-02-17,stars,026_6month,idris,18,18
2022-02-17,stars,026_6month,tla,11,11
2022-02-17,stars,052_1year,ada,128,128
2022-02-17,stars,052_1year,coq,126,126
2022-02-17,stars,052_1year,sml,115,115
2022-02-17,stars,052_1year,agda,45,45
2022-02-17,stars,052_1year,lean,41,41
2022-02-17,stars,052_1year,isabelle,40,40
2022-02-17,stars,052_1year,idris,26,26
2022-02-17,stars,052_1year,tla,20,20
2022-02-17,stars,156_3year,coq,328,328
2022-02-17,stars,156_3year,ada,256,256
2022-02-17,stars,156_3year,sml,234,234
2022-02-17,stars,156_3year,agda,108,108
2022-02-17,stars,156_3year,lean,73,73
2022-02-17,stars,156_3year,isabelle,63,63
2022-02-17,stars,156_3year,idris,58,58
2022-02-17,stars,156_3year,tla,47,47
2022-02-17,stars,alltime,coq,521,521
2022-02-17,stars,alltime,ada,450,450
2022-02-17,stars,alltime,sml,428,428
2022-02-17,stars,alltime,agda,198,198
2022-02-17,stars,alltime,idris,141,141
2022-02-17,stars,alltime,isabelle,99,99
2022-02-17,stars,alltime,lean,80,80
2022-02-17,stars,alltime,tla,65,65
