ds,sortby,pushed,language,repo_count,repo_data_count
2022-02-03,,001_1week,python,12914,0
2022-02-03,,001_1week,java,6969,0
2022-02-03,,001_1week,c++,4416,0
2022-02-03,,001_1week,c,2323,0
2022-02-03,,001_1week,go,2132,0
2022-02-03,,001_1week,r,1343,0
2022-02-03,,001_1week,rust,1122,0
2022-02-03,,001_1week,scala,369,0
2022-02-03,,001_1week,terraform,304,0
2022-02-03,,001_1week,haskell,148,0
2022-02-03,,001_1week,elixir,129,0
2022-02-03,,001_1week,assembly,112,0
2022-02-03,,001_1week,fortran,78,0
2022-02-03,,001_1week,ocaml,61,0
2022-02-03,,001_1week,verilog,46,0
2022-02-03,,001_1week,erlang,28,0
2022-02-03,,001_1week,ada,16,0
2022-02-03,,001_1week,coq,15,0
2022-02-03,,001_1week,isabelle,7,0
2022-02-03,,001_1week,lean,6,0
2022-02-03,,001_1week,sml,5,0
2022-02-03,,001_1week,agda,4,0
2022-02-03,,001_1week,tla,3,0
2022-02-03,,001_1week,idris,2,0
2022-02-03,,004_1month,python,37609,0
2022-02-03,,004_1month,java,21315,0
2022-02-03,,004_1month,c++,11926,0
2022-02-03,,004_1month,c,6628,0
2022-02-03,,004_1month,go,5028,0
2022-02-03,,004_1month,r,3880,0
2022-02-03,,004_1month,rust,2751,0
2022-02-03,,004_1month,terraform,784,0
2022-02-03,,004_1month,scala,717,0
2022-02-03,,004_1month,elixir,361,0
2022-02-03,,004_1month,assembly,342,0
2022-02-03,,004_1month,haskell,334,0
2022-02-03,,004_1month,fortran,184,0
2022-02-03,,004_1month,ocaml,157,0
2022-02-03,,004_1month,verilog,141,0
2022-02-03,,004_1month,erlang,57,0
2022-02-03,,004_1month,ada,34,0
2022-02-03,,004_1month,coq,34,0
2022-02-03,,004_1month,agda,13,0
2022-02-03,,004_1month,lean,11,0
2022-02-03,,004_1month,sml,10,0
2022-02-03,,004_1month,isabelle,8,0
2022-02-03,,004_1month,idris,5,0
2022-02-03,,004_1month,tla,3,0
2022-02-03,,013_3month,python,84158,0
2022-02-03,,013_3month,java,50245,0
2022-02-03,,013_3month,c++,26072,0
2022-02-03,,013_3month,c,14647,0
2022-02-03,,013_3month,go,9849,0
2022-02-03,,013_3month,r,8617,0
2022-02-03,,013_3month,rust,5169,0
2022-02-03,,013_3month,terraform,1721,0
2022-02-03,,013_3month,scala,1246,0
2022-02-03,,013_3month,assembly,792,0
2022-02-03,,013_3month,haskell,773,0
2022-02-03,,013_3month,elixir,721,0
2022-02-03,,013_3month,verilog,375,0
2022-02-03,,013_3month,fortran,367,0
2022-02-03,,013_3month,ocaml,267,0
2022-02-03,,013_3month,erlang,117,0
2022-02-03,,013_3month,ada,56,0
2022-02-03,,013_3month,coq,55,0
2022-02-03,,013_3month,sml,35,0
2022-02-03,,013_3month,agda,23,0
2022-02-03,,013_3month,lean,18,0
2022-02-03,,013_3month,isabelle,15,0
2022-02-03,,013_3month,idris,14,0
2022-02-03,,013_3month,tla,7,0
2022-02-03,,026_6month,python,146307,0
2022-02-03,,026_6month,java,89107,0
2022-02-03,,026_6month,c++,42811,0
2022-02-03,,026_6month,c,24256,0
2022-02-03,,026_6month,go,15487,0
2022-02-03,,026_6month,r,14147,0
2022-02-03,,026_6month,rust,7578,0
2022-02-03,,026_6month,terraform,2855,0
2022-02-03,,026_6month,scala,1943,0
2022-02-03,,026_6month,elixir,1500,0
2022-02-03,,026_6month,assembly,1325,0
2022-02-03,,026_6month,haskell,1196,0
2022-02-03,,026_6month,verilog,627,0
2022-02-03,,026_6month,fortran,595,0
2022-02-03,,026_6month,ocaml,390,0
2022-02-03,,026_6month,erlang,175,0
2022-02-03,,026_6month,coq,84,0
2022-02-03,,026_6month,ada,76,0
2022-02-03,,026_6month,sml,54,0
2022-02-03,,026_6month,agda,32,0
2022-02-03,,026_6month,lean,28,0
2022-02-03,,026_6month,isabelle,24,0
2022-02-03,,026_6month,idris,19,0
2022-02-03,,026_6month,tla,12,0
2022-02-03,,052_1year,python,217792,0
2022-02-03,,052_1year,java,167361,0
2022-02-03,,052_1year,c++,73613,0
2022-02-03,,052_1year,c,41245,0
2022-02-03,,052_1year,r,24759,0
2022-02-03,,052_1year,go,23949,0
2022-02-03,,052_1year,rust,11350,0
2022-02-03,,052_1year,terraform,4664,0
2022-02-03,,052_1year,scala,3028,0
2022-02-03,,052_1year,assembly,2478,0
