ds,created,language,user_count
2022-05-05,004_1month,python,308
2022-05-05,004_1month,java,130
2022-05-05,004_1month,c++,72
2022-05-05,004_1month,c,51
2022-05-05,004_1month,go,41
2022-05-05,004_1month,r,26
2022-05-05,004_1month,rust,14
2022-05-05,004_1month,assembly,3
2022-05-05,004_1month,terraform,3
2022-05-05,004_1month,scala,2
2022-05-05,004_1month,verilog,2
2022-05-05,004_1month,lean,1
2022-05-05,004_1month,elixir,1
2022-05-05,004_1month,fortran,1
2022-05-05,004_1month,ada,0
2022-05-05,004_1month,agda,0
2022-05-05,004_1month,coq,0
2022-05-05,004_1month,idris,0
2022-05-05,004_1month,isabelle,0
2022-05-05,004_1month,sml,0
2022-05-05,004_1month,tla,0
2022-05-05,004_1month,erlang,0
2022-05-05,004_1month,haskell,0
2022-05-05,004_1month,ocaml,0
2022-05-05,013_3month,python,1593
2022-05-05,013_3month,java,789
2022-05-05,013_3month,c++,424
2022-05-05,013_3month,c,244
2022-05-05,013_3month,go,140
2022-05-05,013_3month,r,104
2022-05-05,013_3month,rust,52
2022-05-05,013_3month,terraform,13
2022-05-05,013_3month,assembly,9
2022-05-05,013_3month,verilog,8
2022-05-05,013_3month,elixir,6
2022-05-05,013_3month,fortran,5
2022-05-05,013_3month,scala,4
2022-05-05,013_3month,agda,1
2022-05-05,013_3month,lean,1
2022-05-05,013_3month,tla,1
2022-05-05,013_3month,haskell,1
2022-05-05,013_3month,ocaml,1
2022-05-05,013_3month,ada,0
2022-05-05,013_3month,coq,0
2022-05-05,013_3month,idris,0
2022-05-05,013_3month,isabelle,0
2022-05-05,013_3month,sml,0
2022-05-05,013_3month,erlang,0
2022-05-05,052_1year,python,10088
2022-05-05,052_1year,java,4589
2022-05-05,052_1year,c++,2476
2022-05-05,052_1year,c,1569
2022-05-05,052_1year,r,699
2022-05-05,052_1year,go,611
2022-05-05,052_1year,rust,274
2022-05-05,052_1year,terraform,117
2022-05-05,052_1year,assembly,71
2022-05-05,052_1year,elixir,32
2022-05-05,052_1year,verilog,31
2022-05-05,052_1year,fortran,30
2022-05-05,052_1year,scala,26
2022-05-05,052_1year,erlang,23
2022-05-05,052_1year,haskell,21
2022-05-05,052_1year,lean,5
2022-05-05,052_1year,ocaml,5
2022-05-05,052_1year,coq,3
2022-05-05,052_1year,sml,2
2022-05-05,052_1year,ada,1
2022-05-05,052_1year,agda,1
2022-05-05,052_1year,isabelle,1
2022-05-05,052_1year,tla,1
2022-05-05,052_1year,idris,0
2022-05-05,261_5year,python,72160
2022-05-05,261_5year,java,46141
2022-05-05,261_5year,c++,22608
2022-05-05,261_5year,c,13509
2022-05-05,261_5year,r,8131
2022-05-05,261_5year,go,3360
2022-05-05,261_5year,rust,957
2022-05-05,261_5year,assembly,642
2022-05-05,261_5year,terraform,552
2022-05-05,261_5year,scala,485
2022-05-05,261_5year,fortran,351
2022-05-05,261_5year,verilog,306
2022-05-05,261_5year,haskell,211
2022-05-05,261_5year,elixir,175
2022-05-05,261_5year,ocaml,83
2022-05-05,261_5year,erlang,67
2022-05-05,261_5year,sml,29
2022-05-05,261_5year,coq,28
2022-05-05,261_5year,ada,14
2022-05-05,261_5year,lean,10
2022-05-05,261_5year,agda,9
2022-05-05,261_5year,idris,3
2022-05-05,261_5year,isabelle,3
2022-05-05,261_5year,tla,2
2022-05-05,alltime,java,3581829
2022-05-05,alltime,python,3136910
2022-05-05,alltime,c++,1157658
2022-05-05,alltime,c,819459
2022-05-05,alltime,r,296465
2022-05-05,alltime,go,247219
2022-05-05,alltime,scala,51764
2022-05-05,alltime,rust,37222
2022-05-05,alltime,terraform,35551
2022-05-05,alltime,assembly,23848
2022-05-05,alltime,haskell,15918
2022-05-05,alltime,fortran,13197
2022-05-05,alltime,verilog,13009
2022-05-05,alltime,elixir,7674
2022-05-05,alltime,erlang,7502
2022-05-05,alltime,ocaml,5000
2022-05-05,alltime,sml,3224
2022-05-05,alltime,coq,1039
2022-05-05,alltime,ada,863
2022-05-05,alltime,lean,315
2022-05-05,alltime,agda,233
2022-05-05,alltime,isabelle,144
2022-05-05,alltime,idris,100
2022-05-05,alltime,tla,68
