ds,created,language,user_count
2022-05-26,004_1month,python,325
2022-05-26,004_1month,java,130
2022-05-26,004_1month,c++,64
2022-05-26,004_1month,c,63
2022-05-26,004_1month,go,33
2022-05-26,004_1month,r,15
2022-05-26,004_1month,rust,12
2022-05-26,004_1month,terraform,3
2022-05-26,004_1month,elixir,2
2022-05-26,004_1month,haskell,2
2022-05-26,004_1month,assembly,2
2022-05-26,004_1month,verilog,2
2022-05-26,004_1month,ada,0
2022-05-26,004_1month,agda,0
2022-05-26,004_1month,coq,0
2022-05-26,004_1month,idris,0
2022-05-26,004_1month,isabelle,0
2022-05-26,004_1month,lean,0
2022-05-26,004_1month,sml,0
2022-05-26,004_1month,tla,0
2022-05-26,004_1month,erlang,0
2022-05-26,004_1month,ocaml,0
2022-05-26,004_1month,fortran,0
2022-05-26,004_1month,scala,0
2022-05-26,013_3month,python,1573
2022-05-26,013_3month,java,741
2022-05-26,013_3month,c++,383
2022-05-26,013_3month,c,274
2022-05-26,013_3month,go,139
2022-05-26,013_3month,r,113
2022-05-26,013_3month,rust,51
2022-05-26,013_3month,terraform,15
2022-05-26,013_3month,verilog,10
2022-05-26,013_3month,assembly,9
2022-05-26,013_3month,elixir,7
2022-05-26,013_3month,fortran,5
2022-05-26,013_3month,scala,4
2022-05-26,013_3month,haskell,3
2022-05-26,013_3month,agda,1
2022-05-26,013_3month,lean,1
2022-05-26,013_3month,tla,1
2022-05-26,013_3month,ocaml,1
2022-05-26,013_3month,ada,0
2022-05-26,013_3month,coq,0
2022-05-26,013_3month,idris,0
2022-05-26,013_3month,isabelle,0
2022-05-26,013_3month,sml,0
2022-05-26,013_3month,erlang,0
2022-05-26,052_1year,python,10159
2022-05-26,052_1year,java,4612
2022-05-26,052_1year,c++,2487
2022-05-26,052_1year,c,1624
2022-05-26,052_1year,r,708
2022-05-26,052_1year,go,639
2022-05-26,052_1year,rust,281
2022-05-26,052_1year,terraform,113
2022-05-26,052_1year,assembly,77
2022-05-26,052_1year,verilog,34
2022-05-26,052_1year,elixir,31
2022-05-26,052_1year,fortran,28
2022-05-26,052_1year,scala,26
2022-05-26,052_1year,erlang,23
2022-05-26,052_1year,haskell,23
2022-05-26,052_1year,ocaml,7
2022-05-26,052_1year,lean,5
2022-05-26,052_1year,coq,3
2022-05-26,052_1year,sml,2
2022-05-26,052_1year,ada,1
2022-05-26,052_1year,agda,1
2022-05-26,052_1year,isabelle,1
2022-05-26,052_1year,tla,1
2022-05-26,052_1year,idris,0
2022-05-26,261_5year,python,72801
2022-05-26,261_5year,java,46077
2022-05-26,261_5year,c++,22692
2022-05-26,261_5year,c,13576
2022-05-26,261_5year,r,8130
2022-05-26,261_5year,go,3404
2022-05-26,261_5year,rust,980
2022-05-26,261_5year,assembly,649
2022-05-26,261_5year,terraform,553
2022-05-26,261_5year,scala,484
2022-05-26,261_5year,fortran,349
2022-05-26,261_5year,verilog,306
2022-05-26,261_5year,haskell,215
2022-05-26,261_5year,elixir,174
2022-05-26,261_5year,ocaml,85
2022-05-26,261_5year,erlang,67
2022-05-26,261_5year,coq,28
2022-05-26,261_5year,sml,28
2022-05-26,261_5year,ada,14
2022-05-26,261_5year,lean,10
2022-05-26,261_5year,agda,7
2022-05-26,261_5year,idris,3
2022-05-26,261_5year,isabelle,3
2022-05-26,261_5year,tla,2
2022-05-26,alltime,java,3611673
2022-05-26,alltime,python,3179611
2022-05-26,alltime,c++,1168769
2022-05-26,alltime,c,826990
2022-05-26,alltime,r,298305
2022-05-26,alltime,go,250797
2022-05-26,alltime,scala,52005
2022-05-26,alltime,rust,38298
2022-05-26,alltime,terraform,36600
2022-05-26,alltime,assembly,24098
2022-05-26,alltime,haskell,16013
2022-05-26,alltime,fortran,13328
2022-05-26,alltime,verilog,13182
2022-05-26,alltime,elixir,7745
2022-05-26,alltime,erlang,7536
2022-05-26,alltime,ocaml,5025
2022-05-26,alltime,sml,3239
2022-05-26,alltime,coq,1046
2022-05-26,alltime,ada,866
2022-05-26,alltime,lean,316
2022-05-26,alltime,agda,235
2022-05-26,alltime,isabelle,144
2022-05-26,alltime,idris,100
2022-05-26,alltime,tla,69
