ds,created,language,user_count
2022-05-12,004_1month,python,323
2022-05-12,004_1month,java,128
2022-05-12,004_1month,c++,68
2022-05-12,004_1month,c,55
2022-05-12,004_1month,go,36
2022-05-12,004_1month,r,25
2022-05-12,004_1month,rust,15
2022-05-12,004_1month,terraform,3
2022-05-12,004_1month,elixir,2
2022-05-12,004_1month,assembly,2
2022-05-12,004_1month,scala,2
2022-05-12,004_1month,verilog,2
2022-05-12,004_1month,haskell,1
2022-05-12,004_1month,fortran,1
2022-05-12,004_1month,ada,0
2022-05-12,004_1month,agda,0
2022-05-12,004_1month,coq,0
2022-05-12,004_1month,idris,0
2022-05-12,004_1month,isabelle,0
2022-05-12,004_1month,lean,0
2022-05-12,004_1month,sml,0
2022-05-12,004_1month,tla,0
2022-05-12,004_1month,erlang,0
2022-05-12,004_1month,ocaml,0
2022-05-12,013_3month,python,1582
2022-05-12,013_3month,java,783
2022-05-12,013_3month,c++,408
2022-05-12,013_3month,c,246
2022-05-12,013_3month,go,145
2022-05-12,013_3month,r,105
2022-05-12,013_3month,rust,53
2022-05-12,013_3month,terraform,16
2022-05-12,013_3month,assembly,9
2022-05-12,013_3month,elixir,7
2022-05-12,013_3month,verilog,7
2022-05-12,013_3month,fortran,5
2022-05-12,013_3month,scala,4
2022-05-12,013_3month,haskell,2
2022-05-12,013_3month,agda,1
2022-05-12,013_3month,lean,1
2022-05-12,013_3month,tla,1
2022-05-12,013_3month,ocaml,1
2022-05-12,013_3month,ada,0
2022-05-12,013_3month,coq,0
2022-05-12,013_3month,idris,0
2022-05-12,013_3month,isabelle,0
2022-05-12,013_3month,sml,0
2022-05-12,013_3month,erlang,0
2022-05-12,052_1year,python,10100
2022-05-12,052_1year,java,4603
2022-05-12,052_1year,c++,2478
2022-05-12,052_1year,c,1582
2022-05-12,052_1year,r,699
2022-05-12,052_1year,go,626
2022-05-12,052_1year,rust,274
2022-05-12,052_1year,terraform,120
2022-05-12,052_1year,assembly,72
2022-05-12,052_1year,verilog,32
2022-05-12,052_1year,elixir,31
2022-05-12,052_1year,fortran,29
2022-05-12,052_1year,scala,26
2022-05-12,052_1year,erlang,23
2022-05-12,052_1year,haskell,22
2022-05-12,052_1year,lean,5
2022-05-12,052_1year,ocaml,5
2022-05-12,052_1year,coq,3
2022-05-12,052_1year,sml,2
2022-05-12,052_1year,ada,1
2022-05-12,052_1year,agda,1
2022-05-12,052_1year,isabelle,1
2022-05-12,052_1year,tla,1
2022-05-12,052_1year,idris,0
2022-05-12,261_5year,python,72380
2022-05-12,261_5year,java,46088
2022-05-12,261_5year,c++,22647
2022-05-12,261_5year,c,13505
2022-05-12,261_5year,r,8123
2022-05-12,261_5year,go,3373
2022-05-12,261_5year,rust,959
2022-05-12,261_5year,assembly,644
2022-05-12,261_5year,terraform,556
2022-05-12,261_5year,scala,483
2022-05-12,261_5year,fortran,350
2022-05-12,261_5year,verilog,304
2022-05-12,261_5year,haskell,213
2022-05-12,261_5year,elixir,176
2022-05-12,261_5year,ocaml,83
2022-05-12,261_5year,erlang,67
2022-05-12,261_5year,coq,28
2022-05-12,261_5year,sml,28
2022-05-12,261_5year,ada,14
2022-05-12,261_5year,lean,10
2022-05-12,261_5year,agda,7
2022-05-12,261_5year,idris,3
2022-05-12,261_5year,isabelle,3
2022-05-12,261_5year,tla,2
2022-05-12,alltime,java,3591934
2022-05-12,alltime,python,3151251
2022-05-12,alltime,c++,1161236
2022-05-12,alltime,c,821902
2022-05-12,alltime,r,297071
2022-05-12,alltime,go,248458
2022-05-12,alltime,scala,51836
2022-05-12,alltime,rust,37473
2022-05-12,alltime,terraform,35890
2022-05-12,alltime,assembly,23931
2022-05-12,alltime,haskell,15958
2022-05-12,alltime,fortran,13237
2022-05-12,alltime,verilog,13059
2022-05-12,alltime,elixir,7693
2022-05-12,alltime,erlang,7515
2022-05-12,alltime,ocaml,5010
2022-05-12,alltime,sml,3232
2022-05-12,alltime,coq,1043
2022-05-12,alltime,ada,863
2022-05-12,alltime,lean,316
2022-05-12,alltime,agda,233
2022-05-12,alltime,isabelle,144
2022-05-12,alltime,idris,100
2022-05-12,alltime,tla,69
