ds,sortby,pushed,language,repo_count,repo_data_count
2022-07-28,stars,001_1week,go,2251,1000
2022-07-28,stars,001_1week,rust,1259,1000
2022-07-28,stars,001_1week,elixir,114,114
2022-07-28,stars,001_1week,haskell,107,107
2022-07-28,stars,001_1week,ocaml,47,47
2022-07-28,stars,001_1week,erlang,25,25
2022-07-28,stars,001_1week,ada,15,15
2022-07-28,stars,001_1week,coq,13,13
2022-07-28,stars,001_1week,isabelle,5,5
2022-07-28,stars,001_1week,lean,5,5
2022-07-28,stars,001_1week,sml,4,4
2022-07-28,stars,001_1week,agda,3,3
2022-07-28,stars,001_1week,idris,1,1
2022-07-28,stars,001_1week,tla,0,0
