ds,sortby,pushed,language,license_key,repo_count,repos_with_license,repos_with_issues,repos_with_downloads,repos_with_wiki,repos_with_projects,repos_with_pages,size_min,size_max,size_sum,size_avg,size_std,size_q10,size_q25,size_q50,size_q75,size_q90,days_since_create_min,days_since_create_max,days_since_create_avg,days_since_create_std,days_since_create_q10,days_since_create_q25,days_since_create_q50,days_since_create_q75,days_since_create_q90,days_since_push_min,days_since_push_max,days_since_push_avg,days_since_push_std,days_since_push_q10,days_since_push_q25,days_since_push_q50,days_since_push_q75,days_since_push_q90,stargazers_count_min,stargazers_count_max,stargazers_count_sum,stargazers_count_avg,stargazers_count_std,stargazers_count_q10,stargazers_count_q25,stargazers_count_q50,stargazers_count_q75,stargazers_count_q90,forks_count_min,forks_count_max,forks_count_sum,forks_count_avg,forks_count_std,forks_count_q10,forks_count_q25,forks_count_q50,forks_count_q75,forks_count_q90,open_issues_count_min,open_issues_count_max,open_issues_count_sum,open_issues_count_avg,open_issues_count_std,open_issues_count_q10,open_issues_count_q25,open_issues_count_q50,open_issues_count_q75,open_issues_count_q90,topics_count_min,topics_count_max,topics_count_avg,topics_count_std,topics_count_q10,topics_count_q25,topics_count_q50,topics_count_q75,topics_count_q90
2022-07-21,stars,001_1week,ada,,5,0.0,5.0,5.0,4.0,5.0,0.0,306.0,133054.0,141625.0,28325.0,58602.742589404465,310.8,318.0,1374.0,6573.0,82461.6,2.0,2142.0,1104.4,1069.4434533905942,2.4,3.0,1246.0,2129.0,2136.8,1.0,3.0,2.2,0.8366600265340756,1.4,2.0,2.0,3.0,3.0,0.0,257.0,257.0,51.4,114.93389404348919,0.0,0.0,0.0,0.0,154.20000000000002,0.0,41.0,41.0,8.2,18.335757415498275,0.0,0.0,0.0,0.0,24.600000000000005,0.0,43.0,43.0,8.6,19.23018460649819,0.0,0.0,0.0,0.0,25.800000000000004,0.0,11.0,2.2,4.919349550499538,0.0,0.0,0.0,0.0,6.600000000000001
2022-07-21,stars,001_1week,ada,agpl-3.0,2,2.0,2.0,2.0,0.0,1.0,0.0,687.0,26597.0,27284.0,13642.0,18321.136700543448,3278.0,7164.5,13642.0,20119.5,24006.0,16.0,1625.0,820.5,1137.734810929155,176.9,418.25,820.5,1222.75,1464.1,1.0,5.0,3.0,2.8284271247461903,1.4,2.0,3.0,4.0,4.6,0.0,85.0,85.0,42.5,60.10407640085654,8.5,21.25,42.5,63.75,76.5,0.0,5.0,5.0,2.5,3.5355339059327378,0.5,1.25,2.5,3.75,4.5,0.0,214.0,214.0,107.0,151.32085117392117,21.400000000000002,53.5,107.0,160.5,192.6,7.0,7.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0
2022-07-21,stars,001_1week,ada,apache-2.0,3,3.0,3.0,3.0,2.0,3.0,1.0,2287.0,5550.0,10442.0,3480.6666666666665,1799.1348846969015,2350.6,2446.0,2605.0,4077.5,4961.0,786.0,2746.0,1997.3333333333333,1058.7470582406988,1120.8,1623.0,2460.0,2603.0,2688.8,1.0,5.0,3.6666666666666665,2.3094010767585034,1.8,3.0,5.0,5.0,5.0,17.0,55.0,111.0,37.0,19.078784028338912,21.4,28.0,39.0,47.0,51.8,2.0,10.0,17.0,5.666666666666667,4.041451884327381,2.6,3.5,5.0,7.5,9.0,1.0,4.0,7.0,2.3333333333333335,1.5275252316519468,1.2,1.5,2.0,3.0,3.6,0.0,7.0,4.333333333333333,3.7859388972001824,1.2000000000000002,3.0,6.0,6.5,6.8
2022-07-21,stars,001_1week,ada,bsd-3-clause,3,3.0,3.0,3.0,1.0,3.0,0.0,9867.0,11135.0,31720.0,10573.333333333334,646.2602674877465,10037.2,10292.5,10718.0,10926.5,11051.6,170.0,311.0,246.0,71.14070564732964,187.4,213.5,257.0,284.0,300.2,2.0,4.0,3.3333333333333335,1.1547005383792517,2.4,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,stars,001_1week,ada,gpl-2.0,1,1.0,1.0,1.0,1.0,1.0,0.0,11621.0,11621.0,11621.0,11621.0,,11621.0,11621.0,11621.0,11621.0,11621.0,4143.0,4143.0,4143.0,,4143.0,4143.0,4143.0,4143.0,4143.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,47.0,47.0,47.0,47.0,,47.0,47.0,47.0,47.0,47.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,12.0,12.0,12.0,,12.0,12.0,12.0,12.0,12.0
2022-07-21,stars,001_1week,ada,gpl-3.0,4,4.0,3.0,4.0,3.0,4.0,0.0,4568.0,14402.0,31646.0,7911.5,4418.739978772229,4979.3,5596.25,6338.0,8653.25,12102.500000000002,486.0,2011.0,1497.0,696.8849737701815,817.8000000000001,1315.5,1745.5,1927.0,1977.4,1.0,6.0,2.75,2.3629078131263044,1.0,1.0,2.0,3.75,5.1000000000000005,6.0,157.0,322.0,80.5,84.90975601582345,6.6,7.5,79.5,152.5,155.2,0.0,44.0,69.0,17.25,20.99801577927464,0.30000000000000004,0.75,12.5,29.0,38.0,0.0,169.0,197.0,49.25,80.80583724789524,0.30000000000000004,0.75,14.0,62.5,126.40000000000003,0.0,6.0,1.5,3.0,0.0,0.0,0.0,1.5,4.200000000000001
2022-07-21,stars,001_1week,agda,,1,0.0,1.0,1.0,1.0,1.0,0.0,91.0,91.0,91.0,91.0,,91.0,91.0,91.0,91.0,91.0,58.0,58.0,58.0,,58.0,58.0,58.0,58.0,58.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0
2022-07-21,stars,001_1week,coq,,4,0.0,4.0,4.0,4.0,4.0,0.0,9.0,302.0,627.0,156.75,146.22898709444263,22.800000000000004,43.5,158.0,271.25,289.7,16.0,127.0,57.5,50.67872663488432,18.4,22.0,43.5,79.0,107.80000000000001,0.0,6.0,2.75,2.5,0.6000000000000001,1.5,2.5,3.75,5.1000000000000005,0.0,1.0,1.0,0.25,0.5,0.0,0.0,0.0,0.25,0.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.25,2.5,0.0,0.0,0.0,1.25,3.500000000000001
2022-07-21,stars,001_1week,coq,apache-2.0,2,2.0,2.0,2.0,2.0,2.0,0.0,26.0,125.0,151.0,75.5,70.0035713374682,35.9,50.75,75.5,100.25,115.1,53.0,67.0,60.0,9.899494936611665,54.4,56.5,60.0,63.5,65.6,1.0,3.0,2.0,1.4142135623730951,1.2,1.5,2.0,2.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,stars,001_1week,coq,bsd-3-clause,1,1.0,1.0,1.0,1.0,1.0,0.0,2659.0,2659.0,2659.0,2659.0,,2659.0,2659.0,2659.0,2659.0,2659.0,2939.0,2939.0,2939.0,,2939.0,2939.0,2939.0,2939.0,2939.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,642.0,642.0,642.0,642.0,,642.0,642.0,642.0,642.0,642.0,55.0,55.0,55.0,55.0,,55.0,55.0,55.0,55.0,55.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,13.0,13.0,13.0,,13.0,13.0,13.0,13.0,13.0
