ds,sortby,pushed,language,repo_count,repo_data_count
2022-05-26,stars,004_1month,coq,33,33
2022-05-26,stars,004_1month,ada,27,27
2022-05-26,stars,004_1month,sml,18,18
2022-05-26,stars,004_1month,lean,13,13
2022-05-26,stars,004_1month,agda,9,9
2022-05-26,stars,004_1month,isabelle,8,8
2022-05-26,stars,004_1month,idris,7,7
2022-05-26,stars,004_1month,tla,3,3
2022-05-26,stars,013_3month,ada,56,56
2022-05-26,stars,013_3month,coq,55,55
2022-05-26,stars,013_3month,sml,31,31
2022-05-26,stars,013_3month,lean,21,21
2022-05-26,stars,013_3month,agda,19,19
2022-05-26,stars,013_3month,isabelle,17,17
2022-05-26,stars,013_3month,idris,13,13
2022-05-26,stars,013_3month,tla,8,8
2022-05-26,stars,026_6month,coq,87,87
2022-05-26,stars,026_6month,ada,86,86
2022-05-26,stars,026_6month,sml,58,58
2022-05-26,stars,026_6month,lean,33,33
2022-05-26,stars,026_6month,agda,32,32
2022-05-26,stars,026_6month,isabelle,26,26
2022-05-26,stars,026_6month,idris,18,18
2022-05-26,stars,026_6month,tla,13,13
2022-05-26,stars,052_1year,ada,125,125
2022-05-26,stars,052_1year,coq,117,117
2022-05-26,stars,052_1year,sml,98,98
2022-05-26,stars,052_1year,lean,50,50
2022-05-26,stars,052_1year,agda,49,49
2022-05-26,stars,052_1year,isabelle,35,35
2022-05-26,stars,052_1year,idris,26,26
2022-05-26,stars,052_1year,tla,18,18
2022-05-26,stars,156_3year,coq,322,322
2022-05-26,stars,156_3year,ada,259,259
2022-05-26,stars,156_3year,sml,236,236
2022-05-26,stars,156_3year,agda,109,109
2022-05-26,stars,156_3year,lean,83,83
2022-05-26,stars,156_3year,isabelle,64,64
2022-05-26,stars,156_3year,idris,55,55
2022-05-26,stars,156_3year,tla,47,47
2022-05-26,stars,alltime,coq,528,528
2022-05-26,stars,alltime,ada,470,470
2022-05-26,stars,alltime,sml,443,443
2022-05-26,stars,alltime,agda,205,205
2022-05-26,stars,alltime,idris,144,144
2022-05-26,stars,alltime,isabelle,102,102
2022-05-26,stars,alltime,lean,95,95
2022-05-26,stars,alltime,tla,67,67
