ds,sortby,pushed,language,repo_count,repo_data_count
2022-05-19,stars,004_1month,coq,32,32
2022-05-19,stars,004_1month,ada,30,30
2022-05-19,stars,004_1month,sml,15,15
2022-05-19,stars,004_1month,agda,11,11
2022-05-19,stars,004_1month,lean,11,11
2022-05-19,stars,004_1month,idris,10,10
2022-05-19,stars,004_1month,isabelle,8,8
2022-05-19,stars,004_1month,tla,3,3
2022-05-19,stars,013_3month,ada,57,57
2022-05-19,stars,013_3month,coq,57,57
2022-05-19,stars,013_3month,sml,30,30
2022-05-19,stars,013_3month,lean,21,21
2022-05-19,stars,013_3month,agda,20,20
2022-05-19,stars,013_3month,isabelle,18,18
2022-05-19,stars,013_3month,idris,13,13
2022-05-19,stars,013_3month,tla,7,7
2022-05-19,stars,026_6month,ada,89,89
2022-05-19,stars,026_6month,coq,89,89
2022-05-19,stars,026_6month,sml,57,57
2022-05-19,stars,026_6month,agda,34,34
2022-05-19,stars,026_6month,lean,32,32
2022-05-19,stars,026_6month,isabelle,26,26
2022-05-19,stars,026_6month,idris,19,19
2022-05-19,stars,026_6month,tla,12,12
2022-05-19,stars,052_1year,ada,127,127
2022-05-19,stars,052_1year,coq,120,120
2022-05-19,stars,052_1year,sml,99,99
2022-05-19,stars,052_1year,agda,51,51
2022-05-19,stars,052_1year,lean,50,50
2022-05-19,stars,052_1year,isabelle,35,35
2022-05-19,stars,052_1year,idris,26,26
2022-05-19,stars,052_1year,tla,17,17
2022-05-19,stars,156_3year,coq,324,324
2022-05-19,stars,156_3year,ada,259,259
2022-05-19,stars,156_3year,sml,235,235
2022-05-19,stars,156_3year,agda,111,111
2022-05-19,stars,156_3year,lean,81,81
2022-05-19,stars,156_3year,isabelle,65,65
2022-05-19,stars,156_3year,idris,55,55
2022-05-19,stars,156_3year,tla,46,46
2022-05-19,stars,alltime,coq,528,528
2022-05-19,stars,alltime,ada,469,469
2022-05-19,stars,alltime,sml,441,441
2022-05-19,stars,alltime,agda,206,206
2022-05-19,stars,alltime,idris,144,144
2022-05-19,stars,alltime,isabelle,102,102
2022-05-19,stars,alltime,lean,93,93
2022-05-19,stars,alltime,tla,66,66
