ds,created,language,user_count
2022-03-17,004_1month,python,349
2022-03-17,004_1month,java,171
2022-03-17,004_1month,c++,103
2022-03-17,004_1month,c,41
2022-03-17,004_1month,r,27
2022-03-17,004_1month,go,24
2022-03-17,004_1month,rust,8
2022-03-17,004_1month,verilog,2
2022-03-17,004_1month,agda,1
2022-03-17,004_1month,elixir,1
2022-03-17,004_1month,ocaml,1
2022-03-17,004_1month,assembly,1
2022-03-17,004_1month,fortran,1
2022-03-17,004_1month,scala,1
2022-03-17,004_1month,terraform,1
2022-03-17,004_1month,ada,0
2022-03-17,004_1month,coq,0
2022-03-17,004_1month,idris,0
2022-03-17,004_1month,isabelle,0
2022-03-17,004_1month,lean,0
2022-03-17,004_1month,sml,0
2022-03-17,004_1month,tla,0
2022-03-17,004_1month,erlang,0
2022-03-17,004_1month,haskell,0
2022-03-17,013_3month,python,1649
2022-03-17,013_3month,java,729
2022-03-17,013_3month,c++,400
2022-03-17,013_3month,c,213
2022-03-17,013_3month,go,131
2022-03-17,013_3month,r,111
2022-03-17,013_3month,rust,51
2022-03-17,013_3month,assembly,9
2022-03-17,013_3month,terraform,9
2022-03-17,013_3month,haskell,5
2022-03-17,013_3month,scala,5
2022-03-17,013_3month,verilog,5
2022-03-17,013_3month,elixir,4
2022-03-17,013_3month,erlang,2
2022-03-17,013_3month,ocaml,2
2022-03-17,013_3month,fortran,2
2022-03-17,013_3month,agda,1
2022-03-17,013_3month,coq,1
2022-03-17,013_3month,ada,0
2022-03-17,013_3month,idris,0
2022-03-17,013_3month,isabelle,0
2022-03-17,013_3month,lean,0
2022-03-17,013_3month,sml,0
2022-03-17,013_3month,tla,0
2022-03-17,052_1year,python,10082
2022-03-17,052_1year,java,4525
2022-03-17,052_1year,c++,2484
2022-03-17,052_1year,c,1506
2022-03-17,052_1year,r,732
2022-03-17,052_1year,go,550
2022-03-17,052_1year,rust,261
2022-03-17,052_1year,terraform,105
2022-03-17,052_1year,assembly,68
2022-03-17,052_1year,fortran,33
2022-03-17,052_1year,verilog,32
2022-03-17,052_1year,elixir,29
2022-03-17,052_1year,scala,26
2022-03-17,052_1year,haskell,24
2022-03-17,052_1year,erlang,21
2022-03-17,052_1year,ocaml,7
2022-03-17,052_1year,lean,4
2022-03-17,052_1year,coq,2
2022-03-17,052_1year,sml,2
2022-03-17,052_1year,ada,1
2022-03-17,052_1year,agda,1
2022-03-17,052_1year,isabelle,1
2022-03-17,052_1year,idris,0
2022-03-17,052_1year,tla,0
2022-03-17,261_5year,python,70808
2022-03-17,261_5year,java,46357
2022-03-17,261_5year,c++,22561
2022-03-17,261_5year,c,13373
2022-03-17,261_5year,r,8173
2022-03-17,261_5year,go,3256
2022-03-17,261_5year,rust,893
2022-03-17,261_5year,assembly,618
2022-03-17,261_5year,terraform,530
2022-03-17,261_5year,scala,505
2022-03-17,261_5year,fortran,351
2022-03-17,261_5year,verilog,304
2022-03-17,261_5year,haskell,214
2022-03-17,261_5year,elixir,175
2022-03-17,261_5year,ocaml,87
2022-03-17,261_5year,erlang,69
2022-03-17,261_5year,coq,30
2022-03-17,261_5year,sml,30
2022-03-17,261_5year,ada,14
2022-03-17,261_5year,agda,9
2022-03-17,261_5year,lean,9
2022-03-17,261_5year,idris,3
2022-03-17,261_5year,isabelle,3
2022-03-17,261_5year,tla,2
2022-03-17,alltime,java,3509955
2022-03-17,alltime,python,3028252
2022-03-17,alltime,c++,1128456
2022-03-17,alltime,c,799867
2022-03-17,alltime,r,291984
2022-03-17,alltime,go,237706
2022-03-17,alltime,scala,51168
2022-03-17,alltime,rust,35397
2022-03-17,alltime,terraform,32874
2022-03-17,alltime,assembly,23186
2022-03-17,alltime,haskell,15682
2022-03-17,alltime,fortran,12943
2022-03-17,alltime,verilog,12538
2022-03-17,alltime,elixir,7536
2022-03-17,alltime,erlang,7423
2022-03-17,alltime,ocaml,4910
2022-03-17,alltime,sml,3192
2022-03-17,alltime,coq,1027
2022-03-17,alltime,ada,851
2022-03-17,alltime,lean,302
2022-03-17,alltime,agda,225
2022-03-17,alltime,isabelle,142
2022-03-17,alltime,idris,100
2022-03-17,alltime,tla,67
