ds,language,license_key,topic,repo_count
2022-05-19,coq,mit,coq,3
2022-05-19,elixir,,elixir,8
2022-05-19,elixir,,phoenix,4
2022-05-19,elixir,,ecto,2
2022-05-19,elixir,,elixir-lang,2
2022-05-19,elixir,,graphql,2
2022-05-19,elixir,,phoenix-framework,2
2022-05-19,elixir,agpl-3.0,elixir,3
2022-05-19,elixir,agpl-3.0,activitypub,2
2022-05-19,elixir,agpl-3.0,decentralized,2
2022-05-19,elixir,agpl-3.0,phoenix,2
2022-05-19,elixir,apache-2.0,elixir,13
2022-05-19,elixir,apache-2.0,membrane,5
2022-05-19,elixir,apache-2.0,dtls,2
2022-05-19,elixir,apache-2.0,dtls-srtp,2
2022-05-19,elixir,apache-2.0,elixir-library,2
2022-05-19,elixir,gpl-2.0,elixir,3
2022-05-19,elixir,gpl-2.0,learning-by-doing,2
2022-05-19,elixir,gpl-2.0,phoenix,2
2022-05-19,elixir,gpl-2.0,tutorial,2
2022-05-19,elixir,mit,elixir,14
2022-05-19,elixir,mit,data-science,3
2022-05-19,elixir,mit,elixir-lang,3
2022-05-19,elixir,mit,cryptocurrency,2
2022-05-19,elixir,mit,ecto,2
2022-05-19,elixir,mit,json,2
2022-05-19,elixir,mit,phoenix-framework,2
2022-05-19,elixir,mit,trading,2
2022-05-19,elixir,other,elixir,3
2022-05-19,erlang,apache-2.0,erlang,3
2022-05-19,erlang,other,erlang,4
2022-05-19,erlang,other,chat,2
2022-05-19,erlang,other,jabber,2
2022-05-19,erlang,other,messaging,2
2022-05-19,erlang,other,xmpp,2
2022-05-19,go,,golang,8
2022-05-19,go,,go,6
2022-05-19,go,,kubernetes,3
2022-05-19,go,,dns,2
2022-05-19,go,,docker,2
2022-05-19,go,,microservices,2
2022-05-19,go,,protobuf,2
2022-05-19,go,agpl-3.0,golang,10
2022-05-19,go,agpl-3.0,go,6
2022-05-19,go,agpl-3.0,hacktoberfest,3
2022-05-19,go,agpl-3.0,kubernetes,3
2022-05-19,go,agpl-3.0,security,3
2022-05-19,go,agpl-3.0,blockchain,2
2022-05-19,go,agpl-3.0,bot,2
2022-05-19,go,agpl-3.0,discord,2
2022-05-19,go,agpl-3.0,discordapp,2
