ds,sortby,pushed,language,repo_count,repo_data_count
2022-07-21,,001_1week,python,12308,0
2022-07-21,,001_1week,java,6368,0
2022-07-21,,001_1week,c++,4246,0
2022-07-21,,001_1week,c,2166,0
2022-07-21,,001_1week,go,2048,0
2022-07-21,,001_1week,rust,1254,0
2022-07-21,,001_1week,r,1129,0
2022-07-21,,001_1week,terraform,310,0
2022-07-21,,001_1week,scala,259,0
2022-07-21,,001_1week,elixir,125,0
2022-07-21,,001_1week,haskell,103,0
2022-07-21,,001_1week,assembly,101,0
2022-07-21,,001_1week,fortran,64,0
2022-07-21,,001_1week,verilog,55,0
2022-07-21,,001_1week,ocaml,43,0
2022-07-21,,001_1week,ada,18,0
2022-07-21,,001_1week,erlang,18,0
2022-07-21,,001_1week,coq,15,0
2022-07-21,,001_1week,isabelle,7,0
2022-07-21,,001_1week,lean,4,0
2022-07-21,,001_1week,sml,4,0
2022-07-21,,001_1week,tla,4,0
2022-07-21,,001_1week,idris,3,0
2022-07-21,,001_1week,agda,1,0
2022-07-21,,004_1month,python,35553,0
2022-07-21,,004_1month,java,18538,0
2022-07-21,,004_1month,c++,11380,0
2022-07-21,,004_1month,c,6074,0
2022-07-21,,004_1month,go,5012,0
2022-07-21,,004_1month,r,3450,0
2022-07-21,,004_1month,rust,2895,0
2022-07-21,,004_1month,terraform,905,0
2022-07-21,,004_1month,scala,586,0
2022-07-21,,004_1month,assembly,301,0
2022-07-21,,004_1month,elixir,287,0
2022-07-21,,004_1month,haskell,285,0
2022-07-21,,004_1month,fortran,190,0
2022-07-21,,004_1month,verilog,157,0
2022-07-21,,004_1month,ocaml,135,0
2022-07-21,,004_1month,erlang,48,0
2022-07-21,,004_1month,ada,38,0
2022-07-21,,004_1month,coq,37,0
2022-07-21,,004_1month,sml,19,0
2022-07-21,,004_1month,lean,11,0
2022-07-21,,004_1month,isabelle,9,0
2022-07-21,,004_1month,agda,7,0
2022-07-21,,004_1month,tla,6,0
2022-07-21,,004_1month,idris,5,0
2022-07-21,,013_3month,python,88048,0
2022-07-21,,013_3month,java,49618,0
2022-07-21,,013_3month,c++,26750,0
2022-07-21,,013_3month,c,14693,0
2022-07-21,,013_3month,go,10358,0
2022-07-21,,013_3month,r,8905,0
2022-07-21,,013_3month,rust,6067,0
2022-07-21,,013_3month,terraform,2059,0
2022-07-21,,013_3month,scala,1142,0
2022-07-21,,013_3month,assembly,841,0
2022-07-21,,013_3month,haskell,687,0
2022-07-21,,013_3month,elixir,633,0
2022-07-21,,013_3month,fortran,404,0
2022-07-21,,013_3month,verilog,374,0
2022-07-21,,013_3month,ocaml,242,0
2022-07-21,,013_3month,erlang,86,0
2022-07-21,,013_3month,coq,66,0
2022-07-21,,013_3month,ada,59,0
2022-07-21,,013_3month,sml,37,0
2022-07-21,,013_3month,agda,21,0
2022-07-21,,013_3month,lean,21,0
2022-07-21,,013_3month,idris,14,0
2022-07-21,,013_3month,isabelle,12,0
2022-07-21,,013_3month,tla,12,0
2022-07-21,,026_6month,python,158388,0
2022-07-21,,026_6month,java,85144,0
2022-07-21,,026_6month,c++,45708,0
