ds,sortby,pushed,language,repo_count,repo_data_count
2022-07-14,stars,004_1month,ada,34,34
2022-07-14,stars,004_1month,coq,34,34
2022-07-14,stars,004_1month,sml,18,18
2022-07-14,stars,004_1month,agda,12,12
2022-07-14,stars,004_1month,lean,11,11
2022-07-14,stars,004_1month,isabelle,7,7
2022-07-14,stars,004_1month,idris,6,6
2022-07-14,stars,004_1month,tla,6,6
2022-07-14,stars,013_3month,coq,63,63
2022-07-14,stars,013_3month,ada,61,61
2022-07-14,stars,013_3month,sml,37,37
2022-07-14,stars,013_3month,agda,23,23
2022-07-14,stars,013_3month,lean,22,22
2022-07-14,stars,013_3month,idris,15,15
2022-07-14,stars,013_3month,tla,13,13
2022-07-14,stars,013_3month,isabelle,12,12
2022-07-14,stars,026_6month,ada,91,91
2022-07-14,stars,026_6month,coq,88,88
2022-07-14,stars,026_6month,sml,56,56
2022-07-14,stars,026_6month,agda,35,35
2022-07-14,stars,026_6month,lean,33,33
2022-07-14,stars,026_6month,isabelle,22,22
2022-07-14,stars,026_6month,idris,17,17
2022-07-14,stars,026_6month,tla,16,16
2022-07-14,stars,052_1year,ada,123,123
2022-07-14,stars,052_1year,coq,120,120
2022-07-14,stars,052_1year,sml,96,96
2022-07-14,stars,052_1year,agda,54,54
2022-07-14,stars,052_1year,lean,51,51
2022-07-14,stars,052_1year,isabelle,32,32
2022-07-14,stars,052_1year,idris,26,26
2022-07-14,stars,052_1year,tla,23,23
2022-07-14,stars,156_3year,coq,316,316
2022-07-14,stars,156_3year,ada,260,260
2022-07-14,stars,156_3year,sml,236,236
2022-07-14,stars,156_3year,agda,115,115
2022-07-14,stars,156_3year,lean,88,88
2022-07-14,stars,156_3year,isabelle,61,61
2022-07-14,stars,156_3year,tla,53,53
2022-07-14,stars,156_3year,idris,52,52
2022-07-14,stars,alltime,coq,534,534
2022-07-14,stars,alltime,ada,478,478
2022-07-14,stars,alltime,sml,454,454
2022-07-14,stars,alltime,agda,213,213
2022-07-14,stars,alltime,idris,146,146
2022-07-14,stars,alltime,isabelle,100,100
2022-07-14,stars,alltime,lean,100,100
2022-07-14,stars,alltime,tla,73,73
