ds,created,language,user_count
2022-09-29,004_1month,python,380
2022-09-29,004_1month,java,182
2022-09-29,004_1month,c++,104
2022-09-29,004_1month,c,79
2022-09-29,004_1month,r,28
2022-09-29,004_1month,go,20
2022-09-29,004_1month,rust,10
2022-09-29,004_1month,assembly,4
2022-09-29,004_1month,terraform,3
2022-09-29,004_1month,verilog,3
2022-09-29,004_1month,elixir,2
2022-09-29,004_1month,haskell,1
2022-09-29,004_1month,fortran,1
2022-09-29,004_1month,scala,1
2022-09-29,004_1month,ada,0
2022-09-29,004_1month,agda,0
2022-09-29,004_1month,coq,0
2022-09-29,004_1month,idris,0
2022-09-29,004_1month,isabelle,0
2022-09-29,004_1month,lean,0
2022-09-29,004_1month,sml,0
2022-09-29,004_1month,tla,0
2022-09-29,004_1month,erlang,0
2022-09-29,004_1month,ocaml,0
2022-09-29,013_3month,python,1661
2022-09-29,013_3month,java,781
2022-09-29,013_3month,c++,430
2022-09-29,013_3month,c,253
2022-09-29,013_3month,go,121
2022-09-29,013_3month,r,94
2022-09-29,013_3month,rust,59
2022-09-29,013_3month,terraform,19
2022-09-29,013_3month,assembly,8
2022-09-29,013_3month,verilog,8
2022-09-29,013_3month,fortran,4
2022-09-29,013_3month,scala,4
2022-09-29,013_3month,elixir,3
2022-09-29,013_3month,haskell,2
2022-09-29,013_3month,ada,0
2022-09-29,013_3month,agda,0
2022-09-29,013_3month,coq,0
2022-09-29,013_3month,idris,0
2022-09-29,013_3month,isabelle,0
2022-09-29,013_3month,lean,0
2022-09-29,013_3month,sml,0
2022-09-29,013_3month,tla,0
2022-09-29,013_3month,erlang,0
2022-09-29,013_3month,ocaml,0
2022-09-29,052_1year,python,10701
2022-09-29,052_1year,java,4913
2022-09-29,052_1year,c++,2529
2022-09-29,052_1year,c,1661
2022-09-29,052_1year,r,746
2022-09-29,052_1year,go,726
2022-09-29,052_1year,rust,328
2022-09-29,052_1year,terraform,127
2022-09-29,052_1year,assembly,69
2022-09-29,052_1year,verilog,43
2022-09-29,052_1year,scala,30
2022-09-29,052_1year,haskell,26
2022-09-29,052_1year,elixir,23
2022-09-29,052_1year,fortran,23
2022-09-29,052_1year,erlang,22
2022-09-29,052_1year,ocaml,5
2022-09-29,052_1year,coq,3
2022-09-29,052_1year,lean,2
2022-09-29,052_1year,ada,1
2022-09-29,052_1year,isabelle,1
2022-09-29,052_1year,agda,0
2022-09-29,052_1year,idris,0
2022-09-29,052_1year,sml,0
2022-09-29,052_1year,tla,0
2022-09-29,261_5year,python,76852
2022-09-29,261_5year,java,45909
2022-09-29,261_5year,c++,23111
2022-09-29,261_5year,c,13812
2022-09-29,261_5year,r,8027
2022-09-29,261_5year,go,3607
2022-09-29,261_5year,rust,1079
2022-09-29,261_5year,assembly,657
2022-09-29,261_5year,terraform,632
2022-09-29,261_5year,scala,471
2022-09-29,261_5year,fortran,332
2022-09-29,261_5year,verilog,311
2022-09-29,261_5year,haskell,210
2022-09-29,261_5year,elixir,173
2022-09-29,261_5year,ocaml,75
2022-09-29,261_5year,erlang,66
2022-09-29,261_5year,coq,32
2022-09-29,261_5year,sml,28
2022-09-29,261_5year,ada,14
2022-09-29,261_5year,lean,10
2022-09-29,261_5year,agda,5
2022-09-29,261_5year,isabelle,3
2022-09-29,261_5year,idris,2
2022-09-29,261_5year,tla,2
2022-09-29,alltime,java,3778815
2022-09-29,alltime,python,3441986
2022-09-29,alltime,c++,1229748
2022-09-29,alltime,c,867407
2022-09-29,alltime,r,308435
2022-09-29,alltime,go,270790
2022-09-29,alltime,scala,53479
2022-09-29,alltime,rust,45308
2022-09-29,alltime,terraform,43235
2022-09-29,alltime,assembly,25282
2022-09-29,alltime,haskell,16453
2022-09-29,alltime,verilog,14239
2022-09-29,alltime,fortran,13957
2022-09-29,alltime,elixir,8100
2022-09-29,alltime,erlang,7700
2022-09-29,alltime,ocaml,5163
2022-09-29,alltime,sml,3279
2022-09-29,alltime,coq,1084
2022-09-29,alltime,ada,885
2022-09-29,alltime,lean,353
2022-09-29,alltime,agda,237
2022-09-29,alltime,isabelle,150
2022-09-29,alltime,idris,104
2022-09-29,alltime,tla,72
