ds,created,language,user_count
2022-09-08,004_1month,python,378
2022-09-08,004_1month,java,150
2022-09-08,004_1month,c++,86
2022-09-08,004_1month,c,42
2022-09-08,004_1month,go,37
2022-09-08,004_1month,r,19
2022-09-08,004_1month,rust,12
2022-09-08,004_1month,terraform,2
2022-09-08,004_1month,haskell,1
2022-09-08,004_1month,assembly,1
2022-09-08,004_1month,fortran,1
2022-09-08,004_1month,scala,1
2022-09-08,004_1month,verilog,1
2022-09-08,004_1month,ada,0
2022-09-08,004_1month,agda,0
2022-09-08,004_1month,coq,0
2022-09-08,004_1month,idris,0
2022-09-08,004_1month,isabelle,0
2022-09-08,004_1month,lean,0
2022-09-08,004_1month,sml,0
2022-09-08,004_1month,tla,0
2022-09-08,004_1month,elixir,0
2022-09-08,004_1month,erlang,0
2022-09-08,004_1month,ocaml,0
2022-09-08,013_3month,python,1584
2022-09-08,013_3month,java,727
2022-09-08,013_3month,c++,397
2022-09-08,013_3month,c,208
2022-09-08,013_3month,go,135
2022-09-08,013_3month,r,86
2022-09-08,013_3month,rust,64
2022-09-08,013_3month,terraform,25
2022-09-08,013_3month,assembly,6
2022-09-08,013_3month,scala,5
2022-09-08,013_3month,haskell,4
2022-09-08,013_3month,verilog,4
2022-09-08,013_3month,fortran,3
2022-09-08,013_3month,elixir,2
2022-09-08,013_3month,lean,1
2022-09-08,013_3month,ada,0
2022-09-08,013_3month,agda,0
2022-09-08,013_3month,coq,0
2022-09-08,013_3month,idris,0
2022-09-08,013_3month,isabelle,0
2022-09-08,013_3month,sml,0
2022-09-08,013_3month,tla,0
2022-09-08,013_3month,erlang,0
2022-09-08,013_3month,ocaml,0
2022-09-08,052_1year,python,10667
2022-09-08,052_1year,java,4911
2022-09-08,052_1year,c++,2513
2022-09-08,052_1year,c,1618
2022-09-08,052_1year,r,735
2022-09-08,052_1year,go,719
2022-09-08,052_1year,rust,328
2022-09-08,052_1year,terraform,127
2022-09-08,052_1year,assembly,69
2022-09-08,052_1year,verilog,43
2022-09-08,052_1year,scala,35
2022-09-08,052_1year,erlang,26
2022-09-08,052_1year,fortran,26
2022-09-08,052_1year,haskell,25
2022-09-08,052_1year,elixir,23
2022-09-08,052_1year,ocaml,5
2022-09-08,052_1year,coq,3
2022-09-08,052_1year,lean,3
2022-09-08,052_1year,isabelle,1
2022-09-08,052_1year,sml,1
2022-09-08,052_1year,ada,0
2022-09-08,052_1year,agda,0
2022-09-08,052_1year,idris,0
2022-09-08,052_1year,tla,0
2022-09-08,261_5year,python,76093
2022-09-08,261_5year,java,46039
2022-09-08,261_5year,c++,23050
2022-09-08,261_5year,c,13750
2022-09-08,261_5year,r,8048
2022-09-08,261_5year,go,3587
2022-09-08,261_5year,rust,1119
2022-09-08,261_5year,assembly,654
2022-09-08,261_5year,terraform,616
2022-09-08,261_5year,scala,475
2022-09-08,261_5year,fortran,335
2022-09-08,261_5year,verilog,309
2022-09-08,261_5year,haskell,207
2022-09-08,261_5year,elixir,171
2022-09-08,261_5year,ocaml,81
2022-09-08,261_5year,erlang,67
2022-09-08,261_5year,coq,31
2022-09-08,261_5year,sml,28
2022-09-08,261_5year,ada,14
2022-09-08,261_5year,lean,12
2022-09-08,261_5year,agda,6
2022-09-08,261_5year,isabelle,3
2022-09-08,261_5year,idris,2
2022-09-08,261_5year,tla,2
2022-09-08,alltime,java,3745006
2022-09-08,alltime,python,3392428
2022-09-08,alltime,c++,1216964
2022-09-08,alltime,c,858867
2022-09-08,alltime,r,306398
2022-09-08,alltime,go,267478
2022-09-08,alltime,scala,53177
2022-09-08,alltime,rust,44471
2022-09-08,alltime,terraform,42051
2022-09-08,alltime,assembly,25042
2022-09-08,alltime,haskell,16379
2022-09-08,alltime,verilog,14066
2022-09-08,alltime,fortran,13848
2022-09-08,alltime,elixir,8040
2022-09-08,alltime,erlang,7671
2022-09-08,alltime,ocaml,5138
2022-09-08,alltime,sml,3270
2022-09-08,alltime,coq,1080
2022-09-08,alltime,ada,881
2022-09-08,alltime,lean,339
2022-09-08,alltime,agda,236
2022-09-08,alltime,isabelle,148
2022-09-08,alltime,idris,103
2022-09-08,alltime,tla,71
