ds,sortby,pushed,language,repo_count,repo_data_count
2022-09-08,,001_1week,python,12507,0
2022-09-08,,001_1week,java,6664,0
2022-09-08,,001_1week,c++,4422,0
2022-09-08,,001_1week,c,2325,0
2022-09-08,,001_1week,go,2271,0
2022-09-08,,001_1week,rust,1316,0
2022-09-08,,001_1week,r,1168,0
2022-09-08,,001_1week,terraform,267,0
2022-09-08,,001_1week,scala,263,0
2022-09-08,,001_1week,elixir,162,0
2022-09-08,,001_1week,haskell,121,0
2022-09-08,,001_1week,assembly,112,0
2022-09-08,,001_1week,fortran,65,0
2022-09-08,,001_1week,ocaml,52,0
2022-09-08,,001_1week,verilog,48,0
2022-09-08,,001_1week,erlang,18,0
2022-09-08,,001_1week,ada,15,0
2022-09-08,,001_1week,coq,11,0
2022-09-08,,001_1week,sml,8,0
2022-09-08,,001_1week,isabelle,5,0
2022-09-08,,001_1week,agda,4,0
2022-09-08,,001_1week,idris,4,0
2022-09-08,,001_1week,lean,3,0
2022-09-08,,001_1week,tla,0,0
2022-09-08,,004_1month,python,35407,0
2022-09-08,,004_1month,java,18938,0
2022-09-08,,004_1month,c++,11718,0
2022-09-08,,004_1month,c,6348,0
2022-09-08,,004_1month,go,5324,0
2022-09-08,,004_1month,r,3706,0
2022-09-08,,004_1month,rust,3109,0
2022-09-08,,004_1month,terraform,821,0
2022-09-08,,004_1month,scala,626,0
2022-09-08,,004_1month,elixir,370,0
2022-09-08,,004_1month,haskell,320,0
2022-09-08,,004_1month,assembly,316,0
2022-09-08,,004_1month,verilog,187,0
2022-09-08,,004_1month,fortran,172,0
2022-09-08,,004_1month,ocaml,110,0
2022-09-08,,004_1month,erlang,40,0
2022-09-08,,004_1month,ada,28,0
2022-09-08,,004_1month,coq,24,0
2022-09-08,,004_1month,sml,19,0
2022-09-08,,004_1month,agda,15,0
2022-09-08,,004_1month,lean,9,0
2022-09-08,,004_1month,isabelle,7,0
2022-09-08,,004_1month,idris,6,0
2022-09-08,,004_1month,tla,4,0
2022-09-08,,013_3month,python,88685,0
2022-09-08,,013_3month,java,47948,0
2022-09-08,,013_3month,c++,27137,0
2022-09-08,,013_3month,c,14913,0
2022-09-08,,013_3month,go,10807,0
2022-09-08,,013_3month,r,8564,0
2022-09-08,,013_3month,rust,6390,0
2022-09-08,,013_3month,terraform,2031,0
2022-09-08,,013_3month,scala,1136,0
2022-09-08,,013_3month,assembly,813,0
2022-09-08,,013_3month,elixir,717,0
2022-09-08,,013_3month,haskell,705,0
2022-09-08,,013_3month,verilog,438,0
2022-09-08,,013_3month,fortran,406,0
2022-09-08,,013_3month,ocaml,260,0
2022-09-08,,013_3month,erlang,98,0
2022-09-08,,013_3month,ada,64,0
2022-09-08,,013_3month,coq,57,0
2022-09-08,,013_3month,sml,36,0
2022-09-08,,013_3month,agda,22,0
2022-09-08,,013_3month,lean,18,0
2022-09-08,,013_3month,isabelle,13,0
2022-09-08,,013_3month,idris,11,0
2022-09-08,,013_3month,tla,10,0
2022-09-08,,026_6month,python,151269,0
2022-09-08,,026_6month,java,86527,0
2022-09-08,,026_6month,c++,45352,0
2022-09-08,,026_6month,c,25176,0
2022-09-08,,026_6month,go,16630,0
2022-09-08,,026_6month,r,14743,0
2022-09-08,,026_6month,rust,9461,0
2022-09-08,,026_6month,terraform,3440,0
2022-09-08,,026_6month,scala,1679,0
2022-09-08,,026_6month,assembly,1453,0
2022-09-08,,026_6month,haskell,1154,0
2022-09-08,,026_6month,elixir,1089,0
2022-09-08,,026_6month,verilog,708,0
2022-09-08,,026_6month,fortran,629,0
2022-09-08,,026_6month,ocaml,378,0
2022-09-08,,026_6month,erlang,151,0
2022-09-08,,026_6month,ada,88,0
2022-09-08,,026_6month,coq,81,0
2022-09-08,,026_6month,sml,56,0
2022-09-08,,026_6month,agda,35,0
2022-09-08,,026_6month,lean,29,0
2022-09-08,,026_6month,isabelle,21,0
2022-09-08,,026_6month,idris,20,0
2022-09-08,,026_6month,tla,15,0
2022-09-08,,052_1year,python,210970,0
2022-09-08,,052_1year,java,156663,0
2022-09-08,,052_1year,c++,76592,0
2022-09-08,,052_1year,c,43251,0
2022-09-08,,052_1year,go,25976,0
2022-09-08,,052_1year,r,24378,0
2022-09-08,,052_1year,rust,13870,0
2022-09-08,,052_1year,terraform,5466,0
2022-09-08,,052_1year,scala,2856,0
2022-09-08,,052_1year,assembly,2524,0
2022-09-08,,052_1year,elixir,2174,0
2022-09-08,,052_1year,haskell,1889,0
2022-09-08,,052_1year,verilog,1254,0
2022-09-08,,052_1year,fortran,1016,0
2022-09-08,,052_1year,ocaml,618,0
2022-09-08,,052_1year,erlang,234,0
2022-09-08,,052_1year,ada,127,0
2022-09-08,,052_1year,coq,121,0
2022-09-08,,052_1year,sml,98,0
2022-09-08,,052_1year,agda,54,0
2022-09-08,,052_1year,lean,47,0
2022-09-08,,052_1year,isabelle,34,0
2022-09-08,,052_1year,idris,25,0
2022-09-08,,052_1year,tla,22,0
2022-09-08,,156_3year,python,478486,0
2022-09-08,,156_3year,java,431778,0
2022-09-08,,156_3year,c++,174393,0
2022-09-08,,156_3year,c,97215,0
2022-09-08,,156_3year,r,59738,0
2022-09-08,,156_3year,go,50684,0
2022-09-08,,156_3year,rust,23015,0
2022-09-08,,156_3year,terraform,10714,0
2022-09-08,,156_3year,scala,6748,0
2022-09-08,,156_3year,assembly,6007,0
2022-09-08,,156_3year,haskell,4159,0
2022-09-08,,156_3year,elixir,4129,0
2022-09-08,,156_3year,verilog,2911,0
2022-09-08,,156_3year,fortran,2043,0
2022-09-08,,156_3year,ocaml,1180,0
2022-09-08,,156_3year,erlang,574,0
2022-09-08,,156_3year,coq,308,0
2022-09-08,,156_3year,ada,267,0
2022-09-08,,156_3year,sml,241,0
2022-09-08,,156_3year,agda,112,0
2022-09-08,,156_3year,lean,91,0
2022-09-08,,156_3year,isabelle,62,0
2022-09-08,,156_3year,tla,52,0
2022-09-08,,156_3year,idris,50,0
2022-09-08,,alltime,java,1013334,0
2022-09-08,,alltime,python,859155,0
2022-09-08,,alltime,c++,305744,0
2022-09-08,,alltime,c,193861,0
2022-09-08,,alltime,r,124564,0
2022-09-08,,alltime,go,78102,0
2022-09-08,,alltime,rust,28284,0
2022-09-08,,alltime,scala,18604,0
2022-09-08,,alltime,terraform,13101,0
2022-09-08,,alltime,haskell,10585,0
2022-09-08,,alltime,assembly,9959,0
2022-09-08,,alltime,elixir,7837,0
2022-09-08,,alltime,verilog,4627,0
