ds,sortby,pushed,language,repo_count,repo_data_count
2022-09-15,,001_1week,python,12460,0
2022-09-15,,001_1week,java,6784,0
2022-09-15,,001_1week,c++,4476,0
2022-09-15,,001_1week,c,2470,0
2022-09-15,,001_1week,go,2329,0
2022-09-15,,001_1week,rust,1335,0
2022-09-15,,001_1week,r,1250,0
2022-09-15,,001_1week,terraform,302,0
2022-09-15,,001_1week,scala,240,0
2022-09-15,,001_1week,elixir,154,0
2022-09-15,,001_1week,assembly,117,0
2022-09-15,,001_1week,haskell,113,0
2022-09-15,,001_1week,fortran,55,0
2022-09-15,,001_1week,verilog,53,0
2022-09-15,,001_1week,ocaml,49,0
2022-09-15,,001_1week,erlang,17,0
2022-09-15,,001_1week,coq,14,0
2022-09-15,,001_1week,ada,12,0
2022-09-15,,001_1week,sml,7,0
2022-09-15,,001_1week,idris,5,0
2022-09-15,,001_1week,lean,3,0
2022-09-15,,001_1week,agda,2,0
2022-09-15,,001_1week,isabelle,2,0
2022-09-15,,001_1week,tla,2,0
2022-09-15,,004_1month,python,35493,0
2022-09-15,,004_1month,java,19366,0
2022-09-15,,004_1month,c++,11788,0
2022-09-15,,004_1month,c,6497,0
2022-09-15,,004_1month,go,5426,0
2022-09-15,,004_1month,r,3715,0
2022-09-15,,004_1month,rust,3111,0
2022-09-15,,004_1month,terraform,819,0
2022-09-15,,004_1month,scala,609,0
2022-09-15,,004_1month,elixir,377,0
2022-09-15,,004_1month,haskell,319,0
2022-09-15,,004_1month,assembly,317,0
2022-09-15,,004_1month,verilog,190,0
2022-09-15,,004_1month,fortran,174,0
2022-09-15,,004_1month,ocaml,119,0
2022-09-15,,004_1month,erlang,41,0
2022-09-15,,004_1month,ada,30,0
2022-09-15,,004_1month,coq,27,0
2022-09-15,,004_1month,sml,18,0
2022-09-15,,004_1month,agda,13,0
2022-09-15,,004_1month,lean,8,0
2022-09-15,,004_1month,idris,7,0
2022-09-15,,004_1month,isabelle,6,0
2022-09-15,,004_1month,tla,5,0
2022-09-15,,013_3month,python,88601,0
2022-09-15,,013_3month,java,47835,0
2022-09-15,,013_3month,c++,27210,0
2022-09-15,,013_3month,c,15069,0
2022-09-15,,013_3month,go,10836,0
2022-09-15,,013_3month,r,8584,0
2022-09-15,,013_3month,rust,6410,0
