ds,sortby,pushed,language,repo_count,repo_data_count
2022-05-12,,001_1week,python,12364,0
2022-05-12,,001_1week,java,6487,0
2022-05-12,,001_1week,c++,4378,0
2022-05-12,,001_1week,go,2152,0
2022-05-12,,001_1week,c,2150,0
2022-05-12,,001_1week,r,1331,0
2022-05-12,,001_1week,rust,1038,0
2022-05-12,,001_1week,terraform,304,0
2022-05-12,,001_1week,scala,232,0
2022-05-12,,001_1week,elixir,126,0
2022-05-12,,001_1week,haskell,115,0
2022-05-12,,001_1week,assembly,97,0
2022-05-12,,001_1week,fortran,70,0
2022-05-12,,001_1week,ocaml,42,0
2022-05-12,,001_1week,verilog,42,0
2022-05-12,,001_1week,erlang,21,0
2022-05-12,,001_1week,ada,13,0
2022-05-12,,001_1week,coq,12,0
2022-05-12,,001_1week,sml,7,0
2022-05-12,,001_1week,lean,6,0
2022-05-12,,001_1week,agda,4,0
2022-05-12,,001_1week,idris,3,0
2022-05-12,,001_1week,isabelle,3,0
2022-05-12,,001_1week,tla,2,0
2022-05-12,,004_1month,python,35294,0
2022-05-12,,004_1month,java,19971,0
2022-05-12,,004_1month,c++,11589,0
2022-05-12,,004_1month,c,6242,0
2022-05-12,,004_1month,go,4961,0
2022-05-12,,004_1month,r,3876,0
2022-05-12,,004_1month,rust,2610,0
2022-05-12,,004_1month,terraform,855,0
2022-05-12,,004_1month,scala,639,0
2022-05-12,,004_1month,assembly,311,0
2022-05-12,,004_1month,haskell,303,0
2022-05-12,,004_1month,elixir,301,0
2022-05-12,,004_1month,fortran,192,0
2022-05-12,,004_1month,verilog,118,0
2022-05-12,,004_1month,ocaml,106,0
2022-05-12,,004_1month,erlang,45,0
2022-05-12,,004_1month,ada,36,0
2022-05-12,,004_1month,coq,26,0
2022-05-12,,004_1month,agda,13,0
2022-05-12,,004_1month,sml,13,0
2022-05-12,,004_1month,lean,12,0
2022-05-12,,004_1month,idris,11,0
2022-05-12,,004_1month,isabelle,6,0
2022-05-12,,004_1month,tla,5,0
2022-05-12,,013_3month,python,88478,0
2022-05-12,,013_3month,java,54221,0
2022-05-12,,013_3month,c++,26089,0
2022-05-12,,013_3month,c,15081,0
2022-05-12,,013_3month,go,10946,0
2022-05-12,,013_3month,r,9323,0
2022-05-12,,013_3month,rust,5742,0
2022-05-12,,013_3month,terraform,2128,0
2022-05-12,,013_3month,scala,1270,0
2022-05-12,,013_3month,elixir,1102,0
2022-05-12,,013_3month,assembly,858,0
2022-05-12,,013_3month,haskell,755,0
2022-05-12,,013_3month,fortran,442,0
2022-05-12,,013_3month,verilog,345,0
2022-05-12,,013_3month,ocaml,282,0
2022-05-12,,013_3month,erlang,101,0
2022-05-12,,013_3month,ada,60,0
2022-05-12,,013_3month,coq,53,0
2022-05-12,,013_3month,sml,29,0
2022-05-12,,013_3month,lean,22,0
2022-05-12,,013_3month,agda,21,0
2022-05-12,,013_3month,isabelle,16,0
2022-05-12,,013_3month,idris,13,0
2022-05-12,,013_3month,tla,7,0
2022-05-12,,026_6month,python,133367,0
2022-05-12,,026_6month,java,97249,0
2022-05-12,,026_6month,c++,45545,0
2022-05-12,,026_6month,c,25579,0
2022-05-12,,026_6month,go,16432,0
2022-05-12,,026_6month,r,15010,0
2022-05-12,,026_6month,rust,8529,0
2022-05-12,,026_6month,terraform,3203,0
2022-05-12,,026_6month,scala,1950,0
2022-05-12,,026_6month,elixir,1550,0
2022-05-12,,026_6month,assembly,1456,0
2022-05-12,,026_6month,haskell,1242,0
2022-05-12,,026_6month,verilog,675,0
2022-05-12,,026_6month,fortran,669,0
2022-05-12,,026_6month,ocaml,419,0
2022-05-12,,026_6month,erlang,163,0
2022-05-12,,026_6month,ada,91,0
2022-05-12,,026_6month,coq,86,0
2022-05-12,,026_6month,sml,56,0
2022-05-12,,026_6month,agda,34,0
2022-05-12,,026_6month,lean,33,0
2022-05-12,,026_6month,isabelle,23,0
2022-05-12,,026_6month,idris,19,0
2022-05-12,,026_6month,tla,12,0
2022-05-12,,052_1year,python,213387,0
2022-05-12,,052_1year,java,164014,0
2022-05-12,,052_1year,c++,74836,0
2022-05-12,,052_1year,c,41934,0
2022-05-12,,052_1year,go,24736,0
2022-05-12,,052_1year,r,24407,0
2022-05-12,,052_1year,rust,12163,0
2022-05-12,,052_1year,terraform,5034,0
2022-05-12,,052_1year,scala,3001,0
2022-05-12,,052_1year,assembly,2438,0
2022-05-12,,052_1year,elixir,2206,0
2022-05-12,,052_1year,haskell,1867,0
2022-05-12,,052_1year,verilog,1174,0
2022-05-12,,052_1year,fortran,1023,0
2022-05-12,,052_1year,ocaml,604,0
2022-05-12,,052_1year,erlang,253,0
2022-05-12,,052_1year,ada,131,0
