ds,sortby,pushed,language,repo_count,repo_data_count
2022-04-14,stars,004_1month,ada,28,28
2022-04-14,stars,004_1month,coq,25,25
2022-04-14,stars,004_1month,agda,10,10
2022-04-14,stars,004_1month,lean,10,10
2022-04-14,stars,004_1month,isabelle,9,9
2022-04-14,stars,004_1month,sml,7,7
2022-04-14,stars,004_1month,idris,5,5
2022-04-14,stars,004_1month,tla,3,3
2022-04-14,stars,013_3month,ada,60,60
2022-04-14,stars,013_3month,coq,60,60
2022-04-14,stars,013_3month,sml,28,28
2022-04-14,stars,013_3month,agda,21,21
2022-04-14,stars,013_3month,lean,20,20
2022-04-14,stars,013_3month,isabelle,16,16
2022-04-14,stars,013_3month,idris,7,7
2022-04-14,stars,013_3month,tla,6,6
2022-04-14,stars,026_6month,coq,87,87
2022-04-14,stars,026_6month,ada,86,86
2022-04-14,stars,026_6month,sml,53,53
2022-04-14,stars,026_6month,agda,32,32
2022-04-14,stars,026_6month,lean,28,28
2022-04-14,stars,026_6month,isabelle,23,23
2022-04-14,stars,026_6month,idris,17,17
2022-04-14,stars,026_6month,tla,10,10
2022-04-14,stars,052_1year,ada,122,122
2022-04-14,stars,052_1year,coq,116,116
2022-04-14,stars,052_1year,sml,100,100
2022-04-14,stars,052_1year,agda,48,48
2022-04-14,stars,052_1year,lean,44,44
2022-04-14,stars,052_1year,isabelle,35,35
2022-04-14,stars,052_1year,idris,26,26
2022-04-14,stars,052_1year,tla,19,19
2022-04-14,stars,156_3year,coq,324,324
2022-04-14,stars,156_3year,ada,254,254
2022-04-14,stars,156_3year,sml,229,229
2022-04-14,stars,156_3year,agda,109,109
2022-04-14,stars,156_3year,lean,77,77
2022-04-14,stars,156_3year,isabelle,62,62
2022-04-14,stars,156_3year,idris,56,56
2022-04-14,stars,156_3year,tla,46,46
2022-04-14,stars,alltime,coq,524,524
2022-04-14,stars,alltime,ada,456,456
2022-04-14,stars,alltime,sml,432,432
2022-04-14,stars,alltime,agda,203,203
2022-04-14,stars,alltime,idris,142,142
2022-04-14,stars,alltime,isabelle,99,99
2022-04-14,stars,alltime,lean,86,86
2022-04-14,stars,alltime,tla,66,66
