ds,sortby,pushed,language,repo_count,repo_data_count
2022-06-30,stars,001_1week,go,2119,1000
2022-06-30,stars,001_1week,rust,1109,1000
2022-06-30,stars,001_1week,elixir,103,103
2022-06-30,stars,001_1week,haskell,96,96
2022-06-30,stars,001_1week,ocaml,55,55
2022-06-30,stars,001_1week,erlang,19,19
2022-06-30,stars,001_1week,ada,16,16
2022-06-30,stars,001_1week,coq,15,15
2022-06-30,stars,001_1week,lean,10,10
2022-06-30,stars,001_1week,sml,8,8
2022-06-30,stars,001_1week,isabelle,5,5
2022-06-30,stars,001_1week,agda,4,4
2022-06-30,stars,001_1week,idris,3,3
2022-06-30,stars,001_1week,tla,1,1
