ds,language,license_key,topic,repo_count
2022-06-30,ada,apache-2.0,ada,3
2022-06-30,coq,,coq,2
2022-06-30,coq,mit,coq,3
2022-06-30,coq,mit,docker-coq-action,2
2022-06-30,elixir,,elixir,7
2022-06-30,elixir,,phoenix-framework,3
2022-06-30,elixir,,elixir-lang,2
2022-06-30,elixir,agpl-3.0,phoenix,4
2022-06-30,elixir,agpl-3.0,elixir,3
2022-06-30,elixir,agpl-3.0,tailwindcss,2
2022-06-30,elixir,apache-2.0,elixir,15
2022-06-30,elixir,apache-2.0,elixir-lang,4
2022-06-30,elixir,apache-2.0,nerves,3
2022-06-30,elixir,apache-2.0,phoenix,3
2022-06-30,elixir,apache-2.0,markdown,2
2022-06-30,elixir,gpl-3.0,elixir,3
2022-06-30,elixir,mit,elixir,5
2022-06-30,elixir,mit,data-science,2
2022-06-30,elixir,mit,phoenix-framework,2
2022-06-30,erlang,apache-2.0,erlang,3
2022-06-30,erlang,mit,erlang,2
2022-06-30,erlang,other,erlang,3
2022-06-30,erlang,other,chat,2
2022-06-30,erlang,other,jabber,2
2022-06-30,erlang,other,messaging,2
2022-06-30,erlang,other,xmpp,2
2022-06-30,go,,golang,10
2022-06-30,go,,grpc,3
2022-06-30,go,,blockchain,2
2022-06-30,go,,game,2
2022-06-30,go,,rest-api,2
2022-06-30,go,agpl-3.0,golang,8
2022-06-30,go,agpl-3.0,go,5
2022-06-30,go,agpl-3.0,security,3
2022-06-30,go,agpl-3.0,docker,2
2022-06-30,go,agpl-3.0,google-cloud-storage,2
2022-06-30,go,agpl-3.0,hacktoberfest,2
2022-06-30,go,agpl-3.0,kubernetes,2
2022-06-30,go,agpl-3.0,metrics,2
2022-06-30,go,agpl-3.0,monitoring,2
2022-06-30,go,agpl-3.0,prometheus,2
2022-06-30,go,agpl-3.0,react,2
2022-06-30,go,agpl-3.0,s3,2
2022-06-30,go,agpl-3.0,storage,2
2022-06-30,go,agpl-3.0,webdav,2
2022-06-30,go,apache-2.0,kubernetes,115
2022-06-30,go,apache-2.0,golang,88
2022-06-30,go,apache-2.0,go,57
2022-06-30,go,apache-2.0,hacktoberfest,38
2022-06-30,go,apache-2.0,docker,35
2022-06-30,go,apache-2.0,containers,33
2022-06-30,go,apache-2.0,cloud-native,23
2022-06-30,go,apache-2.0,k8s,19
2022-06-30,go,apache-2.0,security,16
2022-06-30,go,apache-2.0,devops,13
2022-06-30,go,apache-2.0,cli,12
2022-06-30,go,apache-2.0,observability,12
2022-06-30,go,apache-2.0,prometheus,12
2022-06-30,go,apache-2.0,database,11
2022-06-30,go,apache-2.0,microservice,11
2022-06-30,go,apache-2.0,microservices,11
2022-06-30,go,apache-2.0,aws,10
2022-06-30,go,apache-2.0,blockchain,10
2022-06-30,go,apache-2.0,cncf,10
2022-06-30,go,apache-2.0,monitoring,10
2022-06-30,go,apache-2.0,cloud,9
2022-06-30,go,apache-2.0,helm,9
2022-06-30,go,apache-2.0,operator,9
2022-06-30,go,apache-2.0,gitops,8
2022-06-30,go,apache-2.0,grpc,8
2022-06-30,go,apache-2.0,metrics,8
2022-06-30,go,apache-2.0,openshift,8
2022-06-30,go,apache-2.0,postgresql,8
2022-06-30,go,apache-2.0,sql,8
2022-06-30,go,apache-2.0,authorization,7
2022-06-30,go,apache-2.0,container,7
2022-06-30,go,apache-2.0,linux,7
2022-06-30,go,apache-2.0,distributed-systems,6
2022-06-30,go,apache-2.0,gcp,6
2022-06-30,go,apache-2.0,kubernetes-operator,6
2022-06-30,go,apache-2.0,networking,6
2022-06-30,go,apache-2.0,oci,6
2022-06-30,go,apache-2.0,serverless,6
2022-06-30,go,apache-2.0,terraform,6
2022-06-30,go,apache-2.0,api-gateway,5
2022-06-30,go,apache-2.0,certificate,5
2022-06-30,go,apache-2.0,cluster,5
2022-06-30,go,apache-2.0,configuration-management,5
2022-06-30,go,apache-2.0,dataops,5
2022-06-30,go,apache-2.0,ebpf,5
2022-06-30,go,apache-2.0,iac,5
2022-06-30,go,apache-2.0,kafka,5
2022-06-30,go,apache-2.0,oauth2,5
2022-06-30,go,apache-2.0,openid-connect,5
2022-06-30,go,apache-2.0,orchestration,5
2022-06-30,go,apache-2.0,proxy,5
2022-06-30,go,apache-2.0,redis,5
2022-06-30,go,apache-2.0,registry,5
2022-06-30,go,apache-2.0,s3,5
2022-06-30,go,apache-2.0,service-mesh,5
2022-06-30,go,apache-2.0,alerting,4
2022-06-30,go,apache-2.0,automation,4
2022-06-30,go,apache-2.0,azure,4
2022-06-30,go,apache-2.0,backup,4
2022-06-30,go,apache-2.0,cloud-computing,4
2022-06-30,go,apache-2.0,cluster-api,4
2022-06-30,go,apache-2.0,cni,4
2022-06-30,go,apache-2.0,container-image,4
2022-06-30,go,apache-2.0,continuous-delivery,4
2022-06-30,go,apache-2.0,control-plane,4
2022-06-30,go,apache-2.0,declarative,4
2022-06-30,go,apache-2.0,dns,4
2022-06-30,go,apache-2.0,dockerfile,4
2022-06-30,go,apache-2.0,fault-injection,4
2022-06-30,go,apache-2.0,gateway,4
2022-06-30,go,apache-2.0,infrastructure,4
2022-06-30,go,apache-2.0,infrastructure-as-code,4
2022-06-30,go,apache-2.0,iot,4
2022-06-30,go,apache-2.0,key-value,4
