ds,language,license_key,topic,repo_count
2022-06-23,elixir,,elixir,8
2022-06-23,elixir,,elixir-lang,3
2022-06-23,elixir,,phoenix,3
2022-06-23,elixir,,api,2
2022-06-23,elixir,,bot,2
2022-06-23,elixir,,hacktoberfest,2
2022-06-23,elixir,,liveview,2
2022-06-23,elixir,,phoenix-framework,2
2022-06-23,elixir,,telegram,2
2022-06-23,elixir,,typescript,2
2022-06-23,elixir,agpl-3.0,elixir,3
2022-06-23,elixir,agpl-3.0,phoenix,3
2022-06-23,elixir,agpl-3.0,activitypub,2
2022-06-23,elixir,agpl-3.0,decentralized,2
2022-06-23,elixir,agpl-3.0,tailwindcss,2
2022-06-23,elixir,apache-2.0,elixir,11
2022-06-23,elixir,apache-2.0,nerves,2
2022-06-23,elixir,apache-2.0,phoenix,2
2022-06-23,elixir,mit,elixir,6
2022-06-23,erlang,apache-2.0,erlang,5
2022-06-23,erlang,other,erlang,4
2022-06-23,erlang,other,chat,2
2022-06-23,erlang,other,jabber,2
2022-06-23,erlang,other,messaging,2
2022-06-23,erlang,other,xmpp,2
2022-06-23,go,,golang,12
2022-06-23,go,,go,5
2022-06-23,go,,aws,2
2022-06-23,go,,game,2
2022-06-23,go,,kubernetes,2
2022-06-23,go,agpl-3.0,golang,10
2022-06-23,go,agpl-3.0,go,5
2022-06-23,go,agpl-3.0,hacktoberfest,3
2022-06-23,go,agpl-3.0,react,3
2022-06-23,go,agpl-3.0,security,3
2022-06-23,go,agpl-3.0,containers,2
2022-06-23,go,agpl-3.0,docker,2
2022-06-23,go,agpl-3.0,gitops,2
2022-06-23,go,agpl-3.0,google-cloud-storage,2
2022-06-23,go,agpl-3.0,graphql,2
2022-06-23,go,agpl-3.0,kubernetes,2
2022-06-23,go,agpl-3.0,pmm,2
2022-06-23,go,agpl-3.0,s3,2
2022-06-23,go,agpl-3.0,storage,2
2022-06-23,go,agpl-3.0,v2ray,2
2022-06-23,go,agpl-3.0,webdav,2
2022-06-23,go,apache-2.0,kubernetes,112
2022-06-23,go,apache-2.0,golang,102
2022-06-23,go,apache-2.0,go,66
2022-06-23,go,apache-2.0,hacktoberfest,38
2022-06-23,go,apache-2.0,containers,30
2022-06-23,go,apache-2.0,docker,30
2022-06-23,go,apache-2.0,cloud-native,25
2022-06-23,go,apache-2.0,k8s,21
2022-06-23,go,apache-2.0,security,19
2022-06-23,go,apache-2.0,observability,15
2022-06-23,go,apache-2.0,prometheus,15
2022-06-23,go,apache-2.0,aws,12
2022-06-23,go,apache-2.0,database,12
2022-06-23,go,apache-2.0,devops,12
2022-06-23,go,apache-2.0,grpc,12
2022-06-23,go,apache-2.0,monitoring,12
2022-06-23,go,apache-2.0,microservice,11
2022-06-23,go,apache-2.0,microservices,11
2022-06-23,go,apache-2.0,operator,11
2022-06-23,go,apache-2.0,blockchain,10
2022-06-23,go,apache-2.0,cli,10
2022-06-23,go,apache-2.0,cloud,10
2022-06-23,go,apache-2.0,cncf,10
2022-06-23,go,apache-2.0,distributed-systems,10
2022-06-23,go,apache-2.0,metrics,10
2022-06-23,go,apache-2.0,authorization,9
2022-06-23,go,apache-2.0,gitops,9
2022-06-23,go,apache-2.0,helm,9
2022-06-23,go,apache-2.0,gcp,8
2022-06-23,go,apache-2.0,openshift,8
2022-06-23,go,apache-2.0,redis,8
2022-06-23,go,apache-2.0,api-gateway,7
2022-06-23,go,apache-2.0,oauth2,7
2022-06-23,go,apache-2.0,oci,7
2022-06-23,go,apache-2.0,service-mesh,7
2022-06-23,go,apache-2.0,terraform,7
2022-06-23,go,apache-2.0,authentication,6
2022-06-23,go,apache-2.0,cluster,6
2022-06-23,go,apache-2.0,crd,6
2022-06-23,go,apache-2.0,iac,6
2022-06-23,go,apache-2.0,infrastructure-as-code,6
2022-06-23,go,apache-2.0,kafka,6
2022-06-23,go,apache-2.0,kubernetes-cluster,6
2022-06-23,go,apache-2.0,networking,6
2022-06-23,go,apache-2.0,openid-connect,6
2022-06-23,go,apache-2.0,postgresql,6
2022-06-23,go,apache-2.0,registry,6
2022-06-23,go,apache-2.0,reverse-proxy,6
2022-06-23,go,apache-2.0,sql,6
2022-06-23,go,apache-2.0,automation,5
2022-06-23,go,apache-2.0,certificate,5
2022-06-23,go,apache-2.0,cni,5
2022-06-23,go,apache-2.0,dataops,5
2022-06-23,go,apache-2.0,infrastructure,5
2022-06-23,go,apache-2.0,linux,5
2022-06-23,go,apache-2.0,mysql,5
2022-06-23,go,apache-2.0,orchestration,5
2022-06-23,go,apache-2.0,proxy,5
2022-06-23,go,apache-2.0,s3,5
2022-06-23,go,apache-2.0,serverless,5
2022-06-23,go,apache-2.0,sso,5
2022-06-23,go,apache-2.0,storage,5
2022-06-23,go,apache-2.0,time-series,5
2022-06-23,go,apache-2.0,alerting,4
2022-06-23,go,apache-2.0,azure,4
2022-06-23,go,apache-2.0,cloudnative,4
2022-06-23,go,apache-2.0,cluster-api,4
2022-06-23,go,apache-2.0,configuration-management,4
2022-06-23,go,apache-2.0,consensus,4
2022-06-23,go,apache-2.0,container,4
2022-06-23,go,apache-2.0,continuous-delivery,4
2022-06-23,go,apache-2.0,control-plane,4
2022-06-23,go,apache-2.0,devsecops,4
2022-06-23,go,apache-2.0,dns,4
2022-06-23,go,apache-2.0,ebpf,4
2022-06-23,go,apache-2.0,encryption,4
2022-06-23,go,apache-2.0,fintech,4
2022-06-23,go,apache-2.0,gateway,4
2022-06-23,go,apache-2.0,istio,4
2022-06-23,go,apache-2.0,key-value,4
2022-06-23,go,apache-2.0,kubectl,4
2022-06-23,go,apache-2.0,kubernetes-operator,4
2022-06-23,go,apache-2.0,messaging,4
2022-06-23,go,apache-2.0,multi-cluster,4
2022-06-23,go,apache-2.0,oauth,4
2022-06-23,go,apache-2.0,oidc,4
2022-06-23,go,apache-2.0,opa,4
2022-06-23,go,apache-2.0,pubsub,4
2022-06-23,go,apache-2.0,sdk,4
2022-06-23,go,apache-2.0,security-tools,4
2022-06-23,go,apache-2.0,ssh,4
2022-06-23,go,apache-2.0,tls,4
2022-06-23,go,apache-2.0,tsdb,4
2022-06-23,go,apache-2.0,access-control,3
2022-06-23,go,apache-2.0,ach,3
2022-06-23,go,apache-2.0,ach-origination,3
2022-06-23,go,apache-2.0,api,3
2022-06-23,go,apache-2.0,backup,3
2022-06-23,go,apache-2.0,cache,3
2022-06-23,go,apache-2.0,caching,3
2022-06-23,go,apache-2.0,ci,3
2022-06-23,go,apache-2.0,cloud-computing,3
2022-06-23,go,apache-2.0,configuration,3
2022-06-23,go,apache-2.0,crypto,3
2022-06-23,go,apache-2.0,data,3
2022-06-23,go,apache-2.0,developer-tools,3
2022-06-23,go,apache-2.0,devops-tools,3
2022-06-23,go,apache-2.0,distributed-database,3
2022-06-23,go,apache-2.0,distributed-storage,3
2022-06-23,go,apache-2.0,dockerfile,3
2022-06-23,go,apache-2.0,envoy,3
2022-06-23,go,apache-2.0,event-driven,3
2022-06-23,go,apache-2.0,fabric,3
2022-06-23,go,apache-2.0,fault-injection,3
2022-06-23,go,apache-2.0,game-server,3
2022-06-23,go,apache-2.0,graphite,3
2022-06-23,go,apache-2.0,hyperledger,3
2022-06-23,go,apache-2.0,influxdb,3
2022-06-23,go,apache-2.0,iot,3
2022-06-23,go,apache-2.0,ipfs,3
2022-06-23,go,apache-2.0,jwt,3
2022-06-23,go,apache-2.0,k8s-sig-cli,3
2022-06-23,go,apache-2.0,k8s-staging,3
2022-06-23,go,apache-2.0,knative,3
2022-06-23,go,apache-2.0,kong,3
2022-06-23,go,apache-2.0,kubernetes-deployment,3
2022-06-23,go,apache-2.0,library,3
2022-06-23,go,apache-2.0,logging,3
2022-06-23,go,apache-2.0,machine-learning,3
2022-06-23,go,apache-2.0,multiplayer,3
2022-06-23,go,apache-2.0,nacha,3
2022-06-23,go,apache-2.0,network,3
2022-06-23,go,apache-2.0,object-storage,3
2022-06-23,go,apache-2.0,oci-image,3
2022-06-23,go,apache-2.0,octo-correct-managed,3
2022-06-23,go,apache-2.0,open-source,3
2022-06-23,go,apache-2.0,openapi,3
2022-06-23,go,apache-2.0,opentelemetry,3
2022-06-23,go,apache-2.0,operations,3
2022-06-23,go,apache-2.0,p2p,3
2022-06-23,go,apache-2.0,performance,3
2022-06-23,go,apache-2.0,policy,3
2022-06-23,go,apache-2.0,prometheus-exporter,3
2022-06-23,go,apache-2.0,raft,3
2022-06-23,go,apache-2.0,saml,3
2022-06-23,go,apache-2.0,schema,3
2022-06-23,go,apache-2.0,secrets,3
2022-06-23,go,apache-2.0,self-hosted,3
2022-06-23,go,apache-2.0,servicemesh,3
2022-06-23,go,apache-2.0,sidecar,3
2022-06-23,go,apache-2.0,slo,3
2022-06-23,go,apache-2.0,smart-contracts,3
2022-06-23,go,apache-2.0,ssl,3
2022-06-23,go,apache-2.0,streaming,3
2022-06-23,go,apache-2.0,telemetry,3
2022-06-23,go,apache-2.0,testing,3
2022-06-23,go,apache-2.0,tidb,3
2022-06-23,go,apache-2.0,validation,3
2022-06-23,go,apache-2.0,virtualization,3
2022-06-23,go,apache-2.0,workflows,3
2022-06-23,go,apache-2.0,ab-testing,2
2022-06-23,go,apache-2.0,access-management,2
2022-06-23,go,apache-2.0,ach-payments,2
2022-06-23,go,apache-2.0,adblock,2
2022-06-23,go,apache-2.0,ai,2
2022-06-23,go,apache-2.0,analytics,2
2022-06-23,go,apache-2.0,ansible,2
2022-06-23,go,apache-2.0,apigateway,2
2022-06-23,go,apache-2.0,apis,2
2022-06-23,go,apache-2.0,architecture,2
2022-06-23,go,apache-2.0,argocd,2
2022-06-23,go,apache-2.0,auth,2
2022-06-23,go,apache-2.0,automated-clearing-house,2
2022-06-23,go,apache-2.0,bpf,2
2022-06-23,go,apache-2.0,cd,2
2022-06-23,go,apache-2.0,certificate-transparency,2
2022-06-23,go,apache-2.0,clickhouse,2
2022-06-23,go,apache-2.0,cloud-foundry,2
2022-06-23,go,apache-2.0,cloud-security,2
2022-06-23,go,apache-2.0,cloudevents,2
2022-06-23,go,apache-2.0,clusters,2
2022-06-23,go,apache-2.0,container-image,2
2022-06-23,go,apache-2.0,container-management,2
2022-06-23,go,apache-2.0,container-registry,2
2022-06-23,go,apache-2.0,containerd,2
2022-06-23,go,apache-2.0,controller,2
2022-06-23,go,apache-2.0,cosmos-sdk,2
2022-06-23,go,apache-2.0,cri,2
2022-06-23,go,apache-2.0,cryptography,2
2022-06-23,go,apache-2.0,cyclonedx,2
2022-06-23,go,apache-2.0,data-structures,2
2022-06-23,go,apache-2.0,databases,2
2022-06-23,go,apache-2.0,declarative,2
2022-06-23,go,apache-2.0,deep-learning,2
2022-06-23,go,apache-2.0,deployments,2
2022-06-23,go,apache-2.0,development-tools,2
2022-06-23,go,apache-2.0,distributed,2
2022-06-23,go,apache-2.0,distributed-cache,2
2022-06-23,go,apache-2.0,distributed-ledger,2
2022-06-23,go,apache-2.0,docker-compose,2
2022-06-23,go,apache-2.0,docker-image,2
2022-06-23,go,apache-2.0,ec2,2
2022-06-23,go,apache-2.0,edge,2
2022-06-23,go,apache-2.0,edge-computing,2
2022-06-23,go,apache-2.0,embedded,2
2022-06-23,go,apache-2.0,envoyproxy,2
2022-06-23,go,apache-2.0,ethereum,2
2022-06-23,go,apache-2.0,etl,2
2022-06-23,go,apache-2.0,filesystem,2
2022-06-23,go,apache-2.0,firecracker,2
2022-06-23,go,apache-2.0,flyte,2
2022-06-23,go,apache-2.0,framework,2
2022-06-23,go,apache-2.0,game-development,2
2022-06-23,go,apache-2.0,gateway-api,2
2022-06-23,go,apache-2.0,gitops-toolkit,2
2022-06-23,go,apache-2.0,golang-application,2
2022-06-23,go,apache-2.0,golang-library,2
2022-06-23,go,apache-2.0,google-cloud,2
2022-06-23,go,apache-2.0,grafana,2
2022-06-23,go,apache-2.0,hdfs,2
2022-06-23,go,apache-2.0,high-performance,2
2022-06-23,go,apache-2.0,http,2
2022-06-23,go,apache-2.0,hyperledger-fabric,2
2022-06-23,go,apache-2.0,images,2
2022-06-23,go,apache-2.0,ingress,2
2022-06-23,go,apache-2.0,ingress-controller,2
2022-06-23,go,apache-2.0,installer,2
2022-06-23,go,apache-2.0,k3s,2
2022-06-23,go,apache-2.0,k8s-sig-cluster-lifecycle,2
2022-06-23,go,apache-2.0,k8s-sig-network,2
2022-06-23,go,apache-2.0,k8s-sig-storage,2
2022-06-23,go,apache-2.0,kernel,2
2022-06-23,go,apache-2.0,kubeadm,2
2022-06-23,go,apache-2.0,kubebuilder,2
2022-06-23,go,apache-2.0,kubectl-plugin,2
2022-06-23,go,apache-2.0,kubectl-plugins,2
2022-06-23,go,apache-2.0,kubernetes-networking,2
2022-06-23,go,apache-2.0,kubernetes-security,2
2022-06-23,go,apache-2.0,kubesphere,2
2022-06-23,go,apache-2.0,kustomize,2
2022-06-23,go,apache-2.0,kv-store,2
2022-06-23,go,apache-2.0,kvm,2
2022-06-23,go,apache-2.0,letsencrypt,2
2022-06-23,go,apache-2.0,loadbalancing,2
2022-06-23,go,apache-2.0,low-code,2
2022-06-23,go,apache-2.0,lru-cache,2
2022-06-23,go,apache-2.0,lxc,2
2022-06-23,go,apache-2.0,lxd,2
2022-06-23,go,apache-2.0,mariadb,2
2022-06-23,go,apache-2.0,micro-services,2
2022-06-23,go,apache-2.0,microservices-architecture,2
2022-06-23,go,apache-2.0,migration,2
2022-06-23,go,apache-2.0,money,2
2022-06-23,go,apache-2.0,mongodb,2
2022-06-23,go,apache-2.0,multi-cloud,2
2022-06-23,go,apache-2.0,nginx,2
2022-06-23,go,apache-2.0,openid,2
2022-06-23,go,apache-2.0,opensource,2
2022-06-23,go,apache-2.0,parser,2
2022-06-23,go,apache-2.0,paxos,2
2022-06-23,go,apache-2.0,performance-testing,2
