ds,sortby,pushed,language,license_key,repo_count,repos_with_license,repos_with_issues,repos_with_downloads,repos_with_wiki,repos_with_projects,repos_with_pages,size_min,size_max,size_sum,size_avg,size_std,size_q10,size_q25,size_q50,size_q75,size_q90,days_since_create_min,days_since_create_max,days_since_create_avg,days_since_create_std,days_since_create_q10,days_since_create_q25,days_since_create_q50,days_since_create_q75,days_since_create_q90,days_since_push_min,days_since_push_max,days_since_push_avg,days_since_push_std,days_since_push_q10,days_since_push_q25,days_since_push_q50,days_since_push_q75,days_since_push_q90,stargazers_count_min,stargazers_count_max,stargazers_count_sum,stargazers_count_avg,stargazers_count_std,stargazers_count_q10,stargazers_count_q25,stargazers_count_q50,stargazers_count_q75,stargazers_count_q90,forks_count_min,forks_count_max,forks_count_sum,forks_count_avg,forks_count_std,forks_count_q10,forks_count_q25,forks_count_q50,forks_count_q75,forks_count_q90,open_issues_count_min,open_issues_count_max,open_issues_count_sum,open_issues_count_avg,open_issues_count_std,open_issues_count_q10,open_issues_count_q25,open_issues_count_q50,open_issues_count_q75,open_issues_count_q90,topics_count_min,topics_count_max,topics_count_avg,topics_count_std,topics_count_q10,topics_count_q25,topics_count_q50,topics_count_q75,topics_count_q90
2022-06-30,stars,001_1week,ada,,3,0.0,3.0,3.0,2.0,3.0,0.0,2.0,132350.0,132504.0,44168.0,76367.88898483446,32.0,77.0,152.0,66251.0,105910.40000000001,5.0,2121.0,1037.3333333333333,1058.9335830604928,201.20000000000002,495.5,986.0,1553.5,1894.0,2.0,5.0,3.3333333333333335,1.5275252316519465,2.2,2.5,3.0,4.0,4.6,0.0,255.0,256.0,85.33333333333333,146.9364942188745,0.2,0.5,1.0,128.0,204.20000000000002,0.0,41.0,41.0,13.666666666666666,23.671361036774655,0.0,0.0,0.0,20.5,32.800000000000004,0.0,43.0,43.0,14.333333333333334,24.826061575153908,0.0,0.0,0.0,21.5,34.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,stars,001_1week,ada,agpl-3.0,1,1.0,1.0,1.0,0.0,1.0,0.0,25887.0,25887.0,25887.0,25887.0,,25887.0,25887.0,25887.0,25887.0,25887.0,1604.0,1604.0,1604.0,,1604.0,1604.0,1604.0,1604.0,1604.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,85.0,85.0,85.0,85.0,,85.0,85.0,85.0,85.0,85.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,218.0,218.0,218.0,218.0,,218.0,218.0,218.0,218.0,218.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
2022-06-30,stars,001_1week,ada,apache-2.0,4,4.0,4.0,4.0,2.0,3.0,1.0,187.0,6282.0,10902.0,2725.5,2556.980576122288,783.1000000000001,1677.25,2216.5,3264.75,5075.1,437.0,2725.0,1591.5,1157.4470470249025,535.4,683.0,1602.0,2510.5,2639.2,1.0,6.0,3.75,2.0615528128088303,1.9000000000000001,3.25,4.0,4.5,5.4,2.0,55.0,112.0,28.0,23.280893453645632,6.500000000000001,13.25,27.5,42.25,49.900000000000006,0.0,10.0,17.0,4.25,4.349329450233296,0.6000000000000001,1.5,3.5,6.25,8.5,0.0,4.0,7.0,1.75,1.707825127659933,0.30000000000000004,0.75,1.5,2.5,3.4000000000000004,0.0,7.0,4.25,3.095695936834452,1.2000000000000002,3.0,5.0,6.25,6.7
2022-06-30,stars,001_1week,ada,bsd-3-clause,1,1.0,1.0,1.0,1.0,1.0,0.0,179.0,179.0,179.0,179.0,,179.0,179.0,179.0,179.0,179.0,94.0,94.0,94.0,,94.0,94.0,94.0,94.0,94.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
2022-06-30,stars,001_1week,ada,gpl-3.0,4,4.0,3.0,4.0,3.0,4.0,0.0,4685.0,13609.0,31003.0,7750.75,3995.975840350723,5072.3,5653.25,6354.5,8452.0,11546.2,465.0,1990.0,1476.0,696.8849737701815,796.8000000000001,1294.5,1724.5,1906.0,1956.4,1.0,6.0,3.25,2.6299556396765835,1.0,1.0,3.0,5.25,5.7,6.0,153.0,314.0,78.5,82.60145277172793,6.6,7.5,77.5,148.5,151.2,0.0,43.0,68.0,17.0,20.575065816014618,0.30000000000000004,0.75,12.5,28.75,37.300000000000004,0.0,159.0,185.0,46.25,76.04987398630804,0.30000000000000004,0.75,13.0,58.5,118.80000000000003,0.0,6.0,1.5,3.0,0.0,0.0,0.0,1.5,4.200000000000001
2022-06-30,stars,001_1week,ada,lgpl-2.1,1,1.0,1.0,1.0,1.0,1.0,0.0,454.0,454.0,454.0,454.0,,454.0,454.0,454.0,454.0,454.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2022-06-30,stars,001_1week,ada,mit,1,1.0,1.0,1.0,1.0,1.0,0.0,193714.0,193714.0,193714.0,193714.0,,193714.0,193714.0,193714.0,193714.0,193714.0,125.0,125.0,125.0,,125.0,125.0,125.0,125.0,125.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
2022-06-30,stars,001_1week,ada,other,1,1.0,1.0,1.0,0.0,1.0,1.0,4948.0,4948.0,4948.0,4948.0,,4948.0,4948.0,4948.0,4948.0,4948.0,1226.0,1226.0,1226.0,,1226.0,1226.0,1226.0,1226.0,1226.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2022-06-30,stars,001_1week,agda,,3,0.0,3.0,3.0,3.0,3.0,0.0,7.0,131.0,157.0,52.333333333333336,68.39103255057152,9.4,13.0,19.0,75.0,108.60000000000001,2.0,36.0,13.666666666666666,19.347695814575268,2.2,2.5,3.0,19.5,29.400000000000002,2.0,6.0,3.6666666666666665,2.0816659994661326,2.2,2.5,3.0,4.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,stars,001_1week,agda,gpl-3.0,1,1.0,1.0,1.0,1.0,1.0,0.0,9528.0,9528.0,9528.0,9528.0,,9528.0,9528.0,9528.0,9528.0,9528.0,1606.0,1606.0,1606.0,,1606.0,1606.0,1606.0,1606.0,1606.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,105.0,105.0,105.0,105.0,,105.0,105.0,105.0,105.0,105.0,17.0,17.0,17.0,17.0,,17.0,17.0,17.0,17.0,17.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,11.0,11.0,11.0,,11.0,11.0,11.0,11.0,11.0
