ds,sortby,pushed,language,repo_count,repo_data_count
2022-04-14,,001_1week,python,12569,0
2022-04-14,,001_1week,java,7358,0
2022-04-14,,001_1week,c++,4493,0
2022-04-14,,001_1week,c,2272,0
2022-04-14,,001_1week,go,2082,0
2022-04-14,,001_1week,r,1306,0
2022-04-14,,001_1week,rust,1050,0
2022-04-14,,001_1week,scala,302,0
2022-04-14,,001_1week,terraform,281,0
2022-04-14,,001_1week,haskell,116,0
2022-04-14,,001_1week,elixir,111,0
2022-04-14,,001_1week,assembly,90,0
2022-04-14,,001_1week,fortran,71,0
2022-04-14,,001_1week,ocaml,46,0
2022-04-14,,001_1week,verilog,38,0
2022-04-14,,001_1week,erlang,26,0
2022-04-14,,001_1week,ada,16,0
2022-04-14,,001_1week,coq,8,0
2022-04-14,,001_1week,agda,4,0
2022-04-14,,001_1week,idris,4,0
2022-04-14,,001_1week,lean,4,0
2022-04-14,,001_1week,isabelle,3,0
2022-04-14,,001_1week,sml,2,0
2022-04-14,,001_1week,tla,1,0
2022-04-14,,004_1month,python,35706,0
2022-04-14,,004_1month,java,20811,0
2022-04-14,,004_1month,c++,11744,0
2022-04-14,,004_1month,c,6216,0
2022-04-14,,004_1month,go,5243,0
2022-04-14,,004_1month,r,3890,0
2022-04-14,,004_1month,rust,2653,0
2022-04-14,,004_1month,terraform,873,0
2022-04-14,,004_1month,scala,617,0
2022-04-14,,004_1month,haskell,345,0
2022-04-14,,004_1month,elixir,333,0
2022-04-14,,004_1month,assembly,316,0
2022-04-14,,004_1month,fortran,186,0
2022-04-14,,004_1month,verilog,140,0
2022-04-14,,004_1month,ocaml,105,0
2022-04-14,,004_1month,erlang,47,0
2022-04-14,,004_1month,ada,28,0
2022-04-14,,004_1month,coq,25,0
2022-04-14,,004_1month,agda,10,0
2022-04-14,,004_1month,lean,10,0
2022-04-14,,004_1month,isabelle,9,0
2022-04-14,,004_1month,sml,7,0
2022-04-14,,004_1month,idris,5,0
2022-04-14,,004_1month,tla,3,0
2022-04-14,,013_3month,python,97305,0
2022-04-14,,013_3month,java,58460,0
2022-04-14,,013_3month,c++,28163,0
2022-04-14,,013_3month,c,15628,0
2022-04-14,,013_3month,go,11026,0
2022-04-14,,013_3month,r,9436,0
2022-04-14,,013_3month,rust,5810,0
2022-04-14,,013_3month,terraform,2112,0
2022-04-14,,013_3month,scala,1333,0
2022-04-14,,013_3month,elixir,1202,0
2022-04-14,,013_3month,assembly,877,0
2022-04-14,,013_3month,haskell,808,0
2022-04-14,,013_3month,fortran,439,0
2022-04-14,,013_3month,verilog,385,0
2022-04-14,,013_3month,ocaml,310,0
2022-04-14,,013_3month,erlang,104,0
2022-04-14,,013_3month,ada,60,0
2022-04-14,,013_3month,coq,60,0
2022-04-14,,013_3month,sml,28,0
2022-04-14,,013_3month,agda,21,0
2022-04-14,,013_3month,lean,20,0
2022-04-14,,013_3month,isabelle,16,0
2022-04-14,,013_3month,idris,7,0
2022-04-14,,013_3month,tla,6,0
2022-04-14,,026_6month,python,149950,0
2022-04-14,,026_6month,java,97268,0
2022-04-14,,026_6month,c++,45313,0
2022-04-14,,026_6month,c,25764,0
2022-04-14,,026_6month,go,16291,0
2022-04-14,,026_6month,r,14854,0
2022-04-14,,026_6month,rust,8398,0
2022-04-14,,026_6month,terraform,3201,0
2022-04-14,,026_6month,scala,1963,0
2022-04-14,,026_6month,elixir,1580,0
2022-04-14,,026_6month,assembly,1436,0
2022-04-14,,026_6month,haskell,1275,0
2022-04-14,,026_6month,verilog,677,0
2022-04-14,,026_6month,fortran,666,0
2022-04-14,,026_6month,ocaml,420,0
2022-04-14,,026_6month,erlang,169,0
2022-04-14,,026_6month,coq,87,0
2022-04-14,,026_6month,ada,86,0
2022-04-14,,026_6month,sml,53,0
2022-04-14,,026_6month,agda,32,0
2022-04-14,,026_6month,lean,28,0
2022-04-14,,026_6month,isabelle,23,0
2022-04-14,,026_6month,idris,17,0
2022-04-14,,026_6month,tla,10,0
2022-04-14,,052_1year,python,254073,0
2022-04-14,,052_1year,java,170765,0
2022-04-14,,052_1year,c++,74728,0
2022-04-14,,052_1year,c,41914,0
2022-04-14,,052_1year,go,24578,0
2022-04-14,,052_1year,r,24451,0
2022-04-14,,052_1year,rust,11971,0
2022-04-14,,052_1year,terraform,5008,0
2022-04-14,,052_1year,scala,3010,0
2022-04-14,,052_1year,assembly,2462,0
2022-04-14,,052_1year,elixir,2241,0
2022-04-14,,052_1year,haskell,1876,0
2022-04-14,,052_1year,verilog,1184,0
2022-04-14,,052_1year,fortran,1013,0
2022-04-14,,052_1year,ocaml,613,0
2022-04-14,,052_1year,erlang,252,0
2022-04-14,,052_1year,ada,122,0
2022-04-14,,052_1year,coq,116,0
2022-04-14,,052_1year,sml,100,0
2022-04-14,,052_1year,agda,48,0
2022-04-14,,052_1year,lean,44,0
2022-04-14,,052_1year,isabelle,35,0
2022-04-14,,052_1year,idris,26,0
2022-04-14,,052_1year,tla,19,0
2022-04-14,,156_3year,python,525588,0
2022-04-14,,156_3year,java,441791,0
2022-04-14,,156_3year,c++,167964,0
2022-04-14,,156_3year,c,93657,0
2022-04-14,,156_3year,r,58652,0
2022-04-14,,156_3year,go,47789,0
2022-04-14,,156_3year,rust,20054,0
2022-04-14,,156_3year,terraform,9617,0
2022-04-14,,156_3year,scala,6937,0
2022-04-14,,156_3year,assembly,5718,0
2022-04-14,,156_3year,haskell,4250,0
2022-04-14,,156_3year,elixir,4029,0
2022-04-14,,156_3year,verilog,2669,0
2022-04-14,,156_3year,fortran,2000,0
2022-04-14,,156_3year,ocaml,1160,0
2022-04-14,,156_3year,erlang,626,0
2022-04-14,,156_3year,coq,324,0
2022-04-14,,156_3year,ada,254,0
2022-04-14,,156_3year,sml,229,0
2022-04-14,,156_3year,agda,109,0
2022-04-14,,156_3year,lean,77,0
2022-04-14,,156_3year,isabelle,62,0
2022-04-14,,156_3year,idris,56,0
2022-04-14,,156_3year,tla,46,0
2022-04-14,,alltime,java,973685,0
2022-04-14,,alltime,python,823274,0
2022-04-14,,alltime,c++,284922,0
2022-04-14,,alltime,c,182513,0
2022-04-14,,alltime,r,119053,0
2022-04-14,,alltime,go,71917,0
2022-04-14,,alltime,rust,24469,0
2022-04-14,,alltime,scala,18110,0
2022-04-14,,alltime,terraform,11436,0
2022-04-14,,alltime,haskell,10286,0
2022-04-14,,alltime,assembly,9219,0
2022-04-14,,alltime,elixir,7467,0
2022-04-14,,alltime,verilog,4182,0
2022-04-14,,alltime,fortran,3334,0
2022-04-14,,alltime,ocaml,2337,0
2022-04-14,,alltime,erlang,2253,0
2022-04-14,,alltime,coq,524,0
2022-04-14,,alltime,ada,456,0
2022-04-14,,alltime,sml,432,0
2022-04-14,,alltime,agda,203,0
2022-04-14,,alltime,idris,142,0
2022-04-14,,alltime,isabelle,99,0
2022-04-14,,alltime,lean,86,0
2022-04-14,,alltime,tla,66,0
