ds,created,language,user_count
2022-01-04,004_1month,python,258
2022-01-04,004_1month,java,155
2022-01-04,004_1month,c++,65
2022-01-04,004_1month,go,34
2022-01-04,004_1month,c,33
2022-01-04,004_1month,r,17
2022-01-04,004_1month,rust,12
2022-01-04,004_1month,terraform,5
2022-01-04,004_1month,assembly,2
2022-01-04,004_1month,fortran,2
2022-01-04,004_1month,isabelle,1
2022-01-04,004_1month,lean,1
2022-01-04,004_1month,verilog,1
2022-01-04,004_1month,ada,0
2022-01-04,004_1month,agda,0
2022-01-04,004_1month,coq,0
2022-01-04,004_1month,idris,0
2022-01-04,004_1month,tla,0
2022-01-04,004_1month,elixir,0
2022-01-04,004_1month,erlang,0
2022-01-04,004_1month,haskell,0
2022-01-04,004_1month,ocaml,0
2022-01-04,004_1month,scala,0
2022-01-04,013_3month,python,1377
2022-01-04,013_3month,java,667
2022-01-04,013_3month,c++,352
2022-01-04,013_3month,c,241
2022-01-04,013_3month,go,105
2022-01-04,013_3month,r,104
2022-01-04,013_3month,rust,61
2022-01-04,013_3month,terraform,20
2022-01-04,013_3month,assembly,11
2022-01-04,013_3month,fortran,6
2022-01-04,013_3month,elixir,5
2022-01-04,013_3month,erlang,4
2022-01-04,013_3month,haskell,4
2022-01-04,013_3month,ocaml,3
2022-01-04,013_3month,verilog,3
2022-01-04,013_3month,isabelle,1
2022-01-04,013_3month,lean,1
2022-01-04,013_3month,scala,1
2022-01-04,013_3month,ada,0
2022-01-04,013_3month,agda,0
2022-01-04,013_3month,coq,0
2022-01-04,013_3month,idris,0
2022-01-04,013_3month,tla,0
2022-01-04,052_1year,python,10039
2022-01-04,052_1year,java,4571
2022-01-04,052_1year,c++,2505
2022-01-04,052_1year,c,1484
2022-01-04,052_1year,r,755
2022-01-04,052_1year,go,527
2022-01-04,052_1year,rust,259
2022-01-04,052_1year,terraform,100
2022-01-04,052_1year,assembly,75
2022-01-04,052_1year,verilog,39
2022-01-04,052_1year,fortran,37
2022-01-04,052_1year,elixir,28
2022-01-04,052_1year,scala,27
2022-01-04,052_1year,haskell,22
2022-01-04,052_1year,erlang,14
2022-01-04,052_1year,ocaml,6
2022-01-04,052_1year,lean,4
2022-01-04,052_1year,coq,2
2022-01-04,052_1year,ada,1
2022-01-04,052_1year,isabelle,1
2022-01-04,052_1year,agda,0
2022-01-04,052_1year,idris,0
2022-01-04,052_1year,tla,0
2022-01-04,261_5year,python,68583
2022-01-04,261_5year,java,47108
2022-01-04,261_5year,c++,22435
2022-01-04,261_5year,c,13206
2022-01-04,261_5year,r,8193
2022-01-04,261_5year,go,3152
2022-01-04,261_5year,rust,851
2022-01-04,261_5year,assembly,632
2022-01-04,261_5year,scala,532
2022-01-04,261_5year,terraform,488
2022-01-04,261_5year,fortran,361
2022-01-04,261_5year,verilog,299
2022-01-04,261_5year,haskell,220
2022-01-04,261_5year,elixir,186
2022-01-04,261_5year,ocaml,92
2022-01-04,261_5year,erlang,64
2022-01-04,261_5year,coq,31
2022-01-04,261_5year,ada,16
2022-01-04,261_5year,agda,8
2022-01-04,261_5year,lean,8
2022-01-04,261_5year,idris,3
2022-01-04,261_5year,isabelle,3
2022-01-04,261_5year,tla,2
2022-01-04,alltime,java,3411235
2022-01-04,alltime,python,2873767
2022-01-04,alltime,c++,1089563
2022-01-04,alltime,c,772336
2022-01-04,alltime,r,285124
2022-01-04,alltime,go,219834
2022-01-04,alltime,scala,50317
2022-01-04,alltime,rust,32938
2022-01-04,alltime,terraform,29213
2022-01-04,alltime,assembly,22339
2022-01-04,alltime,haskell,15301
2022-01-04,alltime,fortran,12540
2022-01-04,alltime,verilog,11978
2022-01-04,alltime,elixir,7325
2022-01-04,alltime,erlang,7270
2022-01-04,alltime,ocaml,4783
2022-01-04,alltime,coq,1012
2022-01-04,alltime,ada,825
2022-01-04,alltime,lean,283
2022-01-04,alltime,agda,214
2022-01-04,alltime,isabelle,137
2022-01-04,alltime,idris,96
2022-01-04,alltime,tla,66
