ds,created,language,user_count
2022-01-20,004_1month,python,335
2022-01-20,004_1month,java,125
2022-01-20,004_1month,c++,78
2022-01-20,004_1month,c,51
2022-01-20,004_1month,go,37
2022-01-20,004_1month,r,19
2022-01-20,004_1month,rust,8
2022-01-20,004_1month,terraform,3
2022-01-20,004_1month,assembly,2
2022-01-20,004_1month,erlang,1
2022-01-20,004_1month,haskell,1
2022-01-20,004_1month,ada,0
2022-01-20,004_1month,agda,0
2022-01-20,004_1month,coq,0
2022-01-20,004_1month,idris,0
2022-01-20,004_1month,isabelle,0
2022-01-20,004_1month,lean,0
2022-01-20,004_1month,sml,0
2022-01-20,004_1month,tla,0
2022-01-20,004_1month,elixir,0
2022-01-20,004_1month,ocaml,0
2022-01-20,004_1month,fortran,0
2022-01-20,004_1month,scala,0
2022-01-20,004_1month,verilog,0
2022-01-20,013_3month,python,1426
2022-01-20,013_3month,java,625
2022-01-20,013_3month,c++,333
2022-01-20,013_3month,c,268
2022-01-20,013_3month,go,115
2022-01-20,013_3month,r,102
2022-01-20,013_3month,rust,58
2022-01-20,013_3month,terraform,11
2022-01-20,013_3month,assembly,8
2022-01-20,013_3month,erlang,7
2022-01-20,013_3month,haskell,6
2022-01-20,013_3month,fortran,4
2022-01-20,013_3month,elixir,3
2022-01-20,013_3month,ocaml,2
2022-01-20,013_3month,scala,2
2022-01-20,013_3month,verilog,2
2022-01-20,013_3month,isabelle,1
2022-01-20,013_3month,lean,1
2022-01-20,013_3month,ada,0
2022-01-20,013_3month,agda,0
2022-01-20,013_3month,coq,0
2022-01-20,013_3month,idris,0
2022-01-20,013_3month,sml,0
2022-01-20,013_3month,tla,0
2022-01-20,052_1year,python,10085
2022-01-20,052_1year,java,4545
2022-01-20,052_1year,c++,2504
2022-01-20,052_1year,c,1505
2022-01-20,052_1year,r,742
2022-01-20,052_1year,go,545
2022-01-20,052_1year,rust,258
2022-01-20,052_1year,terraform,93
2022-01-20,052_1year,assembly,72
2022-01-20,052_1year,verilog,38
2022-01-20,052_1year,fortran,36
2022-01-20,052_1year,elixir,29
2022-01-20,052_1year,scala,28
2022-01-20,052_1year,haskell,24
2022-01-20,052_1year,erlang,19
2022-01-20,052_1year,ocaml,6
2022-01-20,052_1year,lean,4
2022-01-20,052_1year,coq,2
2022-01-20,052_1year,sml,2
2022-01-20,052_1year,ada,1
2022-01-20,052_1year,isabelle,1
2022-01-20,052_1year,agda,0
2022-01-20,052_1year,idris,0
2022-01-20,052_1year,tla,0
2022-01-20,261_5year,python,69030
2022-01-20,261_5year,java,46934
2022-01-20,261_5year,c++,22491
2022-01-20,261_5year,c,13272
2022-01-20,261_5year,r,8183
2022-01-20,261_5year,go,3189
2022-01-20,261_5year,rust,860
2022-01-20,261_5year,assembly,631
2022-01-20,261_5year,scala,527
2022-01-20,261_5year,terraform,494
2022-01-20,261_5year,fortran,356
2022-01-20,261_5year,verilog,302
2022-01-20,261_5year,haskell,220
2022-01-20,261_5year,elixir,184
2022-01-20,261_5year,ocaml,89
2022-01-20,261_5year,erlang,70
2022-01-20,261_5year,sml,31
2022-01-20,261_5year,coq,30
2022-01-20,261_5year,ada,14
2022-01-20,261_5year,agda,8
2022-01-20,261_5year,lean,8
2022-01-20,261_5year,idris,3
2022-01-20,261_5year,isabelle,3
2022-01-20,261_5year,tla,2
2022-01-20,alltime,java,3431724
2022-01-20,alltime,python,2906651
2022-01-20,alltime,c++,1097778
2022-01-20,alltime,c,778107
2022-01-20,alltime,r,286546
2022-01-20,alltime,go,222985
2022-01-20,alltime,scala,50519
2022-01-20,alltime,rust,33422
2022-01-20,alltime,terraform,29907
2022-01-20,alltime,assembly,22507
2022-01-20,alltime,haskell,15387
2022-01-20,alltime,fortran,12632
2022-01-20,alltime,verilog,12093
2022-01-20,alltime,elixir,7370
2022-01-20,alltime,erlang,7334
2022-01-20,alltime,ocaml,4808
2022-01-20,alltime,sml,3159
2022-01-20,alltime,coq,1015
2022-01-20,alltime,ada,831
2022-01-20,alltime,lean,287
2022-01-20,alltime,agda,216
2022-01-20,alltime,isabelle,137
2022-01-20,alltime,idris,96
2022-01-20,alltime,tla,66
