ds,created,language,user_count
2022-01-13,004_1month,python,293
2022-01-13,004_1month,java,130
2022-01-13,004_1month,c++,66
2022-01-13,004_1month,c,42
2022-01-13,004_1month,go,34
2022-01-13,004_1month,r,17
2022-01-13,004_1month,rust,9
2022-01-13,004_1month,terraform,4
2022-01-13,004_1month,assembly,2
2022-01-13,004_1month,erlang,1
2022-01-13,004_1month,haskell,1
2022-01-13,004_1month,ada,0
2022-01-13,004_1month,agda,0
2022-01-13,004_1month,coq,0
2022-01-13,004_1month,idris,0
2022-01-13,004_1month,isabelle,0
2022-01-13,004_1month,lean,0
2022-01-13,004_1month,sml,0
2022-01-13,004_1month,tla,0
2022-01-13,004_1month,elixir,0
2022-01-13,004_1month,ocaml,0
2022-01-13,004_1month,fortran,0
2022-01-13,004_1month,scala,0
2022-01-13,004_1month,verilog,0
2022-01-13,013_3month,python,1406
2022-01-13,013_3month,java,638
2022-01-13,013_3month,c++,338
2022-01-13,013_3month,c,256
2022-01-13,013_3month,go,115
2022-01-13,013_3month,r,105
2022-01-13,013_3month,rust,57
2022-01-13,013_3month,terraform,16
2022-01-13,013_3month,assembly,9
2022-01-13,013_3month,haskell,6
2022-01-13,013_3month,erlang,5
2022-01-13,013_3month,fortran,5
2022-01-13,013_3month,elixir,3
2022-01-13,013_3month,ocaml,2
2022-01-13,013_3month,verilog,2
2022-01-13,013_3month,isabelle,1
2022-01-13,013_3month,lean,1
2022-01-13,013_3month,scala,1
2022-01-13,013_3month,ada,0
2022-01-13,013_3month,agda,0
2022-01-13,013_3month,coq,0
2022-01-13,013_3month,idris,0
2022-01-13,013_3month,sml,0
2022-01-13,013_3month,tla,0
2022-01-13,052_1year,python,10046
2022-01-13,052_1year,java,4552
2022-01-13,052_1year,c++,2512
2022-01-13,052_1year,c,1492
2022-01-13,052_1year,r,743
2022-01-13,052_1year,go,537
2022-01-13,052_1year,rust,254
2022-01-13,052_1year,terraform,94
2022-01-13,052_1year,assembly,73
2022-01-13,052_1year,verilog,38
2022-01-13,052_1year,fortran,37
2022-01-13,052_1year,scala,29
2022-01-13,052_1year,elixir,28
2022-01-13,052_1year,haskell,24
2022-01-13,052_1year,erlang,17
2022-01-13,052_1year,ocaml,6
2022-01-13,052_1year,lean,4
2022-01-13,052_1year,coq,2
2022-01-13,052_1year,sml,2
2022-01-13,052_1year,ada,1
2022-01-13,052_1year,isabelle,1
2022-01-13,052_1year,agda,0
2022-01-13,052_1year,idris,0
2022-01-13,052_1year,tla,0
2022-01-13,261_5year,python,68839
2022-01-13,261_5year,java,47007
2022-01-13,261_5year,c++,22476
2022-01-13,261_5year,c,13243
2022-01-13,261_5year,r,8195
2022-01-13,261_5year,go,3172
2022-01-13,261_5year,rust,852
2022-01-13,261_5year,assembly,631
2022-01-13,261_5year,scala,528
2022-01-13,261_5year,terraform,492
2022-01-13,261_5year,fortran,360
2022-01-13,261_5year,verilog,300
2022-01-13,261_5year,haskell,219
2022-01-13,261_5year,elixir,183
2022-01-13,261_5year,ocaml,91
2022-01-13,261_5year,erlang,68
2022-01-13,261_5year,sml,31
2022-01-13,261_5year,coq,30
2022-01-13,261_5year,ada,15
2022-01-13,261_5year,agda,8
2022-01-13,261_5year,lean,8
2022-01-13,261_5year,idris,3
2022-01-13,261_5year,isabelle,3
2022-01-13,261_5year,tla,2
2022-01-13,alltime,java,3422914
2022-01-13,alltime,python,2892456
2022-01-13,alltime,c++,1094320
2022-01-13,alltime,c,775671
2022-01-13,alltime,r,285919
2022-01-13,alltime,go,221600
2022-01-13,alltime,scala,50428
2022-01-13,alltime,rust,33222
2022-01-13,alltime,terraform,29636
2022-01-13,alltime,assembly,22424
2022-01-13,alltime,haskell,15349
2022-01-13,alltime,fortran,12599
2022-01-13,alltime,verilog,12039
2022-01-13,alltime,elixir,7352
2022-01-13,alltime,erlang,7311
2022-01-13,alltime,ocaml,4797
2022-01-13,alltime,sml,3159
2022-01-13,alltime,coq,1015
2022-01-13,alltime,ada,827
2022-01-13,alltime,lean,284
2022-01-13,alltime,agda,216
2022-01-13,alltime,isabelle,137
2022-01-13,alltime,idris,96
2022-01-13,alltime,tla,66
