ds,created,language,user_count
2022-01-06,004_1month,python,253
2022-01-06,004_1month,java,151
2022-01-06,004_1month,c++,67
2022-01-06,004_1month,go,35
2022-01-06,004_1month,c,33
2022-01-06,004_1month,r,16
2022-01-06,004_1month,rust,11
2022-01-06,004_1month,terraform,5
2022-01-06,004_1month,assembly,2
2022-01-06,004_1month,isabelle,1
2022-01-06,004_1month,lean,1
2022-01-06,004_1month,fortran,1
2022-01-06,004_1month,verilog,1
2022-01-06,004_1month,ada,0
2022-01-06,004_1month,agda,0
2022-01-06,004_1month,coq,0
2022-01-06,004_1month,idris,0
2022-01-06,004_1month,sml,0
2022-01-06,004_1month,tla,0
2022-01-06,004_1month,elixir,0
2022-01-06,004_1month,erlang,0
2022-01-06,004_1month,haskell,0
2022-01-06,004_1month,ocaml,0
2022-01-06,004_1month,scala,0
2022-01-06,013_3month,python,1376
2022-01-06,013_3month,java,661
2022-01-06,013_3month,c++,348
2022-01-06,013_3month,c,246
2022-01-06,013_3month,go,105
2022-01-06,013_3month,r,104
2022-01-06,013_3month,rust,62
2022-01-06,013_3month,terraform,20
2022-01-06,013_3month,assembly,11
2022-01-06,013_3month,fortran,6
2022-01-06,013_3month,elixir,5
2022-01-06,013_3month,erlang,4
2022-01-06,013_3month,haskell,4
2022-01-06,013_3month,ocaml,3
2022-01-06,013_3month,verilog,3
2022-01-06,013_3month,isabelle,1
2022-01-06,013_3month,lean,1
2022-01-06,013_3month,scala,1
2022-01-06,013_3month,ada,0
2022-01-06,013_3month,agda,0
2022-01-06,013_3month,coq,0
2022-01-06,013_3month,idris,0
2022-01-06,013_3month,sml,0
2022-01-06,013_3month,tla,0
2022-01-06,052_1year,python,10022
2022-01-06,052_1year,java,4570
2022-01-06,052_1year,c++,2523
2022-01-06,052_1year,c,1474
2022-01-06,052_1year,r,752
2022-01-06,052_1year,go,528
2022-01-06,052_1year,rust,258
2022-01-06,052_1year,terraform,98
2022-01-06,052_1year,assembly,75
2022-01-06,052_1year,verilog,38
2022-01-06,052_1year,fortran,37
2022-01-06,052_1year,elixir,28
2022-01-06,052_1year,scala,26
2022-01-06,052_1year,haskell,22
2022-01-06,052_1year,erlang,14
2022-01-06,052_1year,ocaml,6
2022-01-06,052_1year,lean,4
2022-01-06,052_1year,coq,2
2022-01-06,052_1year,sml,2
2022-01-06,052_1year,ada,1
2022-01-06,052_1year,isabelle,1
2022-01-06,052_1year,agda,0
2022-01-06,052_1year,idris,0
2022-01-06,052_1year,tla,0
2022-01-06,261_5year,python,68635
2022-01-06,261_5year,java,47088
2022-01-06,261_5year,c++,22462
2022-01-06,261_5year,c,13204
2022-01-06,261_5year,r,8186
2022-01-06,261_5year,go,3158
2022-01-06,261_5year,rust,852
2022-01-06,261_5year,assembly,632
2022-01-06,261_5year,scala,530
2022-01-06,261_5year,terraform,488
2022-01-06,261_5year,fortran,361
2022-01-06,261_5year,verilog,297
2022-01-06,261_5year,haskell,219
2022-01-06,261_5year,elixir,185
2022-01-06,261_5year,ocaml,92
2022-01-06,261_5year,erlang,64
2022-01-06,261_5year,coq,31
2022-01-06,261_5year,sml,31
2022-01-06,261_5year,ada,16
2022-01-06,261_5year,agda,8
2022-01-06,261_5year,lean,8
2022-01-06,261_5year,idris,3
2022-01-06,261_5year,isabelle,3
2022-01-06,261_5year,tla,2
2022-01-06,alltime,java,3414089
2022-01-06,alltime,python,2878352
2022-01-06,alltime,c++,1090720
2022-01-06,alltime,c,773164
2022-01-06,alltime,r,285309
2022-01-06,alltime,go,220301
2022-01-06,alltime,scala,50340
2022-01-06,alltime,rust,33008
2022-01-06,alltime,terraform,29347
2022-01-06,alltime,assembly,22359
2022-01-06,alltime,haskell,15313
2022-01-06,alltime,fortran,12556
2022-01-06,alltime,verilog,11995
2022-01-06,alltime,elixir,7331
2022-01-06,alltime,erlang,7278
2022-01-06,alltime,ocaml,4785
2022-01-06,alltime,sml,3153
2022-01-06,alltime,coq,1014
2022-01-06,alltime,ada,827
2022-01-06,alltime,lean,283
2022-01-06,alltime,agda,214
2022-01-06,alltime,isabelle,137
2022-01-06,alltime,idris,96
2022-01-06,alltime,tla,66
