ds,sortby,pushed,language,repo_count,repo_data_count
2022-10-20,stars,001_1week,go,2404,1000
2022-10-20,stars,001_1week,rust,1377,1000
2022-10-20,stars,001_1week,elixir,156,156
2022-10-20,stars,001_1week,haskell,104,104
2022-10-20,stars,001_1week,ocaml,54,54
2022-10-20,stars,001_1week,erlang,28,28
2022-10-20,stars,001_1week,ada,12,12
2022-10-20,stars,001_1week,coq,10,10
2022-10-20,stars,001_1week,sml,8,8
2022-10-20,stars,001_1week,lean,5,5
2022-10-20,stars,001_1week,agda,3,3
2022-10-20,stars,001_1week,idris,2,2
2022-10-20,stars,001_1week,isabelle,2,2
2022-10-20,stars,001_1week,tla,1,1
