ds,sortby,pushed,language,repo_count,repo_data_count
2022-10-13,stars,001_1week,go,2386,1000
2022-10-13,stars,001_1week,rust,1394,1000
2022-10-13,stars,001_1week,elixir,142,142
2022-10-13,stars,001_1week,haskell,120,120
2022-10-13,stars,001_1week,ocaml,45,45
2022-10-13,stars,001_1week,erlang,29,29
2022-10-13,stars,001_1week,ada,13,13
2022-10-13,stars,001_1week,coq,13,13
2022-10-13,stars,001_1week,agda,5,5
2022-10-13,stars,001_1week,sml,4,4
2022-10-13,stars,001_1week,lean,3,3
2022-10-13,stars,001_1week,isabelle,1,1
2022-10-13,stars,001_1week,idris,0,0
2022-10-13,stars,001_1week,tla,0,0
