ds,sortby,pushed,language,repo_count,repo_data_count
2022-03-03,stars,004_1month,coq,35,35
2022-03-03,stars,004_1month,ada,34,34
2022-03-03,stars,004_1month,sml,14,14
2022-03-03,stars,004_1month,agda,11,11
2022-03-03,stars,004_1month,lean,11,11
2022-03-03,stars,004_1month,isabelle,5,5
2022-03-03,stars,004_1month,idris,3,3
2022-03-03,stars,004_1month,tla,3,3
2022-03-03,stars,013_3month,coq,61,61
2022-03-03,stars,013_3month,ada,59,59
2022-03-03,stars,013_3month,sml,34,34
2022-03-03,stars,013_3month,agda,22,22
2022-03-03,stars,013_3month,lean,19,19
2022-03-03,stars,013_3month,isabelle,14,14
2022-03-03,stars,013_3month,idris,11,11
2022-03-03,stars,013_3month,tla,7,7
2022-03-03,stars,026_6month,coq,87,87
2022-03-03,stars,026_6month,ada,79,79
2022-03-03,stars,026_6month,sml,48,48
2022-03-03,stars,026_6month,agda,31,31
2022-03-03,stars,026_6month,lean,25,25
2022-03-03,stars,026_6month,isabelle,23,23
2022-03-03,stars,026_6month,idris,18,18
2022-03-03,stars,026_6month,tla,10,10
2022-03-03,stars,052_1year,ada,126,126
2022-03-03,stars,052_1year,coq,120,120
2022-03-03,stars,052_1year,sml,116,116
2022-03-03,stars,052_1year,agda,44,44
2022-03-03,stars,052_1year,lean,39,39
2022-03-03,stars,052_1year,isabelle,38,38
2022-03-03,stars,052_1year,idris,26,26
2022-03-03,stars,052_1year,tla,20,20
2022-03-03,stars,156_3year,coq,326,326
2022-03-03,stars,156_3year,ada,256,256
2022-03-03,stars,156_3year,sml,235,235
2022-03-03,stars,156_3year,agda,108,108
2022-03-03,stars,156_3year,lean,73,73
2022-03-03,stars,156_3year,isabelle,61,61
2022-03-03,stars,156_3year,idris,58,58
2022-03-03,stars,156_3year,tla,47,47
2022-03-03,stars,alltime,coq,522,522
2022-03-03,stars,alltime,ada,452,452
2022-03-03,stars,alltime,sml,430,430
2022-03-03,stars,alltime,agda,199,199
2022-03-03,stars,alltime,idris,141,141
2022-03-03,stars,alltime,isabelle,98,98
2022-03-03,stars,alltime,lean,80,80
2022-03-03,stars,alltime,tla,65,65
