ds,sortby,pushed,language,repo_count,repo_data_count
2022-03-17,stars,004_1month,ada,36,36
2022-03-17,stars,004_1month,coq,31,31
2022-03-17,stars,004_1month,sml,15,15
2022-03-17,stars,004_1month,agda,11,11
2022-03-17,stars,004_1month,lean,11,11
2022-03-17,stars,004_1month,isabelle,6,6
2022-03-17,stars,004_1month,idris,5,5
2022-03-17,stars,004_1month,tla,4,4
2022-03-17,stars,013_3month,ada,63,63
2022-03-17,stars,013_3month,coq,62,62
2022-03-17,stars,013_3month,sml,37,37
2022-03-17,stars,013_3month,lean,23,23
2022-03-17,stars,013_3month,agda,22,22
2022-03-17,stars,013_3month,isabelle,14,14
2022-03-17,stars,013_3month,idris,10,10
2022-03-17,stars,013_3month,tla,6,6
2022-03-17,stars,026_6month,coq,90,90
2022-03-17,stars,026_6month,ada,87,87
2022-03-17,stars,026_6month,sml,55,55
2022-03-17,stars,026_6month,agda,30,30
2022-03-17,stars,026_6month,lean,30,30
2022-03-17,stars,026_6month,isabelle,25,25
2022-03-17,stars,026_6month,idris,17,17
2022-03-17,stars,026_6month,tla,11,11
2022-03-17,stars,052_1year,ada,126,126
2022-03-17,stars,052_1year,coq,120,120
2022-03-17,stars,052_1year,sml,111,111
2022-03-17,stars,052_1year,agda,45,45
2022-03-17,stars,052_1year,lean,44,44
2022-03-17,stars,052_1year,isabelle,35,35
2022-03-17,stars,052_1year,idris,26,26
2022-03-17,stars,052_1year,tla,20,20
2022-03-17,stars,156_3year,coq,326,326
2022-03-17,stars,156_3year,ada,257,257
2022-03-17,stars,156_3year,sml,236,236
2022-03-17,stars,156_3year,agda,107,107
2022-03-17,stars,156_3year,lean,78,78
2022-03-17,stars,156_3year,isabelle,61,61
2022-03-17,stars,156_3year,idris,56,56
2022-03-17,stars,156_3year,tla,47,47
2022-03-17,stars,alltime,coq,522,522
2022-03-17,stars,alltime,ada,454,454
2022-03-17,stars,alltime,sml,432,432
2022-03-17,stars,alltime,agda,199,199
2022-03-17,stars,alltime,idris,141,141
2022-03-17,stars,alltime,isabelle,97,97
2022-03-17,stars,alltime,lean,85,85
2022-03-17,stars,alltime,tla,66,66
